"brand","type","s0","x0","s1","x1","within","composition","interaction","total","base_month","comp_month"
"VUSE","Refill",0,0,0.519452858351448,24.1452455434451,0,0,12.5423168131401,12.5423168131401,2013-01-01,2023-12-01
"BLU","Refill",0.39974877423399,19.6034571229372,0.000107728649242087,10.8963141756174,-3.48066972027122,-7.83434610168641,3.47973171152275,-7.83528411043489,2013-01-01,2023-12-01
"JUUL","Refill",0,0,0.168756826111673,20.5815315930083,0,0,3.4732739481532,3.4732739481532,2013-01-01,2023-12-01
"BLU","Disposable",0.179299863176233,13.1765318084678,0.00157048557476531,12.2015304901466,-0.174817602971643,-2.34185679726492,0.173286377465842,-2.34338802277072,2013-01-01,2023-12-01
"BLU","Starter Kit",0.0291674133513163,77.8465450713882,0,0,-2.27058235806906,-2.27058235806906,2.27058235806906,-2.27058235806906,2013-01-01,2023-12-01
"BREEZE","UNKNOWN",0,0,0.0820529797360285,20.1856558322639,0,0,1.65629320896319,1.65629320896319,2013-01-01,2023-12-01
"FINITI","Disposable",0.110005404439795,9.97530923610848,0,0,-1.09733792693014,-1.09733792693014,1.09733792693014,-1.09733792693014,2013-01-01,2023-12-01
"FINITI","Refill",0.0704509352455262,12.7993649530694,0,0,-0.901727231492548,-0.901727231492548,0.901727231492548,-0.901727231492548,2013-01-01,2023-12-01
"NJOY","Refill",0.00479152139934512,19.4848246711326,0.106253844326387,8.38169454572637,-0.0532008855955973,1.97697557295925,-1.12654937428493,0.797225313078718,2013-01-01,2023-12-01
"MISTIC","Refill",0.0378615121503644,19.5676099463361,0,0,-0.740859301736796,-0.740859301736796,0.740859301736796,-0.740859301736796,2013-01-01,2023-12-01
"21ST CENTURY SMOKE","Refill",0.0744084346630331,9.49182923715406,4.25930488960845e-06,18.99,0.706744018625553,-0.706231727030764,-0.70670356302038,-0.706191271425591,2013-01-01,2023-12-01
"HYPPE","UNKNOWN",0,0,0.0351123119255151,19.2857617402829,0,0,0.67716768194598,0.67716768194598,2013-01-01,2023-12-01
"NJOY","Disposable",0.0464289222743042,14.7183453800901,0.0148370223763954,6.56610871426029,-0.378499562519544,-0.464980493910654,0.257544644690956,-0.585935411739242,2013-01-01,2023-12-01
"21ST CENTURY SMOKE","Starter Kit",0.013106545034213,28.0522766034834,0,0,-0.367668426615755,-0.367668426615755,0.367668426615755,-0.367668426615755,2013-01-01,2023-12-01
"SHENZEN HQD TECHNOLOGY","UNKNOWN",0,0,0.012638888295163,23.3113735290066,0,0,0.294629846039934,0.294629846039934,2013-01-01,2023-12-01
"NICOTEK","Refill",0.0222731430483591,12.6093386901315,0,0,-0.280849604390507,-0.280849604390507,0.280849604390507,-0.280849604390507,2013-01-01,2023-12-01
"MADURO DISTRIBUTORS","UNKNOWN",0,0,0.0122209772786896,20.3410898729217,0,0,0.248587997160759,0.248587997160759,2013-01-01,2023-12-01
"JUICY BAR","UNKNOWN",0,0,0.00728301205139704,18.9900000000002,0,0,0.138304398856031,0.138304398856031,2013-01-01,2023-12-01
"LOGIC","Refill",0,0,0.0127174192290651,9.19706456067031,0,0,0.116962925694821,0.116962925694821,2013-01-01,2023-12-01
"NICOTEK","Starter Kit",0.00483257136111203,22.9395165300567,0,0,-0.110856850620908,-0.110856850620908,0.110856850620908,-0.110856850620908,2013-01-01,2023-12-01
"STAGBAR","UNKNOWN",0,0,0.00408966476205201,24.9889337846421,0,0,0.102196361940302,0.102196361940302,2013-01-01,2023-12-01
"MISTIC","Starter Kit",0.00342271750180694,22.0658668192702,0,0,-0.0755252285548573,-0.0755252285548573,0.0755252285548573,-0.0755252285548573,2013-01-01,2023-12-01
"NJOY","UNKNOWN",0,0,0.0113948717850206,6.14598746221039,0,0,0.0700327391242314,0.0700327391242314,2013-01-01,2023-12-01
"PALAX","UNKNOWN",0,0,0.00215028345286326,23.9900000000001,0,0,0.05158530003419,0.05158530003419,2013-01-01,2023-12-01
"NICOTEK","Disposable",0.00409862635503805,11.0499477894304,0,0,-0.0452896072315538,-0.0452896072315538,0.0452896072315538,-0.0452896072315538,2013-01-01,2023-12-01
"MNGO","UNKNOWN",0,0,0.00230154201775592,11.7547996113584,0,0,0.0270541652158422,0.0270541652158422,2013-01-01,2023-12-01
"ESCO BARS","UNKNOWN",0,0,0.000930335143275864,17.9908739100139,0,0,0.0167375422567308,0.0167375422567308,2013-01-01,2023-12-01
"AVATA","UNKNOWN",0,0,0.000600561989434791,24.99,0,0,0.0150080441159754,0.0150080441159754,2013-01-01,2023-12-01
"IGNITE","UNKNOWN",0,0,0.000717839287504613,19.7148438644255,0,0,0.0141520894729039,0.0141520894729039,2013-01-01,2023-12-01
"SAVAGE","UNKNOWN",0,0,0.000434315995462261,24.9800398406373,0,0,0.0108492308700733,0.0108492308700733,2013-01-01,2023-12-01
