"nic_per_mL_channel","size_channel","interaction","total","base","comp","N_hom_base","N_hom_comp"
37.1980694570833,22.518678101432,20.2316325799511,79.9483801384665,2013-01-01,2023-12-01,41.4030528079505,121.351432946417
