month,entity,role,a,n_active_upcs
2022-06-01,NJOY,incumbent,30.84727272727273,11
2022-07-01,NJOY,incumbent,31.416000000000004,15
2022-08-01,NJOY,incumbent,30.532000000000004,10
2022-09-01,NJOY,incumbent,29.822857142857146,14
2022-10-01,NJOY,incumbent,30.024615384615387,13
2022-11-01,NJOY,incumbent,29.693333333333335,12
2022-12-01,NJOY,incumbent,28.45538461538462,13
2023-01-01,NJOY,incumbent,28.81308270676692,14
2023-02-01,NJOY,incumbent,29.036447368421058,16
2023-03-01,NJOY,incumbent,29.612210526315792,15
2023-04-01,NJOY,incumbent,29.128421052631584,17
2023-05-01,NJOY,incumbent,29.036447368421054,16
2023-06-01,NJOY,incumbent,29.036447368421058,16
2023-07-01,NJOY,incumbent,29.83308270676692,14
2023-08-01,NJOY,incumbent,30.555263157894743,12
2023-09-01,NJOY,incumbent,30.5587044534413,13
2023-10-01,NJOY,incumbent,30.5587044534413,13
2023-11-01,NJOY,incumbent,30.5587044534413,13
2023-12-01,NJOY,incumbent,29.833082706766923,14
2013-01-01,VUSE,incumbent,NA,NA
2013-02-01,VUSE,incumbent,NA,NA
2013-03-01,VUSE,incumbent,NA,NA
2013-04-01,VUSE,incumbent,NA,NA
2013-05-01,VUSE,incumbent,NA,NA
2013-06-01,VUSE,incumbent,NA,NA
2013-07-01,VUSE,incumbent,42.0512,5
2013-08-01,VUSE,incumbent,42.0512,5
2013-09-01,VUSE,incumbent,42.0512,5
2013-10-01,VUSE,incumbent,42.0512,5
2013-11-01,VUSE,incumbent,42.0512,5
2013-12-01,VUSE,incumbent,42.0512,5
2014-01-01,VUSE,incumbent,42.0512,5
2014-02-01,VUSE,incumbent,48.221714285714285,7
2014-03-01,VUSE,incumbent,48.221714285714285,7
2014-04-01,VUSE,incumbent,48.221714285714285,7
2014-05-01,VUSE,incumbent,48.22171428571429,7
2014-06-01,VUSE,incumbent,44.75911111111111,9
2014-07-01,VUSE,incumbent,44.75911111111111,9
2014-08-01,VUSE,incumbent,44.75911111111111,9
2014-09-01,VUSE,incumbent,44.75911111111111,9
2014-10-01,VUSE,incumbent,48.144,8
2014-11-01,VUSE,incumbent,44.75911111111111,9
2014-12-01,VUSE,incumbent,43.547200000000004,10
2015-01-01,VUSE,incumbent,42.976,12
2015-02-01,VUSE,incumbent,42.976,12
2015-03-01,VUSE,incumbent,38.8416,10
2015-04-01,VUSE,incumbent,38.8416,10
2015-05-01,VUSE,incumbent,38.8416,10
2015-06-01,VUSE,incumbent,38.8416,10
2015-07-01,VUSE,incumbent,36.08533333333333,9
2015-08-01,VUSE,incumbent,38.8416,10
2015-09-01,VUSE,incumbent,32.64,9
2015-10-01,VUSE,incumbent,35.7408,10
2015-11-01,VUSE,incumbent,35.7408,10
2015-12-01,VUSE,incumbent,32.64,9
2016-01-01,VUSE,incumbent,32.64,10
2016-02-01,VUSE,incumbent,32.64,9
2016-03-01,VUSE,incumbent,32.64,10
2016-04-01,VUSE,incumbent,32.64,10
2016-05-01,VUSE,incumbent,32.64,10
2016-06-01,VUSE,incumbent,32.64,9
2016-07-01,VUSE,incumbent,32.64,10
2016-08-01,VUSE,incumbent,32.64,9
2016-09-01,VUSE,incumbent,32.64,9
2016-10-01,VUSE,incumbent,32.64,9
2016-11-01,VUSE,incumbent,29.580000000000002,12
2016-12-01,VUSE,incumbent,29.580000000000002,12
2017-01-01,VUSE,incumbent,29.815384615384616,13
2017-02-01,VUSE,incumbent,29.815384615384616,13
2017-03-01,VUSE,incumbent,29.815384615384616,13
2017-04-01,VUSE,incumbent,30.192,15
2017-05-01,VUSE,incumbent,30.192,15
2017-06-01,VUSE,incumbent,30.192,15
2017-07-01,VUSE,incumbent,30.192,15
2017-08-01,VUSE,incumbent,30.192,15
2017-09-01,VUSE,incumbent,30.192,15
2017-10-01,VUSE,incumbent,30.192,15
2017-11-01,VUSE,incumbent,24.48,21
2017-12-01,VUSE,incumbent,24.294545454545457,22
2018-01-01,VUSE,incumbent,23.35448275862069,29
2018-02-01,VUSE,incumbent,23.35448275862069,29
2018-03-01,VUSE,incumbent,23.35448275862069,29
2018-04-01,VUSE,incumbent,23.35448275862069,29
2018-05-01,VUSE,incumbent,23.35448275862069,29
2018-06-01,VUSE,incumbent,23.35448275862069,29
2018-07-01,VUSE,incumbent,24.752000000000002,30
2018-08-01,VUSE,incumbent,25.927741935483873,31
2018-09-01,VUSE,incumbent,26.240000000000002,34
2018-10-01,VUSE,incumbent,26.07314285714286,35
2018-11-01,VUSE,incumbent,26.07314285714286,35
2018-12-01,VUSE,incumbent,26.07314285714286,35
2019-01-01,VUSE,incumbent,25.714736842105264,38
2019-02-01,VUSE,incumbent,25.714736842105264,38
2019-03-01,VUSE,incumbent,25.714736842105264,38
2019-04-01,VUSE,incumbent,25.714736842105264,38
2019-05-01,VUSE,incumbent,25.714736842105264,38
2019-06-01,VUSE,incumbent,25.613333333333337,39
2019-07-01,VUSE,incumbent,25.613333333333333,39
2019-08-01,VUSE,incumbent,25.539534883720933,43
2019-09-01,VUSE,incumbent,25.539534883720933,43
2019-10-01,VUSE,incumbent,25.370476190476193,42
2019-11-01,VUSE,incumbent,25.370476190476193,42
2019-12-01,VUSE,incumbent,25.539534883720933,43
2020-01-01,VUSE,incumbent,25.54857142857143,49
2020-02-01,VUSE,incumbent,25.533333333333335,51
2020-03-01,VUSE,incumbent,26.244761904761905,42
2020-04-01,VUSE,incumbent,26.328205128205127,39
2020-05-01,VUSE,incumbent,27.39684210526316,38
2020-06-01,VUSE,incumbent,27.14,34
2020-07-01,VUSE,incumbent,25.96,34
2020-08-01,VUSE,incumbent,26.614444444444445,36
2020-09-01,VUSE,incumbent,26.626250000000002,32
2020-10-01,VUSE,incumbent,26.626250000000002,32
2020-11-01,VUSE,incumbent,26.54,34
2020-12-01,VUSE,incumbent,26.75314285714286,35
2021-01-01,VUSE,incumbent,26.138536585365856,41
2021-02-01,VUSE,incumbent,25.68186046511628,43
2021-03-01,VUSE,incumbent,25.68186046511628,43
2021-04-01,VUSE,incumbent,25.68186046511628,43
2021-05-01,VUSE,incumbent,26.039024390243902,41
2021-06-01,VUSE,incumbent,25.80761904761905,42
2021-07-01,VUSE,incumbent,24.650000000000002,40
2021-08-01,VUSE,incumbent,24.990000000000002,40
2021-09-01,VUSE,incumbent,25.904761904761905,42
2021-10-01,VUSE,incumbent,24.796279069767444,43
2021-11-01,VUSE,incumbent,24.51578947368421,38
2021-12-01,VUSE,incumbent,25.840000000000003,40
2022-01-01,VUSE,incumbent,25.15089566020314,38
2022-02-01,VUSE,incumbent,24.93595207531023,41
2022-03-01,VUSE,incumbent,24.730810359231413,42
2022-04-01,VUSE,incumbent,24.94637290901673,43
2022-05-01,VUSE,incumbent,23.915968992248064,43
2022-06-01,VUSE,incumbent,24.348500797448168,44
2022-07-01,VUSE,incumbent,23.743333333333336,44
2022-08-01,VUSE,incumbent,23.743333333333336,44
2022-09-01,VUSE,incumbent,23.82108527131783,43
2022-10-01,VUSE,incumbent,23.573333333333334,38
2022-11-01,VUSE,incumbent,23.61866666666667,40
2022-12-01,VUSE,incumbent,23.54016260162602,41
2023-01-01,VUSE,incumbent,22.389,40
2023-02-01,VUSE,incumbent,22.970731707317075,41
2023-03-01,VUSE,incumbent,23.435121951219514,41
2023-04-01,VUSE,incumbent,23.58439024390244,41
2023-05-01,VUSE,incumbent,23.919,40
2023-06-01,VUSE,incumbent,24.31809523809524,42
2023-07-01,VUSE,incumbent,24.51317073170732,41
2023-08-01,VUSE,incumbent,24.662439024390245,41
2023-09-01,VUSE,incumbent,24.662439024390245,41
2023-10-01,VUSE,incumbent,24.662439024390245,41
2023-11-01,VUSE,incumbent,24.793846153846157,39
2023-12-01,VUSE,incumbent,24.81170731707317,41
2013-01-01,FRINGE,fringe,11.799172413793105,29
2013-02-01,FRINGE,fringe,9.352649934388253,38
2013-03-01,FRINGE,fringe,8.997569161806771,40
2013-04-01,FRINGE,fringe,8.59798177277001,48
2013-05-01,FRINGE,fringe,8.777706251787702,52
2013-06-01,FRINGE,fringe,9.368236329577508,64
2013-07-01,FRINGE,fringe,11.243211677990386,82
2013-08-01,FRINGE,fringe,12.129053456125973,89
2013-09-01,FRINGE,fringe,12.024532107811368,89
2013-10-01,FRINGE,fringe,12.024532107811368,89
2013-11-01,FRINGE,fringe,12.024532107811368,89
2013-12-01,FRINGE,fringe,12.024532107811368,89
2014-01-01,FRINGE,fringe,13.620220959027463,73
2014-02-01,FRINGE,fringe,14.928183066786731,75
2014-03-01,FRINGE,fringe,15.678599091026037,77
2014-04-01,FRINGE,fringe,16.050186282166727,78
2014-05-01,FRINGE,fringe,15.190121227300013,79
2014-06-01,FRINGE,fringe,16.10322813146256,77
2014-07-01,FRINGE,fringe,16.06416110413612,78
2014-08-01,FRINGE,fringe,16.14643345730965,83
2014-09-01,FRINGE,fringe,17.10229384397905,74
2014-10-01,FRINGE,fringe,16.45950944110667,80
2014-11-01,FRINGE,fringe,15.212777457731958,72
2014-12-01,FRINGE,fringe,15.006373026089348,75
2015-01-01,FRINGE,fringe,14.194134003770005,92
2015-02-01,FRINGE,fringe,15.145741881747757,84
2015-03-01,FRINGE,fringe,14.044941701545222,80
2015-04-01,FRINGE,fringe,12.966605241032482,86
2015-05-01,FRINGE,fringe,12.82170400852444,96
2015-06-01,FRINGE,fringe,13.254435476805215,91
2015-07-01,FRINGE,fringe,12.860276412262495,89
2015-08-01,FRINGE,fringe,12.882206071195347,94
2015-09-01,FRINGE,fringe,12.02264629474385,90
2015-10-01,FRINGE,fringe,13.203144573915502,97
2015-11-01,FRINGE,fringe,13.805242081838967,94
2015-12-01,FRINGE,fringe,13.196390954232413,96
2016-01-01,FRINGE,fringe,13.349274381975215,104
2016-02-01,FRINGE,fringe,13.1464240639084,103
2016-03-01,FRINGE,fringe,13.207202953403787,104
2016-04-01,FRINGE,fringe,13.269125866959719,103
2016-05-01,FRINGE,fringe,13.484579343724382,98
2016-06-01,FRINGE,fringe,12.97631964296851,100
2016-07-01,FRINGE,fringe,13.729870025771406,102
2016-08-01,FRINGE,fringe,13.82512170475411,93
2016-09-01,FRINGE,fringe,13.637496931494741,85
2016-10-01,FRINGE,fringe,13.900049638415314,87
2016-11-01,FRINGE,fringe,14.11589102027851,89
2016-12-01,FRINGE,fringe,14.211408526602995,83
2017-01-01,FRINGE,fringe,12.533746448039643,123
2017-02-01,FRINGE,fringe,13.038393382384614,120
2017-03-01,FRINGE,fringe,12.795286758503668,122
2017-04-01,FRINGE,fringe,13.016713957075101,123
2017-05-01,FRINGE,fringe,12.985482599652771,120
2017-06-01,FRINGE,fringe,13.031889089492747,115
2017-07-01,FRINGE,fringe,13.387300684201106,113
2017-08-01,FRINGE,fringe,13.126497785144922,115
2017-09-01,FRINGE,fringe,13.293172947250023,112
2017-10-01,FRINGE,fringe,13.368209186450827,113
2017-11-01,FRINGE,fringe,13.242998095009446,115
2017-12-01,FRINGE,fringe,13.463490974362148,116
2018-01-01,FRINGE,fringe,6.647250450009492,171
2018-02-01,FRINGE,fringe,6.649016498054137,168
2018-03-01,FRINGE,fringe,7.192084460175109,159
2018-04-01,FRINGE,fringe,7.1886613769418375,151
2018-05-01,FRINGE,fringe,6.9562200276969905,139
2018-06-01,FRINGE,fringe,6.859384810699803,144
2018-07-01,FRINGE,fringe,7.039908697338935,130
2018-08-01,FRINGE,fringe,6.800201019582455,132
2018-09-01,FRINGE,fringe,7.089510385797281,135
2018-10-01,FRINGE,fringe,7.008891559518206,125
2018-11-01,FRINGE,fringe,6.847771655094686,110
2018-12-01,FRINGE,fringe,6.8693366388799255,120
2019-01-01,FRINGE,fringe,10.205111028678047,189
2019-02-01,FRINGE,fringe,10.255502559378296,185
2019-03-01,FRINGE,fringe,10.132718811942338,195
2019-04-01,FRINGE,fringe,10.341866314065044,182
2019-05-01,FRINGE,fringe,10.115944781318639,201
2019-06-01,FRINGE,fringe,10.233192976906418,211
2019-07-01,FRINGE,fringe,9.88595262763931,170
2019-08-01,FRINGE,fringe,10.120186970090568,169
2019-09-01,FRINGE,fringe,10.172484213766042,148
2019-10-01,FRINGE,fringe,11.346605100771583,109
2019-11-01,FRINGE,fringe,11.918577473685467,116
2019-12-01,FRINGE,fringe,11.771417260261758,123
2020-01-01,FRINGE,fringe,11.41678049585689,132
2020-02-01,FRINGE,fringe,11.53195069545877,90
2020-03-01,FRINGE,fringe,13.298070294380018,59
2020-04-01,FRINGE,fringe,13.740331685045595,55
2020-05-01,FRINGE,fringe,13.65679792452735,54
2020-06-01,FRINGE,fringe,14.021144015594542,45
2020-07-01,FRINGE,fringe,12.701172594345973,49
2020-08-01,FRINGE,fringe,13.735266145163212,46
2020-09-01,FRINGE,fringe,13.260150806903765,47
2020-10-01,FRINGE,fringe,13.583893215749498,46
2020-11-01,FRINGE,fringe,13.740690842766153,45
2020-12-01,FRINGE,fringe,13.977476295389637,43
2021-01-01,FRINGE,fringe,31.387115262595223,146
2021-02-01,FRINGE,fringe,31.05608856095331,147
2021-03-01,FRINGE,fringe,31.056088560953306,147
2021-04-01,FRINGE,fringe,30.983352615589947,152
2021-05-01,FRINGE,fringe,29.42700974127849,164
2021-06-01,FRINGE,fringe,28.786156110623065,178
2021-07-01,FRINGE,fringe,29.470490336753553,217
2021-08-01,FRINGE,fringe,29.456885748245377,220
2021-09-01,FRINGE,fringe,29.521660147777077,223
2021-10-01,FRINGE,fringe,29.107506208298766,226
2021-11-01,FRINGE,fringe,29.26951597605543,230
2021-12-01,FRINGE,fringe,28.614543006697023,241
2022-01-01,FRINGE,fringe,35.8222088278888,244
2022-02-01,FRINGE,fringe,35.52860704932937,247
2022-03-01,FRINGE,fringe,33.994169119913835,253
2022-04-01,FRINGE,fringe,34.30230810168517,258
2022-05-01,FRINGE,fringe,34.46776626109682,258
2022-06-01,FRINGE,fringe,34.38165438376925,268
2022-07-01,FRINGE,fringe,34.18570891331942,265
2022-08-01,FRINGE,fringe,33.9542146593146,268
2022-09-01,FRINGE,fringe,33.0783851245045,283
2022-10-01,FRINGE,fringe,32.85951304894088,294
2022-11-01,FRINGE,fringe,30.961618398705056,286
2022-12-01,FRINGE,fringe,29.78516434006513,297
2023-01-01,FRINGE,fringe,29.274296070614866,273
2023-02-01,FRINGE,fringe,28.518622480760143,269
2023-03-01,FRINGE,fringe,28.2735242913334,267
2023-04-01,FRINGE,fringe,28.805779432510324,260
2023-05-01,FRINGE,fringe,29.05755112263125,250
2023-06-01,FRINGE,fringe,28.99186191929395,257
2023-07-01,FRINGE,fringe,28.32936387793017,272
2023-08-01,FRINGE,fringe,27.88918666825951,275
2023-09-01,FRINGE,fringe,27.44823448592278,287
2023-10-01,FRINGE,fringe,27.72618700863101,285
2023-11-01,FRINGE,fringe,27.27805646338936,290
2023-12-01,FRINGE,fringe,27.549262141862627,289
