month,brand,n_upc,mL
2015-12-01,BLU,24,375031
2015-12-01,CIG2O,3,42
2015-12-01,E SWISHER,2,18
2015-12-01,FAZE,1,9.995843
2015-12-01,FINITI,39,189567.79999999996
2015-12-01,FLAVORED MIST,1,29.987529
2015-12-01,GREEN SMART LIVING,4,98
2015-12-01,GREEN SMOKE,7,11988
2015-12-01,JUUL,4,159.6
2015-12-01,KRAVE,9,18154
2015-12-01,LOGIC,28,201210.2
2015-12-01,MARKTEN,13,37760.80000000001
2015-12-01,MISTIC,39,534852.5
2015-12-01,NEO,6,423
2015-12-01,NICOTEK,21,34634.075309000014
2015-12-01,NJOY,50,246711.452145
2015-12-01,V2 CIGS,8,3218
2015-12-01,VAPIN PLUS,9,54144.7903425
2015-12-01,VAPOR X,2,6
2015-12-01,VUSE,10,79045.5
2015-12-01,ZIG-ZAG,4,30.799999999999997
2016-01-01,21ST CENTURY SMOKE,10,129266.5503765
2016-01-01,AL CAPONE,1,6
2016-01-01,BLU,25,471381
2016-01-01,CIG2O,3,19
2016-01-01,E SWISHER,1,2
2016-01-01,FINITI,37,222970.65000000002
2016-01-01,GREEN SMART LIVING,4,153
2016-01-01,GREEN SMOKE,10,13145
2016-01-01,JUUL,5,394.79999999999995
2016-01-01,KRAVE,10,23232
2016-01-01,LOGIC,29,261648.4
2016-01-01,MARKTEN,12,43566.4
2016-01-01,MISTIC,41,640153
2016-01-01,NEO,6,1182.5
2016-01-01,NICOTEK,24,41617.730277999995
2016-01-01,NJOY,50,360093.02974
2016-01-01,V2 CIGS,8,3715
2016-01-01,VAPIN PLUS,12,74080.73029500002
2016-01-01,VAPOR X,1,2
2016-01-01,VUSE,12,102398
2016-01-01,ZIG-ZAG,5,39.2
2016-02-01,21ST CENTURY SMOKE,9,114455.17003950001
2016-02-01,AL CAPONE,1,2
2016-02-01,BLU,26,402260
2016-02-01,CIG2O,3,47
2016-02-01,E SWISHER,3,10
2016-02-01,FINITI,37,155737.15000000002
2016-02-01,GREEN SMART LIVING,4,178
2016-02-01,GREEN SMOKE,9,10035
2016-02-01,JUUL,5,288.4
2016-02-01,KRAVE,9,19118
2016-02-01,LOGIC,29,220628.2
2016-02-01,MARKTEN,13,29126.4
2016-02-01,MISTIC,40,611199
2016-02-01,NEO,6,976
2016-02-01,NICOTEK,23,34798.312258000005
2016-02-01,NJOY,50,323317.79226500005
2016-02-01,QUIK E-CIG,1,5
2016-02-01,V2 CIGS,8,2814
2016-02-01,VAPIN PLUS,10,52480.48248299999
2016-02-01,VAPOR X,4,10
2016-02-01,VUSE,12,85234
2016-02-01,ZIG-ZAG,5,32.199999999999996
2016-03-01,21ST CENTURY SMOKE,9,115553.67027150001
2016-03-01,AL CAPONE,1,7
2016-03-01,BLU,23,405671
2016-03-01,CIG2O,4,16
2016-03-01,E SWISHER,6,25
2016-03-01,FINITI,39,160162.95000000004
2016-03-01,GREEN SMART LIVING,3,70
2016-03-01,GREEN SMOKE,9,9078
2016-03-01,JUUL,5,450.79999999999995
2016-03-01,KRAVE,9,19478
2016-03-01,LOGIC,40,232134.6
2016-03-01,MARKTEN,13,20713.600000000002
2016-03-01,MISTIC,40,554268
2016-03-01,NEO,6,748
2016-03-01,NICOTEK,23,33032.407869
2016-03-01,NJOY,52,310753.90469
2016-03-01,QUIK E-CIG,1,5
2016-03-01,V2 CIGS,8,2740
2016-03-01,VAPIN PLUS,10,36119.978680500004
2016-03-01,VAPOR X,1,2
2016-03-01,VUSE,10,86105
2016-03-01,ZIG-ZAG,5,30.799999999999997
2016-04-01,21ST CENTURY SMOKE,10,143159.8864545
2016-04-01,AL CAPONE,1,2
2016-04-01,BLU,27,509767
2016-04-01,CIG2O,3,29
2016-04-01,E SWISHER,3,12
2016-04-01,FINITI,38,203453.44999999998
2016-04-01,GREEN SMART LIVING,4,177.5
2016-04-01,GREEN SMOKE,9,11838
2016-04-01,JUUL,5,719.5999999999999
2016-04-01,KRAVE,10,22914
2016-04-01,LOGIC,45,247845.5
2016-04-01,MARKTEN,12,30218.399999999998
2016-04-01,MISTIC,38,701812.5
2016-04-01,NEO,6,1006.5
2016-04-01,NICOTEK,22,38483.362142000005
2016-04-01,NJOY,49,409562.33972
2016-04-01,V2 CIGS,8,3609
2016-04-01,VAPIN PLUS,10,33348.438981
2016-04-01,VAPOR X,1,2
2016-04-01,VUSE,11,110274
2016-04-01,ZIG-ZAG,5,51.8
2016-05-01,21ST CENTURY SMOKE,9,117502.677435
2016-05-01,AL CAPONE,1,2
2016-05-01,BLU,23,415218
2016-05-01,CIG2O,3,17
2016-05-01,E SWISHER,2,5
2016-05-01,FINITI,37,162791.2
2016-05-01,GREEN SMART LIVING,4,107
2016-05-01,GREEN SMOKE,9,9747
2016-05-01,JUUL,5,705.5999999999999
2016-05-01,KRAVE,10,16008
2016-05-01,LOGIC,45,175149.95
2016-05-01,MARKTEN,12,65021.6
2016-05-01,MISTIC,41,604154
2016-05-01,NEO,6,657.5
2016-05-01,NICOTEK,21,28188.34135700001
2016-05-01,NJOY,53,365978.4998
2016-05-01,V2 CIGS,8,2438
2016-05-01,VAPIN PLUS,10,23271.475870500002
2016-05-01,VAPOR X,2,4
2016-05-01,VUSE,10,90291
2016-05-01,ZIG-ZAG,5,35
2016-06-01,21ST CENTURY SMOKE,9,118443.35965649999
2016-06-01,AL CAPONE,1,6
2016-06-01,BLU,27,413212
2016-06-01,CIG2O,6,37
2016-06-01,E SWISHER,3,16
2016-06-01,FINITI,38,162605.05
2016-06-01,GREEN SMART LIVING,2,50
2016-06-01,GREEN SMOKE,9,9480
2016-06-01,JUUL,5,781.1999999999999
2016-06-01,KRAVE,10,15802
2016-06-01,LOGIC,46,164456.19999999998
2016-06-01,MARKTEN,12,58661.6
2016-06-01,MISTIC,39,556677
2016-06-01,NEO,6,783.5
2016-06-01,NICOTEK,22,26969.299787000004
2016-06-01,NJOY,54,380775.28228499996
2016-06-01,QUIK E-CIG,1,5
2016-06-01,V2 CIGS,8,3086
2016-06-01,VAPIN PLUS,10,12578.615049
2016-06-01,VAPOR X,1,2
2016-06-01,VUSE,11,91642.5
2016-06-01,ZIG-ZAG,5,47.599999999999994
2016-07-01,21ST CENTURY SMOKE,10,158924.40011400005
2016-07-01,AL CAPONE,1,4
2016-07-01,BLU,26,551051
2016-07-01,CIG2O,4,61
2016-07-01,E SWISHER,5,34
2016-07-01,FINITI,39,210113.25000000003
2016-07-01,GREEN SMART LIVING,3,185
2016-07-01,GREEN SMOKE,13,8123
2016-07-01,JUUL,5,1100.4
2016-07-01,KRAVE,9,15638
2016-07-01,LOGIC,44,200985.84999999998
2016-07-01,MARKTEN,14,67374.4
2016-07-01,MISTIC,39,634692
2016-07-01,NEO,6,269
2016-07-01,NICOTEK,21,33076.701179
2016-07-01,NJOY,53,493602.467215
2016-07-01,V2 CIGS,8,3390
2016-07-01,VAPIN PLUS,11,6400.0307084999995
2016-07-01,VUSE,12,119139.5
2016-07-01,ZIG-ZAG,5,54.599999999999994
2016-08-01,21ST CENTURY SMOKE,9,126769.221576
2016-08-01,AL CAPONE,1,3
2016-08-01,BLU,26,471965
2016-08-01,CIG2O,4,38
2016-08-01,E SWISHER,7,56
2016-08-01,FINITI,37,164822.89999999997
2016-08-01,GREEN SMART LIVING,4,386
2016-08-01,GREEN SMOKE,10,7426
2016-08-01,IMPERIAL,1,19.991686
2016-08-01,JUUL,5,1394.3999999999999
2016-08-01,KRAVE,9,9206
2016-08-01,LOGIC,42,175626.09999999998
2016-08-01,MARKTEN,12,49467.200000000004
2016-08-01,MISTIC,40,520212.5
2016-08-01,NEO,5,38.5
2016-08-01,NICOTEK,23,24863.474381000004
2016-08-01,NJOY,51,382749.412225
2016-08-01,V2 CIGS,8,2400
2016-08-01,VAPIN PLUS,11,4870.6667295
2016-08-01,VUSE,10,96274.5
2016-08-01,ZIG-ZAG,5,37.8
2016-09-01,21ST CENTURY SMOKE,9,120462.117864
2016-09-01,AL CAPONE,1,8
2016-09-01,BLU,26,480306
2016-09-01,CIG2O,3,47
2016-09-01,E SWISHER,4,31
2016-09-01,FINITI,37,162436.5
2016-09-01,GREEN SMART LIVING,3,89
2016-09-01,GREEN SMOKE,11,9545
2016-09-01,IMPERIAL,3,99.95843
2016-09-01,JUUL,5,1654.8
2016-09-01,KRAVE,7,6306
2016-09-01,LOGIC,47,197783.96397899996
2016-09-01,MARKTEN,12,51294.4
2016-09-01,MISTIC,48,523975
2016-09-01,NICOTEK,22,24524.432811000006
2016-09-01,NJOY,57,370981.37475
2016-09-01,V2 CIGS,8,2417
2016-09-01,VAPIN PLUS,11,4643.453528999999
2016-09-01,VUSE,10,100029.5
2016-09-01,ZIG-ZAG,4,15.399999999999999
2016-10-01,21ST CENTURY SMOKE,9,149823.14213850003
2016-10-01,AL CAPONE,1,3
2016-10-01,BLU,28,544837
2016-10-01,CIG2O,3,33
2016-10-01,E SWISHER,1,2
2016-10-01,FAZE,1,9.995843
2016-10-01,FINITI,36,199636.49999999997
2016-10-01,GREEN SMART LIVING,4,132
2016-10-01,GREEN SMOKE,9,13913
2016-10-01,JUUL,5,2262.3999999999996
2016-10-01,KRAVE,6,6354
2016-10-01,LOGIC,48,336321.680875
2016-10-01,MARKTEN,12,68828.8
2016-10-01,MISTIC,47,639257
2016-10-01,NEO,2,37.5
2016-10-01,NICOTEK,21,27948.445282
2016-10-01,NJOY,50,328574.597155
2016-10-01,V2 CIGS,8,2729
2016-10-01,VAPIN PLUS,10,5938.6841085
2016-10-01,VUSE,10,123555.5
2016-10-01,ZIG-ZAG,5,36.4
2016-11-01,21ST CENTURY SMOKE,8,124419.372852
2016-11-01,BLU,25,423444
2016-11-01,CIG2O,3,48
2016-11-01,E SWISHER,1,1
2016-11-01,FINITI,37,153039.6
2016-11-01,GREEN SMART LIVING,4,43
2016-11-01,GREEN SMOKE,9,11706
2016-11-01,JUUL,5,2329.6
2016-11-01,KRAVE,6,3432
2016-11-01,LOGIC,45,319602.40771099995
2016-11-01,MARKTEN,13,57976.8
2016-11-01,MISTIC,48,519014.5
2016-11-01,NEO,1,7.5
2016-11-01,NICOTEK,21,20222.615719000005
2016-11-01,NJOY,55,184792.84970000002
2016-11-01,V2 CIGS,7,2290
2016-11-01,VAPIN PLUS,10,5212.0632135
2016-11-01,VAPOR X,1,2
2016-11-01,VUSE,13,103628.5
2016-11-01,ZIG-ZAG,5,36.4
2016-12-01,21ST CENTURY SMOKE,9,152542.175172
2016-12-01,AL CAPONE,1,1
2016-12-01,BLU,24,503014
2016-12-01,CIG2O,2,33
2016-12-01,E SWISHER,2,9
2016-12-01,FINITI,36,179796.15
2016-12-01,GREEN SMART LIVING,4,179
2016-12-01,GREEN SMOKE,10,15702
2016-12-01,JUUL,5,4006.7999999999993
2016-12-01,KRAVE,6,2942
2016-12-01,LOGIC,48,417675.033193
2016-12-01,MARKTEN,13,69288.00000000001
2016-12-01,MISTIC,46,657344
2016-12-01,NICOTEK,21,20221.362142
2016-12-01,NJOY,52,254901.86966
2016-12-01,V2 CIGS,6,2695
2016-12-01,VAPIN PLUS,11,7224.687755999999
2016-12-01,VUSE,14,135307.5
2016-12-01,ZIG-ZAG,5,41.99999999999999
2017-01-01,21ST CENTURY SMOKE,8,118329.819024
2017-01-01,BLU,25,401903
2017-01-01,FAZE,1,329.862819
2017-01-01,FINITI,37,136307.59999999998
2017-01-01,GREEN SMART LIVING,4,171
2017-01-01,GREEN SMOKE,10,11335
2017-01-01,JUUL,5,57565.2
2017-01-01,KRAVE,8,2174
2017-01-01,LOGIC,47,354366.681879
2017-01-01,MARKTEN,13,39663.2
2017-01-01,MISTIC,47,506476
2017-01-01,NICOTEK,23,12531.189868
2017-01-01,NJOY,55,228655.771905
2017-01-01,V2 CIGS,5,2275
2017-01-01,VAPIN PLUS,12,10755.142612499998
2017-01-01,VAPORIN,1,119.950116
2017-01-01,VUSE,13,108924
2017-01-01,ZIG-ZAG,6,21
2017-02-01,21ST CENTURY SMOKE,8,122186.74443000002
2017-02-01,AL CAPONE,1,1
2017-02-01,BLU,26,393968
2017-02-01,E SWISHER,1,3
2017-02-01,FAZE,1,549.7713650000001
2017-02-01,FINITI,35,127902.75
2017-02-01,GREEN SMART LIVING,4,176
2017-02-01,GREEN SMOKE,10,12183
2017-02-01,JUUL,5,70966
2017-02-01,KRAVE,6,1884
2017-02-01,LOGIC,42,372206.64144999994
2017-02-01,MARKTEN,11,45644.8
2017-02-01,MISTIC,50,490433.5
2017-02-01,NICOTEK,22,11576.422659999998
2017-02-01,NJOY,55,273990.86965999997
2017-02-01,V2 CIGS,6,2194
2017-02-01,VAPIN PLUS,12,11388.340821
2017-02-01,VAPORIN,1,89.962587
2017-02-01,VUSE,13,117201
2017-02-01,ZIG-ZAG,4,28
2017-03-01,21ST CENTURY SMOKE,9,118254.4996215
2017-03-01,BLU,25,428897
2017-03-01,COSMIC FOG,2,150
2017-03-01,FAZE,1,329.862819
2017-03-01,FINITI,36,125700.70000000001
2017-03-01,GREEN SMART LIVING,4,226
2017-03-01,GREEN SMOKE,10,12988
2017-03-01,JUUL,5,83669.59999999999
2017-03-01,KRAVE,6,1786
2017-03-01,LOGIC,40,376902.61337599996
2017-03-01,MARKTEN,12,51225.600000000006
2017-03-01,MISTIC,51,525016.5
2017-03-01,NICOTEK,23,11443.526585000001
2017-03-01,NJOY,55,305430.59471
2017-03-01,V2 CIGS,6,2295
2017-03-01,VAPIN PLUS,12,11015.803441499998
2017-03-01,VAPOR X,1,2
2017-03-01,VAPORIN,1,509.787993
2017-03-01,VUSE,13,125658.5
2017-03-01,ZIG-ZAG,6,25.199999999999996
2017-04-01,21ST CENTURY SMOKE,8,142188.395706
2017-04-01,BLU,24,566029
2017-04-01,COSMIC FOG,2,23580
2017-04-01,FAZE,1,499.79215000000005
2017-04-01,FINITI,34,174891.59999999998
2017-04-01,GREEN SMART LIVING,2,10
2017-04-01,GREEN SMOKE,10,15957
2017-04-01,JUUL,5,118633.2
2017-04-01,KRAVE,7,1628
2017-04-01,LOGIC,38,512916.50974
2017-04-01,MARKTEN,13,65512.80000000001
2017-04-01,MISTIC,49,601233.5
2017-04-01,NICOTEK,23,12942.911348999998
2017-04-01,NJOY,54,408027.48473
2017-04-01,V2 CIGS,6,2856
2017-04-01,VAPIN PLUS,12,14958.010138500002
2017-04-01,VAPOR X,2,4
2017-04-01,VAPORIN,1,299.87529
2017-04-01,VUSE,15,163464.5
2017-04-01,ZIG-ZAG,6,30.799999999999997
2017-05-01,21ST CENTURY SMOKE,7,118129.52363550001
2017-05-01,BLU,24,490629
2017-05-01,COSMIC FOG,2,47160
2017-05-01,FAZE,1,299.87529
2017-05-01,FINITI,33,122202.69999999997
2017-05-01,GREEN SMART LIVING,3,68
2017-05-01,GREEN SMOKE,9,13693
2017-05-01,JUUL,5,105352.79999999999
2017-05-01,KRAVE,6,1218
2017-05-01,LOGIC,36,386881.291102
2017-05-01,MARKTEN,11,57453.60000000001
2017-05-01,MISTIC,48,486543.5
2017-05-01,NICOTEK,23,9909.705335999999
2017-05-01,NJOY,55,354051.26477
2017-05-01,V2 CIGS,5,2229
2017-05-01,VAPIN PLUS,13,12088.434286500002
2017-05-01,VAPORIN,1,89.962587
2017-05-01,VUSE,15,134676.5
2017-05-01,ZIG-ZAG,5,50.4
2017-06-01,21ST CENTURY SMOKE,8,117271.4869185
2017-06-01,BLU,26,508716
2017-06-01,COSMIC FOG,2,48450
2017-06-01,FAZE,1,359.85034800000005
2017-06-01,FINITI,33,93944.79999999999
2017-06-01,GREEN SMART LIVING,3,11
2017-06-01,GREEN SMOKE,10,13456
2017-06-01,JUUL,5,113873.2
2017-06-01,KRAVE,6,1632
2017-06-01,LOGIC,38,400960.49017400004
2017-06-01,MARKTEN,14,56970.40000000001
2017-06-01,MISTIC,49,531330
2017-06-01,NICOTEK,23,9841.759377
2017-06-01,NJOY,52,391262.07739500003
2017-06-01,V2 CIGS,4,2044
2017-06-01,VAPIN PLUS,12,11713.590174
2017-06-01,VAPORIN,1,89.962587
2017-06-01,VUSE,15,136285
2017-06-01,ZIG-ZAG,5,46.199999999999996
2017-07-01,21ST CENTURY SMOKE,7,116246.41255650001
2017-07-01,BLU,26,457859
2017-07-01,COSMIC FOG,2,37950
2017-07-01,FAZE,1,249.89607500000002
2017-07-01,FINITI,34,71410.35
2017-07-01,GREEN SMART LIVING,4,25
2017-07-01,GREEN SMOKE,6,13147
2017-07-01,JUUL,5,137342.8
2017-07-01,KRAVE,7,1214
2017-07-01,LOGIC,38,429408.788337
2017-07-01,MARKTEN,15,61689.6
2017-07-01,MISTIC,49,479447
2017-07-01,NICOTEK,23,9155.942285
2017-07-01,NJOY,50,405502.04481
2017-07-01,V2 CIGS,6,2038
2017-07-01,VAPIN PLUS,12,12018.078930000001
2017-07-01,VUSE,15,135908.5
2017-07-01,ZIG-ZAG,6,46.199999999999996
2017-08-01,21ST CENTURY SMOKE,9,119535.70194150001
2017-08-01,BLU,26,412630
2017-08-01,COSMIC FOG,2,31200
2017-08-01,FAZE,1,219.908546
2017-08-01,FINITI,33,51613.25
2017-08-01,GREEN SMART LIVING,1,2
2017-08-01,GREEN SMOKE,8,12560
2017-08-01,JUUL,5,129715.59999999999
2017-08-01,KRAVE,5,1214
2017-08-01,LOGIC,46,432185.69792700006
2017-08-01,MARKTEN,14,61068.8
2017-08-01,MISTIC,50,479848.5
2017-08-01,NICOTEK,22,8136.283159
2017-08-01,NJOY,52,413418.592265
2017-08-01,V2 CIGS,4,2166
2017-08-01,VAPIN PLUS,12,12494.419294500003
2017-08-01,VAPORIN,1,29.987529
2017-08-01,VUSE,15,135079
2017-08-01,ZIG-ZAG,6,47.599999999999994
2017-09-01,21ST CENTURY SMOKE,6,149372.7070455
2017-09-01,BLU,26,502401
2017-09-01,COSMIC FOG,2,39570
2017-09-01,FAZE,1,359.85034800000005
2017-09-01,FINITI,33,39186.55
2017-09-01,GREEN SMART LIVING,2,29
2017-09-01,GREEN SMOKE,6,16697
2017-09-01,JUUL,5,164866.8
2017-09-01,KRAVE,5,1118
2017-09-01,LOGIC,51,487799.87963499996
2017-09-01,MARKTEN,14,78070.4
2017-09-01,MISTIC,49,550071
2017-09-01,NICOTEK,23,10507.476701
2017-09-01,NJOY,54,484169.34990000003
2017-09-01,V2 CIGS,5,2358
2017-09-01,VAPIN PLUS,12,14828.833090500004
2017-09-01,VUSE,15,184868.5
2017-09-01,ZIG-ZAG,6,61.599999999999994
2017-10-01,21ST CENTURY SMOKE,8,116131.36914000001
2017-10-01,AL CAPONE,1,1
2017-10-01,BLU,25,393737
2017-10-01,COSMIC FOG,2,29610
2017-10-01,FAZE,1,229.904389
2017-10-01,FINITI,32,8126.1500000000015
2017-10-01,GREEN SMOKE,6,13097
2017-10-01,JUUL,6,150998.39999999997
2017-10-01,KRAVE,5,956
2017-10-01,LOGIC,50,347750.43949699996
2017-10-01,MARKTEN,13,61752
2017-10-01,MISTIC,48,451742.5
2017-10-01,NICOTEK,22,7539.274844999999
2017-10-01,NJOY,51,402898.07739500003
2017-10-01,V2 CIGS,6,1722
2017-10-01,VAPIN PLUS,13,12067.673689500001
2017-10-01,VUSE,15,175825
2017-10-01,ZIG-ZAG,4,37.8
2017-11-01,21ST CENTURY SMOKE,7,121484.56638450001
2017-11-01,BLU,24,389745
2017-11-01,COSMIC FOG,2,41640
2017-11-01,FAZE,1,179.92517400000003
2017-11-01,FINITI,34,4878.799999999999
2017-11-01,GREEN SMART LIVING,2,58
2017-11-01,GREEN SMOKE,7,13099
2017-11-01,JUUL,6,185284.4
2017-11-01,KRAVE,4,854
2017-11-01,LOGIC,43,343301.790522
2017-11-01,MARKTEN,14,63984.8
2017-11-01,MISTIC,49,431193.5
2017-11-01,NICOTEK,23,6637.158448999999
2017-11-01,NJOY,47,445468.637475
2017-11-01,V2 CIGS,5,1757
2017-11-01,VAPIN PLUS,11,10286.8758135
2017-11-01,VUSE,21,194233.2
2017-11-01,ZIG-ZAG,4,37.8
2017-12-01,21ST CENTURY SMOKE,8,153605.776332
2017-12-01,BLU,23,472696
2017-12-01,COSMIC FOG,2,52920
2017-12-01,FAZE,1,259.89191800000003
2017-12-01,FINITI,33,2791.15
2017-12-01,GREEN SMOKE,5,16018
2017-12-01,JUUL,6,306448.8
2017-12-01,KRAVE,4,940
2017-12-01,LOGIC,44,473396.359082
2017-12-01,MARKTEN,13,78928.79999999999
2017-12-01,MISTIC,50,550094
2017-12-01,NICOTEK,23,4464.532579
2017-12-01,NJOY,49,542803.71487
2017-12-01,V2 CIGS,5,2712
2017-12-01,VAPIN PLUS,11,13128.7708695
2017-12-01,VUSE,22,243434.10000000003
2017-12-01,ZIG-ZAG,3,29.4
2018-01-01,21ST CENTURY SMOKE,11,154204.0449225
2018-01-01,AL CAPONE,1,1
2018-01-01,BLU,30,557811.5
2018-01-01,CIG2O,2,4
2018-01-01,COSMIC FOG,2,40110
2018-01-01,FAZE,1,89.96258700000001
2018-01-01,FINITI,33,2336.2
2018-01-01,FLAVORED MIST,1,14.9937645
2018-01-01,GREEN SMART LIVING,1,2
2018-01-01,GREEN SMOKE,5,19745
2018-01-01,IMPERIAL,29,45720.98588199999
2018-01-01,JAK,1,1.25
2018-01-01,JUUL,7,1555078
2018-01-01,KRAVE,7,1004
2018-01-01,LOGIC,47,564331.403611
2018-01-01,MARKTEN,13,799076.7999999999
2018-01-01,MISTIC,51,431892.5
2018-01-01,NICOTEK,25,3102.83604
2018-01-01,NJOY,61,532702.217115
2018-01-01,V2 CIGS,7,10633
2018-01-01,VAPIN PLUS,14,53676.5235435
2018-01-01,VAPOR X,2,24
2018-01-01,VUSE,30,881536.2
2018-01-01,ZIG-ZAG,6,463.4
2018-02-01,21ST CENTURY SMOKE,11,154348.82366400003
2018-02-01,BLU,37,561615
2018-02-01,COSMIC FOG,2,40650
2018-02-01,FAZE,1,129.94595900000002
2018-02-01,FINITI,34,1264.4
2018-02-01,GREEN SMART LIVING,1,2
2018-02-01,GREEN SMOKE,5,19307
2018-02-01,IMPERIAL,29,26449.000577999996
2018-02-01,JAK,1,1.25
2018-02-01,JUUL,8,1757834.4
2018-02-01,KRAVE,6,750
2018-02-01,LOGIC,52,581445.516875
2018-02-01,MARKTEN,12,844049.6
2018-02-01,MISTIC,51,420274.5
2018-02-01,NICOTEK,24,2433.089617
2018-02-01,NJOY,64,552537.052145
2018-02-01,V2 CIGS,7,11079
2018-02-01,VAPIN PLUS,14,52406.667027
2018-02-01,VAPOR X,1,2
2018-02-01,VUSE,29,975845.6000000001
2018-02-01,ZIG-ZAG,6,494.19999999999993
2018-03-01,21ST CENTURY SMOKE,11,191964.97496850003
2018-03-01,AL CAPONE,1,1
2018-03-01,BLU,32,723291.5
2018-03-01,CIG2O,2,10
2018-03-01,COSMIC FOG,2,50100
2018-03-01,FAZE,1,239.90023200000002
2018-03-01,FINITI,33,644.0999999999999
2018-03-01,GREEN SMART LIVING,4,14
2018-03-01,GREEN SMOKE,4,24670
2018-03-01,IMPERIAL,26,20091.644430000004
2018-03-01,JAK,1,3.75
2018-03-01,JUUL,8,3022891.1999999997
2018-03-01,KRAVE,7,976
2018-03-01,LOGIC,46,715345.266314
2018-03-01,MARKTEN,13,1154088.8
2018-03-01,MISTIC,51,542977
2018-03-01,NICOTEK,24,2334.12703
2018-03-01,NJOY,60,726751.441965
2018-03-01,V2 CIGS,7,11697
2018-03-01,VAPIN PLUS,14,61572.4706025
2018-03-01,VAPOR X,3,26
2018-03-01,VUSE,29,1324305.6
2018-03-01,ZIG-ZAG,6,498.4
2018-04-01,21ST CENTURY SMOKE,10,110598.626448
2018-04-01,AL CAPONE,1,1
2018-04-01,BLU,31,577512.5
2018-04-01,CIG2O,3,20
2018-04-01,COSMIC FOG,2,37170
2018-04-01,E SWISHER,1,3
2018-04-01,FAZE,1,399.83372
2018-04-01,FINITI,27,354.70000000000005
2018-04-01,GREEN SMART LIVING,1,2
2018-04-01,GREEN SMOKE,5,18693
2018-04-01,IMPERIAL,19,14374.022233999996
2018-04-01,JAK,1,11.25
2018-04-01,JUST JUICE,1,19.991686
2018-04-01,JUUL,9,3123635.1999999997
2018-04-01,KRAVE,7,946
2018-04-01,LOGIC,48,577439.7893620001
2018-04-01,MARKTEN,12,936291.2000000001
2018-04-01,MISTIC,51,374475.5
2018-04-01,NICOTEK,24,3125.773685
2018-04-01,NJOY,62,586418.342165
2018-04-01,V2 CIGS,8,7221
2018-04-01,VAPIN PLUS,14,48537.122419499996
2018-04-01,VAPOR X,1,2
2018-04-01,VUSE,29,924837.6
2018-04-01,ZIG-ZAG,6,270.2
2018-05-01,21ST CENTURY SMOKE,10,81956.73132
2018-05-01,BLU,30,679942
2018-05-01,CIG2O,4,42
2018-05-01,COSMIC FOG,2,30450
2018-05-01,E SWISHER,2,6
2018-05-01,FAZE,1,299.87529
2018-05-01,FINITI,30,534.1000000000001
2018-05-01,GREEN SMART LIVING,1,5
2018-05-01,GREEN SMOKE,5,17817
2018-05-01,IMPERIAL,17,10335.701662000003
2018-05-01,JAK,1,23.75
2018-05-01,JUST JUICE,1,39.983372
2018-05-01,JUUL,10,3798687.1999999993
2018-05-01,KRAVE,4,1020
2018-05-01,LOGIC,47,619367.6289789999
2018-05-01,MARKTEN,15,935606.4
2018-05-01,MISTIC,51,294297.5
2018-05-01,NICOTEK,25,1611.3764500000002
2018-05-01,NJOY,58,620314.31976
2018-05-01,V2 CIGS,7,6439
2018-05-01,VAPIN PLUS,14,47467.951674
2018-05-01,VUSE,29,751854.9
2018-05-01,ZIG-ZAG,6,224
2018-06-01,21ST CENTURY SMOKE,9,89322.402723
2018-06-01,AL CAPONE,1,2
2018-06-01,BLU,32,869066
2018-06-01,CIG2O,2,26
2018-06-01,COSMIC FOG,3,35700
2018-06-01,E SWISHER,2,21
2018-06-01,FAZE,1,69.970901
2018-06-01,FINITI,27,1305.35
2018-06-01,GREEN SMART LIVING,1,8
2018-06-01,GREEN SMOKE,5,18428
2018-06-01,IMPERIAL,18,7296.965389999999
2018-06-01,JAK,1,31.25
2018-06-01,JUST JUICE,1,109.954273
2018-06-01,JUUL,15,5273342.200000001
2018-06-01,KRAVE,5,2972
2018-06-01,LOGIC,48,794654.8912750001
2018-06-01,MARKTEN,13,1081763.2000000002
2018-06-01,MISTIC,51,325101.5
2018-06-01,NICOTEK,26,1532.4138630000002
2018-06-01,NJOY,58,808450.077395
2018-06-01,V2 CIGS,7,7993
2018-06-01,VAPIN PLUS,14,53885.28287999999
2018-06-01,VUSE,29,981259.2
2018-06-01,ZIG-ZAG,6,154
2018-07-01,21ST CENTURY SMOKE,9,59748.5745045
2018-07-01,BLU,30,714644
2018-07-01,CIG2O,4,44
2018-07-01,COSMIC FOG,3,25770
2018-07-01,FAZE,1,89.96258700000001
2018-07-01,FINITI,22,1982.2499999999998
2018-07-01,GREEN SMART LIVING,1,2
2018-07-01,GREEN SMOKE,4,12605
2018-07-01,IMPERIAL,16,7896.71597
2018-07-01,JAK,1,37.5
2018-07-01,JUST JUICE,1,29.987529000000002
2018-07-01,JUUL,15,4344176.2
2018-07-01,KRAVE,6,4428
2018-07-01,LOGIC,45,638839.238143
2018-07-01,MARKTEN,13,886398.4
2018-07-01,MISTIC,51,261471
2018-07-01,NICOTEK,24,1181.5427300000001
2018-07-01,NJOY,60,663422.122205
2018-07-01,V2 CIGS,7,5632
2018-07-01,VAPIN PLUS,14,36633.226773
2018-07-01,VUSE,30,774933.4999999999
2018-07-01,ZIG-ZAG,6,98
2018-08-01,21ST CENTURY SMOKE,10,54320.6904555
2018-08-01,BLU,29,663714.5
2018-08-01,CIG2O,3,60
2018-08-01,COSMIC FOG,3,25470
2018-08-01,FAZE,1,49.979215
