month,brand,mgml_mL-sales-weighted,mgml_UPC-unweighted,cap_mL-sales-weighted,cap_UPC-unweighted,Nhom_mL-sales-weighted,Nhom_UPC-unweighted
2013-05-01,CIG2O,12.239999999999998,12.239999999999998,2.9452054794520546,2.6666666666666665,36.049315068493144,32.63999999999999
2013-05-01,E SWISHER,4.895999999999999,4.895999999999999,3,3,14.687999999999997,14.687999999999997
2013-05-01,FINITI,9.56277639784757,9.59015873015873,3.1094691028456842,3.083333333333333,29.735157746528966,29.56965608465608
2013-05-01,FLAVORED MIST,0.9796072227224861,0.979607222722486,14.993764499999997,14.9937645,14.688000000000004,14.688000000000004
2013-05-01,GREEN SMOKE,16.46123905013193,17.136000000000003,2.803693931398417,2.25,46.15227602815354,38.556000000000004
2013-05-01,IMPERIAL,0.7347054170418644,0.7347054170418645,19.991686,19.991686,14.688000000000004,14.688000000000006
2013-05-01,KRAVE,9.690000000000001,9.690000000000001,4,4,38.760000000000005,38.760000000000005
2013-05-01,LOGIC,2.8788547964233717,9.485893416927901,7.202912661777876,5.204545454545455,20.736139664577873,49.36976346537476
2013-05-01,MISTIC,9.121108858234999,10.626133333333334,3.518364633538308,3.611111111111111,32.091386825467,38.37214814814815
2013-05-01,NEO,2.479594464313482,6.07104,7.170502254703779,4.9,17.77993769711083,29.748096000000004
2013-05-01,NICOTEK,7.465571166619601,6.05792338275021,5.753335933800634,6.2919168823529414,42.951938859258476,38.11595040392668
2013-05-01,NJOY,23.484580939413735,13.522694736842105,2.2702734716057225,4.413333333333333,53.3164210985284,59.68015943859649
2013-05-01,QUIK E-CIG,2.937600000000001,2.9376000000000007,5,5,14.688000000000006,14.688000000000002
2013-06-01,21ST CENTURY SMOKE,10.80802021522537,10.074074074074076,2.7001528026553707,3,29.183306075296688,30.22222222222223
2013-06-01,BLU,13.965066458639521,14.998857142857144,3.717650557492641,3.8571428571428568,51.917237105382995,57.85273469387755
2013-06-01,CIG2O,14.067840000000002,13.98857142857143,2.888,2.5714285714285716,40.627921920000006,35.970612244897964
2013-06-01,E SWISHER,6.402461538461537,8.058,2.8461538461538463,2.75,18.222390532544377,22.1595
2013-06-01,FINITI,9.589675704545932,10.715638752052547,3.1208495606507274,3.2327586206896552,29.927935209315127,34.64107355189401
2013-06-01,FLAVORED MIST,1.523285387306702,5.186404815148323,14.464157265332581,10.895843,22.03303940198719,56.51025260030014
2013-06-01,GREEN SMOKE,16.422428987382727,17.136000000000003,2.811064380459398,2.25,46.16450516705549,38.556000000000004
2013-06-01,IMPERIAL,0.7347054170418645,0.7347054170418645,19.991686,19.991686,14.688000000000006,14.688000000000006
2013-06-01,KRAVE,9.690000000000001,9.690000000000001,4,4,38.760000000000005,38.760000000000005
2013-06-01,LOGIC,3.1014880656950785,9.733166144200629,7.216660451574034,5.754545454545455,22.382386264730524,56.00994699344544
2013-06-01,MISTIC,9.513584383895893,11.10848,3.961366409109394,3.533333333333333,37.68679360859288,39.24996266666667
2013-06-01,NEO,2.6360509090909097,6.07104,7.071590909090909,4.9,18.641073644628104,29.748096000000004
2013-06-01,NICOTEK,7.563664974899935,6.05792338275021,5.68535436622817,6.2919168823529414,43.002115689734424,38.11595040392668
2013-06-01,NJOY,23.77437074560709,14.313744360902255,2.2075054242054586,4.014285714285714,52.482052377999224,57.459459505907624
2013-06-01,QUIK E-CIG,2.937600000000001,2.9376000000000007,5,5,14.688000000000006,14.688000000000002
2013-07-01,21ST CENTURY SMOKE,10.755169536788125,9.671111111111111,2.763920577040803,3.225,29.7264343922911,31.189333333333334
2013-07-01,BLU,13.366359266526253,14.385777777777779,4.007682730321163,3.888888888888889,53.5681271997255,55.9446913580247
2013-07-01,CIG2O,14.723478260869566,13.98857142857143,2.9130434782608696,2.5714285714285716,42.89013232514178,35.970612244897964
2013-07-01,E SWISHER,7.946075675675676,8.975999999999999,2.6216216216216215,2.75,20.831603798392987,24.683999999999997
2013-07-01,FINITI,9.70314304169358,10.703463844797179,3.1426798148259367,2.435185185185185,30.49387177749916,26.064916585015354
2013-07-01,FLAVORED MIST,4.713492534398978,7.289803611361241,11.35651584206542,8.84688225,53.528852638359076,64.49203417533766
2013-07-01,GREEN SMOKE,16.476067239447147,17.136000000000003,2.7803511393350764,2.25,45.8092523209582,38.556000000000004
2013-07-01,IMPERIAL,0.7347054170418644,0.7347054170418644,19.991686,19.991686,14.688000000000004,14.688000000000004
2013-07-01,KRAVE,7.532389874890895,8.2824,2.1606051789351177,2.8,16.27452057344771,23.190720000000002
2013-07-01,LOGIC,3.195896576648481,10.055402298850577,7.226386644343811,5.375,23.09478433819669,54.047787356321855
2013-07-01,MISTIC,10.309658697222735,11.1792,4.517204590130882,3.625,46.57083758977731,40.5246
2013-07-01,NEO,2.7848929323104086,6.07104,6.977493380406002,4.9,19.431572000335336,29.748096000000004
2013-07-01,NICOTEK,6.168843178563511,5.696806190904987,6.6669664565833875,6.61667219047619,41.127470547406176,37.69389909789362
2013-07-01,NJOY,23.890326629172343,15.802245614035089,2.1790749176157,4.788888888888889,52.05881153127588,75.67519844054581
2013-07-01,QUIK E-CIG,2.9376000000000007,2.9376000000000007,5,5,14.688000000000002,14.688000000000002
2013-07-01,V2 CIGS,12.24,12.240000000000002,2.5384615384615383,2.6,31.07076923076923,31.824000000000005
2013-07-01,VUSE,39.19092134831461,42.0512,1.5168539325842696,1.2,59.44690316879182,50.46144
2013-08-01,21ST CENTURY SMOKE,10.743700839755252,10.000808080808081,2.7982935423494997,3.0272727272727273,30.06402868082202,30.27517355371901
2013-08-01,BLU,13.074044890605123,14.385777777777779,4.20100075633402,3.888888888888889,54.92407247377705,55.9446913580247
2013-08-01,CIG2O,15.038677685950418,13.98857142857143,2.9173553719008263,2.5714285714285716,43.87316713339254,35.970612244897964
2013-08-01,E SWISHER,7.922681948424068,8.975999999999999,2.71919770773639,2.75,21.5433385932792,24.683999999999997
2013-08-01,FINITI,9.789337961288377,10.903224958949098,3.1931790641057023,2.4741379310344827,31.25910902944124,26.97608244153785
2013-08-01,FLAVORED MIST,3.7271865793791985,6.02776433363349,12.317295221118668,10.0762587,45.908857442405036,60.73731280832416
2013-08-01,GREEN SMOKE,16.471026360067306,17.136000000000003,2.799214806505889,2.25,46.1059408654492,38.556000000000004
2013-08-01,IMPERIAL,0.7347054170418644,0.7347054170418644,19.991686,19.991686,14.688000000000004,14.688000000000004
2013-08-01,KRAVE,7.370258826688149,7.695333333333335,2.057725869244194,2.6666666666666665,15.165972250701564,20.52088888888889
2013-08-01,LOGIC,3.207443226380522,10.328063660477456,7.231440512993659,5.053846153846154,23.1944348903752,52.19644480718222
2013-08-01,MARKTEN,23.916666666666668,29.749999999999996,1.6,1.6,38.26666666666667,47.599999999999994
2013-08-01,MISTIC,11.171337575503083,11.1792,4.625520850156659,3.625,51.67325487962805,40.5246
2013-08-01,NEO,2.8817475728155344,6.07104,6.91626213592233,4.9,19.93092162315016,29.748096000000004
2013-08-01,NICOTEK,6.4232078578774585,5.696806190904987,6.494833467533014,6.616672190476191,41.71766536426356,37.69389909789363
2013-08-01,NJOY,24.058210158388277,18.062759002770083,2.1767459298367475,4.536842105263158,52.36861104142878,81.94788558098848
2013-08-01,QUIK E-CIG,2.937600000000001,2.937600000000001,5,5,14.688000000000006,14.688000000000006
2013-08-01,V2 CIGS,12.24,12.24,2.895633652822151,2.6,35.44255591054313,31.824
2013-08-01,VUSE,37.51527020785219,42.0512,1.1480369515011548,1.2,43.06891644416472,50.46144
2013-09-01,21ST CENTURY SMOKE,10.726577529494465,10.000808080808081,2.8287982061283206,3.027272727272728,30.343323273330295,30.275173553719014
2013-09-01,BLU,13.107723477989758,14.272,4.198230067271833,4.0588235294117645,55.02923881878153,57.9275294117647
2013-09-01,CIG2O,15.851803278688529,13.872000000000002,2.9344262295081966,2.6,46.515947325987646,36.06720000000001
2013-09-01,E SWISHER,8.620389105058365,8.975999999999999,2.657587548638132,2.75,22.90943875001892,24.683999999999997
2013-09-01,FINITI,9.947891516444347,10.903224958949098,3.199037325935895,2.4741379310344827,31.823676275466497,26.97608244153785
2013-09-01,FLAVORED MIST,4.208284385792347,6.588670679290268,11.848648702908973,9.529869166666666,49.86248332919058,62.789169555889046
2013-09-01,GREEN SMOKE,16.436489045936398,17.136000000000006,2.8325088339222613,2.25,46.55650042128133,38.55600000000001
2013-09-01,IMPERIAL,0.7347054170418645,0.7347054170418644,19.991686000000005,19.991686,14.688000000000008,14.688000000000004
2013-09-01,KRAVE,7.267240821406349,7.695333333333335,2.04542626011201,2.6666666666666665,14.864605214662522,20.52088888888889
2013-09-01,LOGIC,3.2981881870149943,10.055402298850577,7.233394107868887,5.375,23.857094998597027,54.047787356321855
2013-09-01,MARKTEN,27.72096774193548,29.75,1.6,1.6,44.353548387096765,47.6
2013-09-01,MISTIC,11.379621963884889,11.1792,4.691017007828291,3.625,53.38200017524039,40.5246
2013-09-01,NEO,2.982002216475804,6.07104,6.852881418544515,4.9,20.435307579345594,29.748096000000004
2013-09-01,NICOTEK,8.144686324837314,5.696806190904987,5.2872386729328635,6.616672190476191,43.06290051558729,37.69389909789363
2013-09-01,NJOY,24.220670356864908,17.28202105263158,2.1535507227366932,4.81,52.160442152193625,83.1265212631579
2013-09-01,QUIK E-CIG,2.937600000000001,2.9376000000000007,5,5,14.688000000000006,14.688000000000002
2013-09-01,V2 CIGS,12.240000000000002,12.240000000000002,3.417244033872209,2.6,41.827066974595844,31.824000000000005
2013-09-01,VUSE,36.858043109079034,42.0512,1.1020030481166994,1.2,40.6176758538218,50.46144
2013-10-01,21ST CENTURY SMOKE,10.75173949308807,10.000808080808081,2.8271772857190522,3.0272727272727273,30.39707367682707,30.27517355371901
2013-10-01,BLU,13.19098673685975,14.272,4.15728430690748,4.0588235294117645,54.83868215377174,57.9275294117647
2013-10-01,CIG2O,14.42926829268293,13.98857142857143,2.951219512195122,2.5714285714285716,42.58393813206426,35.970612244897964
2013-10-01,E SWISHER,8.887069219440354,9.558857142857141,2.5375552282768776,2.7142857142857144,22.551428961849382,25.945469387755097
2013-10-01,FINITI,10.107146894278417,10.902450793650795,3.3226104764979225,2.45,33.582112158432906,26.71100444444445
2013-10-01,FLAVORED MIST,3.423083044856247,7.289803611361242,12.613528254671628,8.84688225,43.17715470438166,64.49203417533766
2013-10-01,GREEN SMOKE,16.44653677932406,17.136000000000003,2.8429423459244534,2.25,46.756555853744345,38.556000000000004
2013-10-01,IMPERIAL,0.7347054170418644,0.7347054170418644,19.991686,19.991686,14.688000000000004,14.688000000000004
2013-10-01,KRAVE,7.254944607667506,7.695333333333335,2.037262629881763,2.6666666666666665,14.780227531063217,20.52088888888889
2013-10-01,LOGIC,4.576702115372156,10.055402298850577,7.15463077473498,5.375,32.744613801436316,54.047787356321855
2013-10-01,MARKTEN,27.07180974477958,29.75,1.5999999999999999,1.6,43.31489559164732,47.6
2013-10-01,MISTIC,11.47189943966079,11.1792,4.740504806487505,3.625,54.38259443325329,40.5246
2013-10-01,NEO,2.877801526717558,6.07104,6.9187568157033805,4.9,19.910808927218696,29.748096000000004
2013-10-01,NICOTEK,8.369877391536718,5.696806190904987,5.1298907742120905,6.616672190476191,42.93655681213057,37.69389909789363
2013-10-01,NJOY,24.55756550701257,17.525916897506928,2.3892914268046477,4.273684210526316,58.67518072909866,74.90023431987171
2013-10-01,QUIK E-CIG,2.937600000000001,2.9376000000000007,5,5,14.688000000000006,14.688000000000002
2013-10-01,V2 CIGS,12.24,12.240000000000002,3.5836680053547525,2.6,43.86409638554217,31.824000000000005
2013-10-01,VUSE,37.92201867694116,42.0512,1.0554104355776137,1.2,40.02329424981287,50.46144
2013-11-01,21ST CENTURY SMOKE,10.755129836467319,10.000808080808083,2.837129753994062,3.0272727272727273,30.51369886711072,30.275173553719014
2013-11-01,BLU,13.229933208072069,14.272,4.136347861937755,4.0588235294117645,54.723605938788204,57.9275294117647
2013-11-01,CIG2O,15.306181818181823,13.98857142857143,2.9272727272727272,2.5714285714285716,44.80536859504134,35.970612244897964
2013-11-01,E SWISHER,8.916794952681387,8.975999999999999,2.470031545741325,2.75,22.024764820030054,24.683999999999997
2013-11-01,FINITI,10.8081940147445,10.902450793650795,3.2626135040864552,2.45,35.2629597472918,26.71100444444445
2013-11-01,FLAVORED MIST,3.599110781979305,4.134705417041863,12.442056289904011,11.920323374999999,44.78033894298695,49.287025631503234
2013-11-01,GREEN SMART LIVING,12.24,12.24,5,5,61.2,61.2
2013-11-01,GREEN SMOKE,16.423786580436545,17.136000000000003,2.8647264888170305,2.25,47.049656463654244,38.556000000000004
2013-11-01,IMPERIAL,0.7347054170418644,0.7347054170418644,19.991686,19.991686,14.688000000000004,14.688000000000004
2013-11-01,KRAVE,7.309207116945934,7.695333333333335,2.0635688374503367,2.6666666666666665,15.083052032999847,20.52088888888889
2013-11-01,LOGIC,6.886760611991881,10.328063660477456,7.111430569621115,5.053846153846154,48.97471994178168,52.19644480718222
2013-11-01,MARKTEN,26.89156729131175,29.75,1.6,1.6,43.0265076660988,47.6
2013-11-01,MISTIC,11.613736181706205,11.1792,4.7662076027514155,3.625,55.35347768559731,40.5246
2013-11-01,NEO,2.816536661466459,6.07104,6.957488299531981,4.9,19.596020867355758,29.748096000000004
2013-11-01,NICOTEK,8.593800191951258,5.696806190904987,4.978940086714596,6.616672190476191,42.78801627292171,37.69389909789363
2013-11-01,NJOY,26.18245453588974,16.77202105263158,3.5537107778470203,4.56,93.04487087468097,76.48041599999999
2013-11-01,QUIK E-CIG,2.9376000000000007,2.9376000000000007,5,5,14.688000000000002,14.688000000000002
2013-11-01,V2 CIGS,12.239999999999998,12.240000000000002,3.6537530266343827,2.6,44.72193704600484,31.824000000000005
2013-11-01,VUSE,35.205641226762886,42.0512,1.0716134598792062,1.2,37.726839002277394,50.46144
2013-12-01,21ST CENTURY SMOKE,10.55960479676435,8.980317460317462,2.923977478788422,3.535714285714286,30.876046610645155,31.751836734693885
2013-12-01,BLU,13.248247975667194,14.487578947368421,4.1147478016213865,3.9473684210526314,54.51319923321157,57.187811634349025
2013-12-01,CIG2O,15.174246575342469,13.98857142857143,2.863013698630137,2.5714285714285716,43.44407581159693,35.970612244897964
2013-12-01,E SWISHER,9.209446033810144,8.975999999999999,2.505851755526658,2.75,23.077506511251165,24.683999999999997
2013-12-01,FINITI,11.216532196222532,11.077210445468511,3.459915957819336,2.532258064516129,38.8082587371047,28.05035548287994
2013-12-01,FLAVORED MIST,2.5150805234227454,5.186404815148323,13.498030770631967,10.895843,33.94863429577737,56.51025260030014
2013-12-01,GREEN SMART LIVING,12.24,12.24,4.777777777777778,4,58.48,48.96
2013-12-01,GREEN SMOKE,16.364784503631967,17.136000000000003,2.949959644874899,2.25,48.275453882788405,38.556000000000004
2013-12-01,IMPERIAL,0.7347054170418644,0.7347054170418644,19.991686,19.991686,14.688000000000004,14.688000000000004
2013-12-01,KRAVE,7.3096899967202384,7.695333333333335,2.0561495572318793,2.6666666666666665,15.029815850258615,20.52088888888889
2013-12-01,LOGIC,7.915225092649115,10.055402298850577,7.111947689088299,5.375,56.29266680627959,54.047787356321855
2013-12-01,MARKTEN,28.456521739130434,29.75,1.6,1.6,45.530434782608694,47.6
2013-12-01,MISTIC,11.768922477574261,11.1792,4.7675706630328465,3.625,56.10916953959089,40.5246
2013-12-01,NEO,2.43384971098266,6.07104,7.199421965317919,4.9,17.52231106953123,29.748096000000004
2013-12-01,NICOTEK,8.968893978654291,5.696806190904987,4.72656673506972,6.61667219047619,42.39207592987448,37.69389909789362
2013-12-01,NJOY,26.35186621616291,16.712382775119618,3.858357326602071,4.6,101.67491608476976,76.87696076555024
2013-12-01,QUIK E-CIG,2.9376000000000007,2.9376000000000007,5,5,14.688000000000002,14.688000000000002
2013-12-01,V2 CIGS,12.240000000000002,12.240000000000002,3.7800114876507753,2.6,46.2673406088455,31.824000000000005
2013-12-01,VUSE,34.76543845534996,42.0512,1.0720978656949505,1.2,37.27195236792985,50.46144
2014-01-01,21ST CENTURY SMOKE,10.189227245785155,8.834188034188035,3.039920665817911,3.3923076923076927,30.974442473177206,29.968284023668645
2014-01-01,AL CAPONE,12.240000000000002,12.240000000000002,1,1,12.240000000000002,12.240000000000002
2014-01-01,BLU,13.211304496614908,13.74688,4.127658953372181,5.1,54.53175929117867,70.109088
2014-01-01,CIG2O,14.04616600790514,13.98857142857143,2.9367588932806323,2.5714285714285716,41.25020294021154,35.970612244897964
2014-01-01,E SWISHER,8.910273556231001,8.975999999999999,2.5866261398176293,2.75,23.047546493472893,24.683999999999997
2014-01-01,FINITI,11.350599369666549,10.228926984126986,3.533049617927742,2.858333333333333,40.10223076625127,29.237682962962964
2014-01-01,FLAVORED MIST,4.196829077382614,5.712254514201552,11.859807536579957,10.3836028125,49.773585121680235,59.313782039379056
2014-01-01,GREEN SMART LIVING,12.662068965517243,13.98857142857143,4.879310344827586,4.5,61.78216409036862,62.948571428571434
2014-01-01,GREEN SMOKE,16.349602523659314,16.972800000000003,2.9550473186119874,2.4,48.31384909791124,40.73472
2014-01-01,KRAVE,7.4085640686922085,8.126000000000001,2.055041831792162,2.6666666666666665,15.224909074674828,21.669333333333334
2014-01-01,LOGIC,8.417558601124263,10.055402298850577,7.109778787618966,5.375,59.84697958581286,54.047787356321855
2014-01-01,MARKTEN,28.727006732263074,31.2375,1.6000000000000003,1.6,45.96321077162093,49.980000000000004
2014-01-01,MISTIC,11.445237887435056,11.025066666666666,4.736835559093397,3.5555555555555554,54.21420980748536,39.200237037037034
2014-01-01,NEO,2.2835098814229253,5.3856,7.294466403162056,5.333333333333333,16.6569861113281,28.7232
2014-01-01,NICOTEK,9.201488465755808,5.696806190904987,4.55645282826489,6.61667219047619,41.926148144039814,37.69389909789362
2014-01-01,NJOY,25.09913625374316,16.712382775119618,3.957147277389986,4.6,99.32097869134004,76.87696076555024
2014-01-01,QUIK E-CIG,2.9376000000000007,2.9376000000000007,5,5,14.688000000000002,14.688000000000002
2014-01-01,V2 CIGS,12.240000000000002,12.240000000000002,3.869718309859155,2.3333333333333335,47.365352112676064,28.560000000000006
2014-01-01,VAPOR X,18.265846153846155,35.496,2,2,36.53169230769231,70.992
2014-01-01,VUSE,34.779673518645154,42.0512,1.0516714268474194,1.2,36.57678887464096,50.46144
2014-02-01,21ST CENTURY SMOKE,10.339075931194966,9.239365079365081,3.0137273193712386,3.2142857142857144,31.159155590895896,29.697959183673476
2014-02-01,AL CAPONE,12.24,12.24,1,1,12.24,12.24
2014-02-01,BLU,13.214240229704693,13.611452631578949,4.1333284931718595,5.105263157894737,54.61879565705626,69.49004764542937
2014-02-01,CIG2O,13.981463414634147,13.98857142857143,2.926829268292683,2.5714285714285716,40.921356335514574,35.970612244897964
2014-02-01,E SWISHER,8.837208211143695,8.975999999999999,2.6099706744868034,2.75,23.064854275419027,24.683999999999997
2014-02-01,FINITI,11.542479552053006,10.206476190476192,3.6750804447822807,2.4741379310344827,42.41954088604934,25.252229885057474
2014-02-01,FLAVORED MIST,4.521640032922075,6.02776433363349,11.543403010596299,10.0762587,52.19511316886543,60.73731280832416
2014-02-01,GREEN SMART LIVING,12.240000000000002,12.24,4.916666666666667,4,60.180000000000014,48.96
2014-02-01,GREEN SMOKE,16.350051678051685,16.972800000000003,2.9602019602019602,2.4,48.399455026771946,40.73472
2014-02-01,IMPERIAL,0.7347054170418644,0.7347054170418644,19.991686,19.991686,14.688000000000004,14.688000000000004
2014-02-01,KRAVE,7.418447764449294,8.126000000000001,2.0634678298800435,2.6666666666666665,15.307728309586643,21.669333333333334
2014-02-01,LOGIC,8.975461200699892,9.733166144200629,7.115838552933672,5.754545454545455,63.86793284230064,56.00994699344544
2014-02-01,MARKTEN,31.984502551020405,31.237499999999997,1.6000000000000003,1.6,51.17520408163266,49.98
2014-02-01,MISTIC,11.676249424571662,11.025066666666667,4.7532724207168195,3.5555555555555554,55.500394367227116,39.200237037037034
2014-02-01,NEO,2.287523241954709,5.3856,7.291929167376128,5.333333333333333,16.68045744906034,28.7232
2014-02-01,NICOTEK,9.293782435674952,5.696806190904987,4.480676384786061,6.61667219047619,41.64243148486823,37.69389909789362
2014-02-01,NJOY,24.37439105631398,16.248746411483253,4.096394864008494,4.372727272727273,99.84713033641916,71.05133658112223
2014-02-01,QUIK E-CIG,2.937600000000001,2.937600000000001,5,5,14.688000000000006,14.688000000000006
2014-02-01,V2 CIGS,12.24,12.240000000000002,3.962962962962963,2.3333333333333335,48.50666666666667,28.560000000000006
2014-02-01,VAPOR X,20.28342857142857,35.496,2,2,40.56685714285714,70.992
2014-02-01,VUSE,34.21249802607571,48.221714285714285,1.0366088312377666,1,35.46497759253474,48.221714285714285
2014-03-01,21ST CENTURY SMOKE,10.357178596070895,9.23936507936508,2.9987364384071933,3.2142857142857144,31.05844885512885,29.69795918367347
2014-03-01,AL CAPONE,12.24,12.24,1,1,12.24,12.24
2014-03-01,BLU,13.228282880035865,13.611452631578949,4.104451384809673,5.105263157894737,54.2948439856173,69.49004764542937
2014-03-01,CIG2O,14.198400000000001,14.280000000000001,2.949090909090909,2.6666666666666665,41.872372363636366,38.08
2014-03-01,E SWISHER,8.90647533632287,8.975999999999999,2.623318385650224,2.75,23.364520501116047,24.683999999999997
