"nic_per_mL_channel","size_channel","interaction","total","base","comp","N_hom_base","N_hom_comp"
35.9932971939361,23.1090312086417,19.7977707246376,78.9000991272153,2013-01-01,2023-12-01,42.0133276481213,120.913426775337
