"type","s0","x0","s1","x1","within","composition","interaction","total","base_month","comp_month"
"Refill",0.609555553479463,17.2952211221425,0.808644100621475,22.4619363457201,3.14939995777863,3.44328044570717,1.02863382735858,7.62131423084438,2013-01-01,2023-12-01
"Disposable",0.33990670617655,13.7627851044758,0.0164081734675497,7.03239930032303,-2.28770326998697,-4.4522407872872,2.1772699322089,-4.56267412506527,2013-01-01,2023-12-01
"UNKNOWN",0,0,0.174722912032592,21.3421100891977,0,0,3.72895562370479,3.72895562370479,2013-01-01,2023-12-01
"Starter Kit",0.0505377403439863,70.3476108144162,0.000224813878383585,12.3476356342644,-2.93118768561216,-3.53939416993656,2.91814848624576,-3.55243336930296,2013-01-01,2023-12-01
