year,upc12,brand,descr,num_cart,mL_per_cart,cap_total_mL,label_mg_per_mL,deliv_new,deliv_old,mL,mL_share
2022,081002599343,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,5.1,5.1,NA,21.7,21.7,60669.6,0.04
2022,081002599291,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT,1,2.6,2.6,NA,42.5,42.5,59774,0.04
2022,088796901135,BLU,BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RICH TOBACCO BOX 2 COUNT,2,1.5,3,NA,16.3,16.3,58821,0.03
2022,072153501250,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK BLAZING VIBE CLASS A NICOTINE BOX 2 COUNT,2,NA,2.8,NA,21.9,21.9,58366,0.03
2022,085002507644,UNKNOWN,Z STICK SMOKING ALTERNATIVE PRODUCT STICK TOBACCO BOX 1 COUNT,1,1.4,1.4,50,34,78.9,56487.19999999999,0.03
2022,078779003465,HYPPE,HYPPE MAX FLOW SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VIRGINIA TOBACCO MESH COIL TECHNOLOGY BOX 1 COUNT,1,6,6,50,34,34,53940,0.03
2022,081002599288,IGNITE,IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GUAVA ICE BOX 1 COUNT,1,2.6,2.6,NA,42.5,42.5,53224.600000000006,0.03
2022,085001975203,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,53040,0.03
2022,088796901136,BLU,BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPHITE BLACK BOX 1 COUNT,1,NA,3,NA,35.4,35.4,52956,0.03
2022,085001975227,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,52236,0.03
2022,085002507632,STICK,STICK SMOKING ALTERNATIVE PRODUCT STICK BANANA BOX 1 COUNT,1,1.4,1.4,50,34,34,51435.99999999999,0.03
2022,085001975200,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TROPICAL PUNCH 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,51420,0.03
2022,081002599290,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT,1,2.6,2.6,NA,42.5,42.5,48770.8,0.03
2022,085000888069,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BERRY MIX EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,48400,0.03
2022,081010830015,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,3,3,NA,36.8,36.8,47994,0.03
2022,085000888085,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VELVET TOBACCO EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,47536,0.03
2022,081010830000,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO MOONSTONE BOX 1 COUNT,1,3,3,NA,36.8,36.8,47442,0.03
2022,081002599294,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT,1,2.6,2.6,NA,42.5,42.5,47153.6,0.03
2022,088886130107,LEAP,LEAP SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KENTUCKY MENTHOL PREFILLED BOX 2 COUNT,2,1.5,3,48,32.6,20.4,46293,0.03
2022,085000888078,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 1000 PUFFS BOX 1 COUNT,1,NA,3.2,NA,34.5,34.5,46214.4,0.03
2022,085002507668,STICK,Z STICK SMOKING ALTERNATIVE PRODUCT STICK TOBACCO BOX 1 COUNT,1,1.4,1.4,NA,78.9,78.9,45061.799999999996,0.03
2022,081010830018,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,3,3,NA,36.8,36.8,44802,0.03
2022,081010043005,PACHA,PACHA SYN ANTISMOKING PRODUCT .27 FLUID OUNCE,1,7.98,7.98,NA,13.8,13.8,44691.177465,0.03
2022,697157899454,SHENZEN HQD TECHNOLOGY,HQD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPEY CUVIE PLUS BOX 1 COUNT,1,3,3,NA,17,17,44325,0.03
2022,085002507626,STICK,STICK SMOKING ALTERNATIVE PRODUCT STICK BANANA BOX 1 COUNT,1,1.4,1.4,50,34,34,43810.2,0.03
2022,697157899442,SHENZEN HQD TECHNOLOGY,HQD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPEY CUVIE PLUS BOX 1 COUNT,1,3,3,NA,17,17,43671,0.03
2022,085000888077,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 1000 PUFFS BOX 1 COUNT,1,NA,3.2,NA,34.5,34.5,43609.6,0.03
2022,085001975207,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,42792,0.03
2022,697157899679,SHENZEN HQD TECHNOLOGY,HQD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO GUAVA CUVIE PLUS BOX 1 COUNT,1,5,5,NA,17,17,42610,0.03
2022,085001975276,SAVAGE,SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY RASPBERRY MESH COIL BOX 1 COUNT,1,12,12,NA,9.2,9.2,42252,0.02
2022,081010830006,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO MOONSTONE BOX 1 COUNT,1,3,3,NA,36.8,36.8,42156,0.02
2022,085000888082,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VELVET TOBACCO EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,42009.6,0.02
2022,085001975205,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,41916,0.02
2022,085002507662,STICK,Z STICK SMOKING ALTERNATIVE PRODUCT STICK TOBACCO BOX 1 COUNT,1,1.4,1.4,NA,78.9,78.9,41578.6,0.02
2022,085003370266,PACHA,PACHA SYN SMOKING ALTERNATIVE PRODUCT LIQUID STRAWBERRY KIWI BOX 1 COUNT,1,8,8,NA,13.8,13.8,41288,0.02
2022,085001975290,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRUIT SHAKE 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,41280,0.02
2022,081002599287,IGNITE,IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT,1,2.6,2.6,NA,42.5,42.5,40859,0.02
2022,081002599292,IGNITE,IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT,1,2.6,2.6,NA,42.5,42.5,40011.4,0.02
2022,085003843897,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR 1000 PUFFS BOX 1 COUNT,1,3,3,NA,36.8,36.8,38532,0.02
2022,081990502850,GLAS,GLAS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CLASSIC MENTHOL BOX 2 COUNT,2,0.65,1.3,76.9,52.3,52.3,38191.4,0.02
2022,081505802232,LOGIC,LOGIC POWER ECGL CRG TOB,1,1.2,1.2,27,18.4,18.4,38128.799999999996,0.02
2022,081997901102,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RICH TOBACCO BOX 2 COUNT,2,1.9,3.8,25,17,17,37779.6,0.02
2022,085001975262,SAVAGE,SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT,1,NA,12,NA,9.2,9.2,36480,0.02
2022,085002507656,STICK,Z STICK SMOKING ALTERNATIVE PRODUCT STICK TOBACCO BOX 1 COUNT,1,1.4,1.4,NA,78.9,78.9,36419.6,0.02
2022,085000888073,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LEMON TART EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,35830.4,0.02
2022,085002355496,STICK,Z SMOKING ALTERNATIVE PRDCT RFL STRAWBERRY MILK 1 COUNT,1,1.4,1.4,50,34,78.9,35816.2,0.02
2022,085001975204,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,34884,0.02
2022,085001975202,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TROPICAL PUNCH 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,34824,0.02
2022,085001975229,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,34824,0.02
2022,069027796067,MADURO DISTRIBUTORS,LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE EXPRESS BOOSTED FLAVOR BOX 1 COUNT,1,6.5,6.5,NA,37.4,37.4,34398,0.02
2022,085001975264,SAVAGE,SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT,1,NA,12,NA,9.2,9.2,34128,0.02
2022,085003843889,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,3,3,NA,36.8,36.8,33699,0.02
2022,085001975246,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,33528,0.02
2022,006035412564,MNGO,MNGO STICK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 1 COUNT,1,1.4,1.4,60,40.8,40.8,33009.2,0.02
2022,081010830021,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,NA,3.2,NA,34.5,34.5,32902.4,0.02
2022,085000888086,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VELVET TOBACCO EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,32825.6,0.02
2022,072153501252,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT KICK START BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,32670.4,0.02
2022,084920500061,VUSE,VUSE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CARTRIDGE MENTHOL BOX 2 COUNT,2,0.5,1,48,32.6,32.6,32585,0.02
2022,085001975212,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LIGHTNING BULL 750 PUFFS BOX 1 COUNT,1,NA,10,NA,11.1,11.1,32480,0.02
2022,085001975256,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,32472,0.02
2022,069027796070,MADURO DISTRIBUTORS,LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BOWZER BERRY BOX 1 COUNT,1,6.5,6.5,NA,37.4,37.4,32370,0.02
2022,697157899955,SHENZEN HQD TECHNOLOGY,HQD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SBCC ICE CREAM CUVIE PLUS BOX 1 COUNT,1,5,5,NA,17,17,32300,0.02
2022,072153501245,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT FRUITY MANGO BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,31761.8,0.02
2022,085000888066,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BERRY MIX EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,31520.000000000004,0.02
2022,085003843886,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,3,3,NA,36.8,36.8,31494,0.02
2022,072153501247,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK BERRY BLAST NO RECHARGE BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,31472,0.02
2022,072153501249,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK BERRY BLAST NO RECHARGE BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,31439.8,0.02
2022,085000888074,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LEMON TART EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,31244.800000000003,0.02
2022,085001975296,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRUIT SHAKE 750 PUFFS BOX 1 COUNT,1,NA,12,NA,9.2,9.2,30768,0.02
2022,085000888070,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LEMON TART EQUALS 4 PACKS BOX 1 COUNT,1,3.2,3.2,NA,34.5,34.5,30668.800000000003,0.02
2022,085001975250,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICED FRUIT PUNCH ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,30312,0.02
2022,081010830012,ZEO,ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT,1,3,3,NA,36.8,36.8,29916,0.02
2022,072153501248,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT STICK BERRY BLAST NO RECHARGE BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,29387.4,0.02
2022,069027796073,MADURO DISTRIBUTORS,LOON MAXX SMOKING ALTERNATIVE PRODUCT FROZEN GRAPE SLUSHY 1 COUNT,1,6.5,6.5,NA,37.4,37.4,29380,0.02
2022,084004821735,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR DEVICE VIRGINIA TOBACCO BOX 2 COUNT,2,0.7,1.4,30,20.4,43.7,29075.199999999997,0.02
2022,072153501203,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT TOBACCO LEAF 500 PUFFS BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,28753.2,0.02
2022,006035412542,MNGO,MNGO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICED STRAWBERRY WATERMELON THE BIG ONE CANISTER 1 COUNT,1,5,5,NA,40.8,40.8,28605,0.02
2022,068809987062,MADURO DISTRIBUTORS,LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY LEMONADE BOOSTED FLAVOR BOX 1 COUNT,1,6.5,6.5,50,34,34,28567.5,0.02
2022,085001975233,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE MELON ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,28500,0.02
2022,006035412540,MNGO,MNGO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT THE BIG ONE CANISTER 1 COUNT,1,5,5,NA,40.8,40.8,28330,0.02
2022,072153501251,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT CHAMPIONS JUICE BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,28287,0.02
2022,072153501253,BIDI,BIDI STICK SMOKING ALTERNATIVE PRODUCT ICY MANGO BOX 1 COUNT,1,NA,1.4,NA,78.9,78.9,28169.4,0.02
2022,006035412541,MNGO,MNGO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT THE BIG ONE CANISTER 1 COUNT,1,5,5,NA,40.8,40.8,28140,0.02
2022,085001975242,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,27852,0.02
2022,084920502159,VUSE,VUSE ANTISMOKING PRODUCT 1 COUNT,1,NA,1.8,NA,73.7,73.7,27592.2,0.02
2022,085001975238,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE MELON ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,27444,0.02
2022,006035412543,MNGO,MNGO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY APPLE THE BIG ONE CANISTER 1 COUNT,1,5,5,NA,40.8,40.8,26900,0.02
2022,085001975244,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT ULTRA BOX 1 COUNT,1,NA,12,NA,9.2,9.2,26652,0.02
2022,085001975286,SAVAGE,SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GRAPE MESH COIL BOX 1 COUNT,1,NA,10,NA,11.1,11.1,26650,0.02
2022,085001975270,SAVAGE,SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RASPBERRY PEACH MESH COIL BOX 1 COUNT,1,12,12,NA,9.2,9.2,26592,0.02
2022,085001975260,SAVAGE,SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ENERGY BULL MESH COIL BOX 1 COUNT,1,NA,12,NA,9.2,9.2,26388,0.02
2022,081990502785,GLAS,GLAS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLD BOX 2 COUNT,1,0.65,1.3,50,34,85,26119.600000000002,0.02
2022,085001975211,PUUR VAPOR,PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LIGHTNING BULL 750 PUFFS BOX 1 COUNT,1,NA,10,NA,11.1,11.1,25780,0.02
2022,088886130602,LEAP,LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CITRUS MENTHOL BOX 1 COUNT,1,NA,1.25,NA,88.4,88.4,25415,0.02
2023,084920502345,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 4 COUNT,4,1.8,7.2,50,34,8.5,31525603.200000003,20.42
2023,081991301259,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CLASSIC MENTHOL LIMITED EDITION WHILE SUPPLIES BOX 4 COUNT,4,0.7,2.8,50,34,34,12040106.400000004,7.8
2023,084920502342,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 4 COUNT,4,1.8,7.2,24,16.3,16.3,10220702.399999993,6.62
2023,084920501625,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR CIGARETTE POD MENTHOL BOX 2 COUNT,2,1.8,3.6,50,34,34,9557917.199999997,6.19
2023,081991301142,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VIRGINIA TOBACCO THE ALTERNATIVE FOR ADULT SMOK BOX 4 COUNT,4,0.7,2.8,50,34,34,9543198.000000004,6.18
2023,081068701493,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COOL MENTHOL BOX 2 COUNT,2,1.9,3.8,50,34,34,7573217.6000000015,4.9
2023,084920502354,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO BOX 4 COUNT,4,1.8,7.2,50,34,34,7195579.1999999955,4.66
2023,084920502351,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO BOX 4 COUNT,4,1.8,7.2,24,16.3,4.1,7190171.999999997,4.66
2023,081068701491,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CLASSIC TOBACCO BOX 2 COUNT,2,1.9,3.8,50,34,34,6331510.600000001,4.1
2023,084920502213,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 1 COUNT,1,1.8,1.8,50,34,34,3277994.399999998,2.12
2023,084920501967,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 2 COUNT,2,1.8,3.6,18,12.2,12.2,3104387.999999999,2.01
2023,081991301174,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VIRGINIA TOBACCO THE ALTERNATIVE FOR ADULT SMOK BOX 4 COUNT,4,0.7,2.8,30,20.4,20.4,2935315.5999999978,1.9
2023,084920501934,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO BOX IN WRAP 2 COUNT,2,1.8,3.6,50,34,34,2288750.400000002,1.48
2023,084920501991,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 2 COUNT,2,1.8,3.6,24,16.3,12.2,2274206.400000002,1.47
2023,084004820296,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL THE ALTERNATIVE FOR ADULT SMOK BOX 4 COUNT,4,0.7,2.8,30,20.4,20.4,2087635.1999999993,1.35
2023,084920501976,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO BOX 2 COUNT,2,1.8,3.6,18,12.2,12.2,1654995.600000001,1.07
2023,078779001265,HYPPE,HYPPE MAX FLOW SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIGHTY MINT MESH COIL TECHNOLOGY BOX 1 COUNT,1,6,6,50,34,34,1497006,0.97
2023,081068701485,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 2 COUNT,2,1.9,3.8,12.6,8.6,8.6,1429814.5999999999,0.93
2023,084920503002,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 1 COUNT,1,1.8,1.8,50,34,34,1381564.7999999998,0.89
2023,081068701483,NJOY,NJOY ACE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CLASSIC TOBACCO BOX 2 COUNT,2,1.9,3.8,12.6,8.6,8.6,1251792.2000000002,0.81
2023,081991301515,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL THE ALTERNATIVE FOR ADULT SMOK BOX 2 COUNT,2,0.7,1.4,50,34,34,1234588.5999999987,0.8
2023,084920501946,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLDEN TOBACCO BOX 2 COUNT,2,1.8,3.6,24,16.3,16.3,1158350.400000001,0.75
2023,081505802234,LOGIC,LOGIC POWER SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID CR TOBACCO BOX 2 COUNT,2,1.2,2.4,27,18.4,18.4,999338.4,0.65
2023,081536802142,NJOY,NJOY DAILY EXTRA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE RICH TOBACCO DAILY EXTRA BOX 1 COUNT,1,1,1,60,40.8,40.8,841867,0.55
2023,088796901130,BLU,BLU ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO GOLD LEAF BOX IN WRAP 2 COUNT,2,NA,3,NA,17.4,17.4,775698,0.5
2023,081505802243,LOGIC,LOGIC PRO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID CA TOBACCO BOX 2 COUNT,2,1.5,3,13.3,9.1,9.1,763200,0.49
2023,081991301519,JUUL,JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VIRGINIA TOBACCO THE ALTERNATIVE FOR ADULT SMOK BOX 2 COUNT,2,0.71,1.42,49.3,33.5,33.5,750116.9224560015,0.49
2023,084920501628,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR CIGARETTE POD RICH TOBACCO BOX 2 COUNT,2,1.8,3.6,50,34,34,739587.6000000001,0.48
2023,081068702086,NJOY,NJOY DAILY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE RICH TOBACCO QUICK AND STRONG BOX 1 COUNT,1,1,1,45,30.6,30.6,649154,0.42
2023,084920502210,VUSE,VUSE ALTO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL BOX 1 COUNT,1,1.8,1.8,24,16.3,16.3,646302.6000000006,0.42
2023,081536802148,NJOY,NJOY DAILY EXTRA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE COOL MENTHOL DAILY EXTRA BOX 1 COUNT,1,1,1,60,40.8,40.8,629617,0.41
