year,upc12,brand,descr,num_cart,mL_per_cart,cap_total_mL,label_mg_per_mL,deliv_new,deliv_old,mL,mL_share
2013,085965400208,BLU,BLU CIGS E-CGCM CT,5,1,5,24,16.3,10.9,2768645,12.56
2013,085965400201,BLU,BLU CIGS E-CG CT,1,1,1,24,16.3,16.3,2145431,9.73
2013,085965400206,BLU,BLU CIGS E-CGCM C-C RFL,5,1,5,16,10.9,10.9,2086905,9.47
2013,085965400209,BLU,BLU CIGS E-CGCM M-M RFL,5,1,5,16,10.9,10.9,1512675,6.86
2013,085410000328,BLU,BLU CIGS E-CGCM VV RFL,5,1,5,16,10.9,10.9,1287540,5.84
2013,036586038153,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,3,0.9,2.7,16,10.9,10.9,1063851.2999999998,4.83
2013,085965400200,BLU,BLU CIGS E-CG M-M,1,1,1,24,16.3,16.3,968523,4.39
2013,081068701471,NJOY,NJOY E-CG KING,3,1,3,30,20.4,20.4,745251,3.38
2013,036586038150,21ST CENTURY SMOKE,21SCS E-CGAC MN,3,0.9,2.7,16,10.9,10.9,681982.1999999998,3.09
2013,085405500433,BLU,BLU CIGS E-CGC CT,5,1,5,16,10.9,10.9,497700,2.26
2013,085405500457,BLU,BLU CIGS E-CG AST 4'S,5,1,5,16,10.9,10.9,485290,2.2
2013,081068701470,NJOY,NJOY E-CG KING,1,1,1,45,30.6,30.6,414231,1.88
2013,085962600271,FINITI,FINITI E-CGCM RFL,5,1,5,16,10.9,10.9,376610,1.71
2013,085438400415,LOGIC,LG-PLT E-CG TOB,1,NA,7.25,NA,2.3,2.3,343787.75,1.56
2013,081649401004,NICOTEK,NICOTEK ECV&C,3,1,3,18,12.2,12.2,332517,1.51
2013,085962600201,FINITI,FINITI E-CG,1,1.75,1.75,16,10.9,10.9,316426.25,1.44
2013,081649401006,NICOTEK,NICOTEK ECV&C MN,3,1,3,18,12.2,12.2,302652,1.37
2013,085962600262,FINITI,NA,NA,NA,3,NA,9.1,9.1,287475,1.3
2013,085405500434,BLU,BLU CIGS E-CGC M-M,5,1,5,16,10.9,10.9,285155,1.29
2013,085962600206,FINITI,FINITI E-CG C-M OLS,1,1.75,1.75,16,10.9,10.9,276283,1.25
2013,085962600276,FINITI,FINITI E-CGCM C-M RFL,5,1,5,16,10.9,10.9,274435,1.24
2013,085438400414,LOGIC,LG-PLT E-CG MN,2,NA,7.25,NA,3.8,3.8,237720.25,1.08
2013,085965400204,BLU,BLU CIGS E-CG,1,1,1,NA,16.3,16.3,235579,1.07
2013,081068701472,NJOY,NJOY E-CG MN KING,1,1,1,45,30.6,30.6,227385,1.03
2013,085962600200,FINITI,FINITI MIDNIGHT E-CG,1,1.75,1.75,16,10.9,10.9,198906.75,0.9
2013,085962600203,FINITI,FINITI E-CG OLS,1,1.75,1.75,8,5.4,5.4,197081.5,0.89
2013,085962600273,FINITI,FINITI E-CGCM RFL,5,1,5,8,5.4,5.4,193600,0.88
2013,085962600205,FINITI,FINITI MIDNIGHT E-CG CMT,1,NA,1.75,NA,10.9,10.9,179641,0.81
2013,084866603270,FINITI,FIN E-CGCM RFL,5,1,5,16,10.9,10.9,142790,0.65
2013,081068701473,NJOY,NJOY E-CG MN KING,1,1,1,30,20.4,20.4,134111,0.61
2013,036586038143,21ST CENTURY SMOKE,21SCS E-CG REGULAR,2,0.9,1.8,16,10.9,10.9,125512.19999999997,0.57
2013,002012632803,MISTIC,MISTIC E-CGC MN RFL,5,1,5,18,12.2,12.2,117765,0.53
2013,085962600202,FINITI,FINITI MIDNIGHT E-CG,1,1.75,1.75,8,5.4,5.4,111550.25,0.51
2013,084866603275,FINITI,FIN E-CGCM CMT RFL,5,1,5,16,10.9,10.9,108975,0.49
2013,002012632800,MISTIC,MISTIC E-CGC RFL,5,1,5,18,12.2,12.2,106320,0.48
2013,081068701539,NJOY,NJOY E-CG KING,5,1,5,45,30.6,30.6,105075,0.48
2013,081649401005,NICOTEK,NICOTEK ECV&C,3,1,3,12,8.2,8.2,97248,0.44
2013,081649401154,NICOTEK,NICOTEK METRO E-CG,1,NA,10,NA,1.5,1.5,92531.518651,0.42
2013,081764101759,KRAVE,KRAVE 500 E-CG TOB RFL,1,NA,2,NA,7.3,7.3,71460,0.32
2013,081764101760,KRAVE,KRAVE 500 E-CG MN,1,NA,2,NA,7.3,7.3,65728,0.3
2013,081649401300,NICOTEK,NCTK MTR MNGT E-CG MN,1,NA,10,NA,1.5,1.5,65482.76749300001,0.3
2013,036586038140,21ST CENTURY SMOKE,21SCS E-CG MN,2,0.9,1.8,16,10.9,10.9,64233.000000000015,0.29
2013,081649401297,NICOTEK,NTK MR CK SK E-CG,1,NA,10,NA,1.5,1.5,59075.43213,0.27
2013,081649401295,NICOTEK,N-M-C E-CG,1,NA,10,NA,1.5,1.5,57286.176233000006,0.26
2013,081649401298,NICOTEK,NTK MR CK SK E-CG MN,1,NA,10,NA,1.5,1.5,56396.546206000006,0.26
2013,002012632801,MISTIC,MISTIC E-CGC RFL,5,1,5,12,8.2,8.2,55610,0.25
2013,081649401296,NICOTEK,N-M-C E-CG MN,1,NA,10,NA,1.5,1.5,55306.999319,0.25
2013,084866603273,FINITI,FIN E-CGCM TOB RFL,5,1,5,24,16.3,16.3,51780,0.23
2013,081068701540,NJOY,NJOY E-CG KING,5,1,5,30,20.4,20.4,46865,0.21
2013,081068701541,NJOY,NJOY E-CG MN KING,5,1,5,45,30.6,30.6,46685,0.21
2013,081649401016,NICOTEK,NICOTEK METRO E-CG REGULAR VO,1,1,1,18,12.2,12.2,43542,0.2
2013,085438400403,LOGIC,LG-PLT E-CGCM OGN,5,1.45,7.25,24,16.3,16.3,41665.75,0.19
2013,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,1,NA,10,NA,1.5,1.5,39783.455140000005,0.18
2013,084866601211,FINITI,FIN E-CG,1,1.75,1.75,16,10.9,10.9,39291,0.18
2013,085965400207,BLU,BLU CIGS E-CGCM JAVA JOLT RFL,5,1,5,16,10.9,10.9,38635,0.18
2013,036586038219,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,6,0.9,5.4,16,10.9,10.9,38545.200000000004,0.17
2013,081649401299,NICOTEK,NCTK MTR MNGT E-CG,1,NA,10,NA,1.5,1.5,36594.781223000005,0.17
2013,081649401040,NICOTEK,NICOTEK METRO E-CG MN VO,1,1,1,18,12.2,12.2,36518,0.17
2013,816494011374,NICOTEK,N-M-C E-CG,1,NA,10,NA,1.5,1.5,34865.500384,0.16
2013,081068701329,NJOY,NJOY E-CG MN NO,1,NA,10,NA,2.4,2.4,32860,0.15
2013,085438400404,LOGIC,LG-PLT E-CGCM MN,5,1.45,7.25,24,16.3,16.3,32095.75,0.15
2013,036586038216,21ST CENTURY SMOKE,21SCS E-CGAC MN,6,0.9,5.4,16,10.9,10.9,31730.4,0.14
2013,081649401348,NICOTEK,N-M-C E-CG,1,NA,10,NA,1.5,1.5,30157.458331,0.14
2013,084866601216,FINITI,FIN E-CG CMT,1,1.75,1.75,16,10.9,10.9,29400,0.13
2013,081649401001,NICOTEK,NICOTEK METRO E-CG VO,2,1,2,18,12.2,12.2,27938,0.13
2013,002012631802,MISTIC,MISTIC E-CG,2,1,2,18,12.2,12.2,27476,0.12
2013,002012631800,MISTIC,MISTIC E-CG,1,NA,2.5,NA,5.9,5.9,26810,0.12
2013,085438400412,LOGIC,LBL E-CG REGULAR TOB,1,NA,7.25,NA,2.3,2.3,25179.25,0.11
2013,081068701239,NJOY,NJOY E-CGC NO RFL,5,1,5,18,12.2,12.2,24210,0.11
2013,081649401354,NICOTEK,NICOTEK METRO E-CG MN KING,1,NA,10,NA,1.5,1.5,23910.056456000002,0.11
2013,002012631803,MISTIC,MISTIC E-CG MN,2,1,2,18,12.2,12.2,23392,0.11
2013,084866601213,FINITI,FIN E-CG,1,1.75,1.75,24,16.3,16.3,22921.5,0.1
2013,085570400420,MISTIC,MISTIC E-CG MN,1,NA,7.5,NA,1.6,1.6,22305,0.1
2013,081649401003,NICOTEK,NICOTEK METRO E-CG MN VO,2,1,2,18,12.2,12.2,22268,0.1
2013,085570400401,NEO,NEO SOLO E-CG,1,NA,7.5,NA,2,2,20460,0.09
2013,081649401352,NICOTEK,NICOTEK METRO E-CG KING,1,NA,10,NA,1.5,1.5,20171.611174,0.09
2013,085570400453,MISTIC,MISTIC E-CGC RFL,5,1,5,24,16.3,16.3,19400,0.09
2013,081068701288,NJOY,NJOY E-CG NO,1,NA,5,NA,4.9,4.9,18920,0.09
2013,081068701542,NJOY,NJOY E-CG MN KING,5,NA,5,NA,30.6,30.6,18640,0.08
2013,002012632804,MISTIC,MISTIC E-CGC MN RFL,5,1,5,12,8.2,8.2,18400,0.08
2013,084920500058,VUSE,VUSE E-CGC OGN,2,0.5,1,48,32.6,32.6,18347,0.08
2013,036586038210,21ST CENTURY SMOKE,21SCS E-CG MN,1,NA,5.4,NA,2.4,2.4,18133.2,0.08
2013,081649401002,NICOTEK,NICOTEK METRO E-CG VO RFL,2,1,2,12,8.2,8.2,17390,0.08
2013,085962600207,FINITI,FINITI E-CG,1,NA,1.75,NA,10.9,10.9,16516.5,0.07
2013,085570400402,NEO,NEO SOLO E-CG,1,NA,7.5,NA,2,2,15870,0.07
2013,084866602260,FINITI,FIN E-CGCM,1,1,1,16,10.9,10.9,10893,0.05
2013,085438400413,LOGIC,LBL E-CG REGULAR MN,1,NA,7.25,NA,2.3,2.3,10157.25,0.05
2013,081068701243,NJOY,NJOY E-CGC NO RFL,5,1,5,18,12.2,12.2,9955,0.05
2013,085962600211,FINITI,FINITI E-CG OLS,1,NA,1.75,NA,7.5,7.5,9805.25,0.04
2013,085570400407,NEO,NEO E-CGC,1,NA,7.5,NA,2,2,9705,0.04
2013,084920500061,VUSE,VUSE E-CGC MN,2,0.5,1,48,32.6,32.6,9585,0.04
2013,081068701408,NJOY,NJOY ONE JOY E-CG,1,NA,3.8,NA,6.4,6.4,9481,0.04
2013,081068701244,NJOY,NJOY E-CGC NO RFL,5,1,5,30,20.4,20.4,9450,0.04
2013,085962600210,FINITI,FIN E-CG NO,1,1.75,1.75,16,10.9,10.9,9234.75,0.04
2013,085438400400,LOGIC,LBL E-CG AST 2'S,2,1.45,2.9,18,12.2,12.2,9065.4,0.04
2013,081821401007,GREEN SMOKE,GREEN SMOKE E-CGCM A-T RFL,3,NA,3,NA,16.3,16.3,8958,0.04
2013,081821401008,GREEN SMOKE,GREEN SMOKE E-CGCM M-I RFL,3,NA,3,NA,16.3,16.3,8649,0.04
2013,085965400217,BLU,BLU CIGS E-CGCM CT RFL,5,NA,5,NA,16.3,16.3,8465,0.04
2013,085438400401,LOGIC,LBL E-CGCM OGN,5,1.45,7.25,18,12.2,12.2,8214.25,0.04
2013,084866602265,FINITI,FIN E-CGCM CMT,1,1,1,16,10.9,10.9,8206,0.04
2013,081068701410,NJOY,NJOY ONE JOY E-CG,1,NA,3.8,NA,6.4,6.4,8052.2,0.04
2013,081764101580,KRAVE,KRAVE E-CG MN KING,1,NA,2,NA,7.3,7.3,7994,0.04
2013,081068701409,NJOY,NJOY ONE JOY E-CG MN,1,NA,3.8,NA,6.4,6.4,7782.4,0.04
2013,081821401009,GREEN SMOKE,GREEN SMOKE E-CGCM RL-TB RFL,3,NA,3,NA,16.3,16.3,7257,0.03
2013,085570400456,MISTIC,MISTIC E-CGC MN RFL,5,1,5,24,16.3,16.3,6660,0.03
2013,085962600215,FINITI,FIN E-CG CMT NO,1,1.75,1.75,16,10.9,10.9,6466.25,0.03
2013,081068701413,NJOY,NJOY ONE JOY E-CG MN,1,NA,3.8,NA,6.4,6.4,6099,0.03
2013,081068701240,NJOY,NJOY E-CGC NO RFL,5,NA,5,NA,20.4,20.4,5965,0.03
2013,081764101112,KRAVE,KRAVE 1001 E-CG,1,NA,2,NA,4.8,4.8,5858,0.03
2013,085965400214,BLU,BLU CIGS E-CGCM M-M RFL,5,NA,5,NA,16.3,16.3,5200,0.02
2013,084866602263,FINITI,FIN E-CG,1,NA,1,NA,10.9,10.9,4715,0.02
2013,081764101553,KRAVE,KRAVE E-CG,2,NA,4,NA,9.7,9.7,4460,0.02
2013,085438400402,LOGIC,LBL E-CGCM REGULAR MN,5,1.45,7.25,18,12.2,12.2,4458.75,0.02
2013,084866606261,FINITI,FIN E-CGCM,3,1,3,16,10.9,10.9,4419,0.02
2013,081649401019,UNKNOWN,NA,NA,NA,1,NA,12.2,12.2,4372,0.02
2013,081649401350,NICOTEK,NICOTEK METRO E-CG MN,2,NA,2,NA,12.2,12.2,4340,0.02
2013,085962600216,FINITI,FINITI E-CG C-M OLS,1,NA,1.75,NA,7.5,7.5,4184.25,0.02
2013,085570400418,MISTIC,MISTIC E-CG,1,NA,1,NA,12.2,12.2,4079,0.02
2013,085965400223,BLU,BLU CIGS E-CGCM C-C RFL,5,NA,5,NA,16.3,16.3,3835,0.02
2013,072944053377,LOGIC,LBL E-CG REGULAR TOB,1,NA,1.2,NA,13.6,13.6,3741.6,0.02
2013,036586038213,21ST CENTURY SMOKE,21SCS E-CG,1,0.9,0.9,16,10.9,10.9,3733.2,0.02
2013,081764101556,KRAVE,KRAVE E-CG MN KING,2,NA,4,NA,9.7,9.7,3656,0.02
2013,084920500050,VUSE,VUSE DVC OGN/BT&ECCR,1,NA,0.5,NA,63.6,63.6,3316.5,0.02
2014,085965400208,BLU,BL-EGS E-CGCM CT,5,1,5,24,16.3,10.9,1495700,6.76
2014,085965400201,BLU,BL-EGS E-CG CT,1,1,1,24,16.3,16.3,1391399,6.29
2014,085965400206,BLU,BL-EGS E-CGCM C-C RFL,5,1,5,16,10.9,10.9,1089090,4.92
2014,036586038153,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,3,0.9,2.7,16,10.9,10.9,1039286.6999999998,4.7
2014,085410000328,BLU,BL-EGS E-CGCM VV RFL,5,1,5,16,10.9,10.9,887990,4.01
2014,085965400209,BLU,BL-EGS E-CGCM M-M RFL,5,1,5,16,10.9,10.9,808080,3.65
2014,084866603273,FINITI,FIN E-CGCM TOB RFL,5,1,5,24,16.3,16.3,749070,3.38
2014,036586038150,21ST CENTURY SMOKE,21SCS E-CGAC MN,3,0.9,2.7,16,10.9,10.9,584884.7999999999,2.64
2014,081068701539,NJOY,NJOY E-CG KING,5,1,5,45,30.6,30.6,544755,2.46
2014,084866603275,FINITI,FIN E-CGCM CMT RFL,5,1,5,16,10.9,10.9,533450,2.41
2014,085405500433,BLU,BL-EGS E-CGC CT,5,1,5,16,10.9,10.9,520245,2.35
2014,084866603270,FINITI,FIN E-CGCM RFL,5,1,5,16,10.9,10.9,519040,2.34
2014,085965400200,BLU,BL-EGS E-CG M-M,1,1,1,24,16.3,16.3,506674,2.29
2014,085405500457,BLU,BL-EGS E-CGC AST 4'S,5,1,5,16,10.9,10.9,475970,2.15
2014,085438400403,LOGIC,LOGIC E-CGCM OGN,5,1.45,7.25,24,16.3,16.3,451472,2.04
2014,085438400415,LOGIC,LOGIC E-CG TOB,1,NA,7.25,NA,2.3,2.3,436363,1.97
2014,085438400404,LOGIC,LOGIC E-CGCM MN,5,1.45,7.25,24,16.3,16.3,369220.75,1.67
2014,081649401004,NICOTEK,NICOTEK ECV&C,3,1,3,18,12.2,12.2,322767,1.46
2014,085438400414,LOGIC,LOGIC E-CG MN,2,NA,7.25,NA,3.8,3.8,315099.5,1.42
2014,085405500434,BLU,BL-EGS E-CGC M-M,5,1,5,16,10.9,10.9,311535,1.41
2014,081068701541,NJOY,NJOY E-CG MN KING,5,1,5,45,30.6,30.6,273520,1.24
2014,085570400806,UNKNOWN,NA,NA,10,10,24,16.3,16.3,266570,1.2
2014,081649401006,NICOTEK,NICOTEK ECV&C MN,3,1,3,18,12.2,12.2,245673,1.11
2014,002012632800,MISTIC,MISTIC E-CGC RFL,5,1,5,18,12.2,12.2,237265,1.07
2014,002012632803,MISTIC,MISTIC E-CGC MN RFL,5,1,5,18,12.2,12.2,231865,1.05
2014,081068701471,NJOY,NJOY E-CG KING,3,1,3,30,20.4,20.4,202497,0.91
2014,084920500058,VUSE,VUSE E-CGC OGN,2,0.5,1,48,32.6,32.6,198536,0.9
2014,085570400805,MISTIC,HAUS E-CG LIQUID COOL ICE,1,10,10,24,16.3,16.3,189860,0.86
2014,081068701540,NJOY,NJOY E-CG KING,5,1,5,30,20.4,20.4,173660,0.78
2014,085809900349,BLU,BL-EGS E-CG C-C,1,1,1,24,16.3,16.3,167517,0.76
2014,085962600273,FINITI,FINITI E-CGCM RFL,5,1,5,8,5.4,5.4,162930,0.74
2014,085570400804,MISTIC,HAUS E-CG LIQUID,1,10,10,24,16.3,16.3,150390,0.68
2014,085962600203,FINITI,FINITI E-CG OLS,1,1.75,1.75,8,5.4,5.4,146667.5,0.66
2014,081068701470,NJOY,NJOY E-CG KING,1,1,1,45,30.6,30.6,144501,0.65
2014,085570400719,MISTIC,MISTIC E-CGC RFL,3,NA,5,NA,7.3,7.3,143725,0.65
2014,085962600206,FINITI,FINITI E-CG C-M OLS,1,1.75,1.75,16,10.9,10.9,140763,0.64
2014,081764101759,KRAVE,KRAVE 500 E-CG TOB RFL,1,NA,2,NA,7.3,7.3,137438,0.62
2014,085570400807,UNKNOWN,NA,NA,10,10,24,16.3,16.3,137150,0.62
2014,085570400720,MISTIC,MISTIC E-CGC RFL,3,NA,5,NA,7.3,7.3,136680,0.62
2014,081764101760,KRAVE,KRAVE 500 E-CG MN,1,NA,2,NA,7.3,7.3,136002,0.61
2014,085962600201,FINITI,FINITI E-CG,1,1.75,1.75,16,10.9,10.9,127356.25,0.58
2014,085962600271,FINITI,FINITI E-CGCM RFL,5,1,5,16,10.9,10.9,119610,0.54
2014,081649401348,NICOTEK,N-M-C E-CG,1,NA,10,NA,1.5,1.5,114242.48964700001,0.52
2014,084920500061,VUSE,VUSE E-CGC MN,2,0.5,1,48,32.6,32.6,114159,0.52
2014,085962600262,FINITI,NA,NA,NA,3,NA,9.1,9.1,111267,0.5
2014,085962600202,FINITI,FINITI MIDNIGHT E-CG,1,1.75,1.75,8,5.4,5.4,110619.25,0.5
2014,009710000115,MARKTEN,MARKTEN E-CGC,2,0.8,1.6,35,23.8,23.8,110014.40000000004,0.5
2014,084866601216,FINITI,FIN E-CG CMT,1,1.75,1.75,16,10.9,10.9,106284.5,0.48
2014,085962600207,FINITI,FINITI E-CG,1,NA,1.75,NA,10.9,10.9,104881,0.47
2014,085438400401,LOGIC,LOGIC E-CGCM OGN,5,1.45,7.25,18,12.2,12.2,104820.5,0.47
2014,085962600276,FINITI,FINITI E-CGCM C-M RFL,5,1,5,16,10.9,10.9,101785,0.46
2014,081649401005,NICOTEK,NICOTEK ECV&C,3,1,3,12,8.2,8.2,98265,0.44
2014,085962600200,FINITI,FINITI MIDNIGHT E-CG,1,1.75,1.75,16,10.9,10.9,98133,0.44
2014,085962600205,FINITI,FINITI MIDNIGHT E-CG CMT,1,NA,1.75,NA,10.9,10.9,97858.25,0.44
2014,085570400801,MISTIC,HAUS E-CG LIQUID W-R,1,10,10,24,16.3,16.3,93450,0.42
2014,084866601213,FINITI,FIN E-CG,1,1.75,1.75,24,16.3,16.3,90779.5,0.41
2014,084866601211,FINITI,FIN E-CG,1,1.75,1.75,16,10.9,10.9,86569,0.39
2014,081068701542,NJOY,NJOY E-CG MN KING,5,NA,5,NA,30.6,30.6,81480,0.37
2014,085570400453,MISTIC,MISTIC E-CGC RFL,5,1,5,24,16.3,16.3,80805,0.37
2014,085570400840,MISTIC,HAUS E-CG LIQUID BERRY,1,10,10,24,16.3,16.3,80180,0.36
2014,081068701472,NJOY,NJOY E-CG MN KING,1,1,1,45,30.6,30.6,76248,0.34
2014,084866604601,FINITI,FIN ECGVT BOLD TOB,2,2.4,4.8,24,16.3,16.3,75787.2,0.34
2014,084866604600,FINITI,FIN ECGVT BOLD TOB,1,NA,4.8,NA,16.3,16.3,75264,0.34
2014,085438400402,LOGIC,LOGIC E-CGCM REGULAR MN,5,1.45,7.25,18,12.2,12.2,72804.5,0.33
2014,036586038219,21ST CENTURY SMOKE,21SCS E-CGAC REGULAR,6,0.9,5.4,16,10.9,10.9,72262.8,0.33
2014,009710000117,MARKTEN,MARKTEN E-CGC MN,2,0.8,1.6,35,23.8,23.8,72248.00000000001,0.33
2014,085570400846,MISTIC,HAUS E-CG LIQUID MANGO,1,10,10,18,12.2,12.2,71660,0.32
2014,081068701775,NJOY,NJOY E-CG LIQUID MN,1,NA,10,NA,6.8,6.8,70170,0.32
2014,081068701771,NJOY,NJOY E-CG LIQUID CT,1,10,10,15,10.2,10.2,69890,0.32
2014,085570400702,MISTIC,MISTIC E-CG MN,1,NA,5,NA,3.3,3.3,62050,0.28
2014,036586038216,21ST CENTURY SMOKE,21SCS E-CGAC MN,6,0.9,5.4,16,10.9,10.9,60447.600000000006,0.27
2014,084866604602,FINITI,FIN ECGVT BOLD MN,2,2.4,4.8,24,16.3,16.3,59433.6,0.27
2014,085438400400,LOGIC,LOGIC E-CG AST 2'S,2,1.45,2.9,18,12.2,12.2,59281.799999999996,0.27
2014,085570400841,MISTIC,HAUS E-CG LIQUID GRAPE,1,10,10,24,16.3,16.3,55990,0.25
2014,081068701585,NJOY,NJOY E-CG KING 1CT=,2,NA,5,NA,8.2,8.2,51870,0.23
2014,081649401154,NICOTEK,NICOTEK METRO E-CG,1,NA,10,NA,1.5,1.5,51598.541566,0.23
2014,002012632801,MISTIC,MISTIC E-CGC RFL,5,1,5,12,8.2,8.2,51540,0.23
2014,002012631802,MISTIC,MISTIC E-CG,2,1,2,18,12.2,12.2,51370,0.23
2014,036586038143,21ST CENTURY SMOKE,21SCS E-CG REGULAR,2,0.9,1.8,16,10.9,10.9,49732.20000000001,0.22
2014,085570400802,MISTIC,HAUS E-CG LIQUID JAVA,1,10,10,24,16.3,16.3,47570,0.21
2014,081649401354,NICOTEK,NICOTEK METRO E-CG MN KING,1,NA,10,NA,1.5,1.5,47220.362332000004,0.21
2014,081068701587,NJOY,NJOY E-CG MN KING 1CT=,2,NA,5,NA,8.2,8.2,45730,0.21
2014,081649401352,NICOTEK,NICOTEK METRO E-CG KING,1,NA,10,NA,1.5,1.5,44191.621903,0.2
2014,036586038277,21ST CENTURY SMOKE,21SCS E-CG REGULAR TOB,1,NA,5.4,NA,2.4,2.4,44047.8,0.2
2014,081068701791,NJOY,NJOY E-CG LIQUID VNLA-BN,1,NA,10,NA,6.8,6.8,43290,0.2
2014,002012631803,MISTIC,MISTIC E-CG MN,2,1,2,18,12.2,12.2,43160,0.19
2014,009710000122,MARKTEN,MARKTEN E-CG/ECC,1,0.8,0.8,NA,23.8,23.8,43116.000000000015,0.19
2014,081764101577,KRAVE,KRAVE E-CG TOB KING,1,NA,2,NA,7.3,7.3,43110,0.19
2014,085570400803,MISTIC,HAUS E-CG LIQUID OCEAN MIST,1,10,10,24,16.3,16.3,41700,0.19
2014,081068701783,NJOY,NJOY E-CG LIQUID POMEGRANATE,1,10,10,15,10.2,10.2,41450,0.19
2014,081068701586,NJOY,NJOY E-CG KING 1CT=,2,NA,5,NA,8.2,8.2,40190,0.18
2014,084866602260,FINITI,FIN E-CGCM,1,1,1,16,10.9,10.9,38127,0.17
2014,081649401155,NICOTEK,NCTK MTR SVN E-CG MN,1,NA,10,NA,1.5,1.5,36924.644042,0.17
2014,084866602265,FINITI,FIN E-CGCM CMT,1,1,1,16,10.9,10.9,36115,0.16
2014,081068701473,NJOY,NJOY E-CG MN KING,1,1,1,30,20.4,20.4,35858,0.16
2014,081068701787,NJOY,NJOY E-CG LIQUID BLD-ORNGE,1,NA,10,NA,0.7,0.7,35840,0.16
2014,081764101580,KRAVE,KRAVE E-CG MN KING,1,NA,2,NA,7.3,7.3,35406,0.16
2014,081649401300,NICOTEK,NCTK MTR MNGT E-CG MN,1,NA,10,NA,1.5,1.5,34785.53364,0.16
2014,081764101801,KRAVE,KRAVE 1001 E-CG RFL,3,NA,6,NA,6.1,6.1,34410,0.16
2014,085438400412,LOGIC,LOGIC E-CG REGULAR TOB,1,NA,7.25,NA,2.3,2.3,33560.25,0.15
2014,084866602263,FINITI,FIN E-CG,1,NA,1,NA,10.9,10.9,32658,0.15
2014,081068701688,NJOY,NJOY E-CGCM MN RFL,2,1,2,30,20.4,20.4,32204,0.15
2014,085570400456,MISTIC,MISTIC E-CGC MN RFL,5,1,5,24,16.3,16.3,28985,0.13
2014,081068701795,NJOY,NJOY E-CG LIQUID DBL-ESPRSO,1,NA,10,NA,6.8,6.8,27730,0.13
2014,081764101804,KRAVE,KRAVE 1001 E-CG MN RFL,3,NA,6,NA,6.1,6.1,27522,0.12
2014,036586037200,VAPIN PLUS,VAPIN PLUS ECTA,1,NA,2.31,NA,6.4,6.4,25918.451987999997,0.12
2014,081649401299,NICOTEK,NCTK MTR MNGT E-CG,1,NA,10,NA,1.5,1.5,25199.520203,0.11
2014,816494011374,NICOTEK,N-M-C E-CG,1,NA,10,NA,1.5,1.5,24959.619971,0.11
2014,036586038140,21ST CENTURY SMOKE,21SCS E-CG MN,2,0.9,1.8,16,10.9,10.9,24681.600000000002,0.11
2014,081068701684,NJOY,NJOY E-CGCM BOLD TOB RFL,2,1,2,45,30.6,30.6,24152,0.11
2014,084866604604,FINITI,FIN ECGVT CHERRY,2,NA,4.8,NA,4.5,4.5,24086.4,0.11
2014,085570400708,MISTIC,MISTIC E-CGC COOL ICE RFL,5,1,5,18,12.2,12.2,23855,0.11
2014,009710000124,MARKTEN,MARKTEN E-CG MN/ECC,1,0.8,0.8,NA,23.8,23.8,22997.600000000002,0.1
2014,085965400207,BLU,BL-EGS E-CGCM JAVA JOLT RFL,5,1,5,16,10.9,10.9,20630,0.09
2014,036586038274,21ST CENTURY SMOKE,21SCS E-CG C-M,1,NA,5.4,NA,2.4,2.4,20406.600000000002,0.09
2014,081068701811,NJOY,NJOY E-CG LIQUID PEACH TEA,1,NA,5.53,NA,4.4,4.4,19650.244725,0.09
2014,084920500134,VUSE,VUSE DVC OGN/ECC,1,0.5,0.5,48,32.6,32.6,19336,0.09
2014,081068701777,NJOY,NJOY E-CG LIQUID MN,1,10,10,10,6.8,6.8,19090,0.09
2014,081821401008,GREEN SMOKE,GREEN SMOKE E-CGCM M-I RFL,3,NA,3,NA,16.3,16.3,18591,0.08
2014,081649401350,NICOTEK,NICOTEK METRO E-CG MN,2,NA,2,NA,12.2,12.2,17774,0.08
2014,081068701682,NJOY,NJOY E-CG AST 2'S/ECC&BT,2,1,2,27,18.4,18.4,17148,0.08
2014,081068701686,NJOY,NJOY E-CGCM GOLD TOB RFL,2,NA,2,NA,30.6,30.6,15718,0.07
2014,081821401174,GREEN SMOKE,GREEN SMOKE E-CGCM RL-TB RFL,3,NA,3,NA,16.3,16.3,15642,0.07
2014,081649401016,NICOTEK,NICOTEK METRO E-CG REGULAR VO,1,1,1,18,12.2,12.2,15461,0.07
2014,036586037250,UNKNOWN,NA,NA,NA,2.31,NA,10.9,10.9,15247.50513,0.07
2014,085570400707,MISTIC,MISTIC E-CGC A-B RFL,5,1,5,18,12.2,12.2,14955,0.07
2014,088796900510,BLU,BLECGS+ ECGT CT,3,1,3,24,16.3,16.3,14904,0.07
2014,081068701773,NJOY,NJOY E-CG LIQUID CT,1,10,10,10,6.8,6.8,14380,0.06
2014,036586038210,21ST CENTURY SMOKE,21SCS E-CG MN,1,NA,5.4,NA,2.4,2.4,14121.000000000002,0.06
2014,084934900230,V2 CIGS,V2 CIGS E-CGC V2 RED 18,5,1,5,18,12.2,12.2,13970,0.06
2014,088796900496,BLU,BL-EGS E-CG TANK VV,3,1,3,24,16.3,16.3,13497,0.06
