"row_id","upc","brand_filled","product_line","product_descr","imputed_num_cartridges","imputed_mL_per_cartridge","imputed_total_mL","imputed_nic_mg_per_ml","imputation_basis","priority","total_units","cum_unit_share"
156,"085000888078","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT 1000 PUFFS BOX 1 COUNT",1,3.2,3.2,"50.8","prefix11","5-ok",14957,0.91
157,"081068701791","NJOY","NJOY E-CG LIQUID VNLA-BN","NJOY E-CG LIQUID VNLA-BN",1,10,10,"10","prefix11","3-single-sibling",14940,0.911
158,"081649401154","NICOTEK","NICOTEK METRO E-CG","NICOTEK METRO E-CG",1,10,9.995843,"24","prefix8+carts","1-CHECK",14776,0.912
159,"084866604606","FINITI","FIN ECGVT COFFEE","FIN ECGVT COFFEE",2,2.4,4.8,"24","prefix11","5-ok",14713,0.913
160,"088886130201","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,3,"48","prefix11","3-single-sibling",14491,0.914
161,"065135724943","ESCO BARS","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SPEARMINT BOX 1 COUNT",1,6,6,"25","line+carts","5-ok",14432,0.915
162,"081505802044","LOGIC","LP ECGLC PLATINUM CHERRY","LP ECGLC PLATINUM CHERRY",3,0.4,1.2,"24","prefix10","1-CHECK",14325,0.916
163,"081990502567","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.6,2.6,"50","prefix11","5-ok",14213,0.917
164,"088886130209","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,3,"48","prefix11","3-single-sibling",14147,0.918
165,"085000888077","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO EQUALS 4 PACKS BOX 1 COUNT",1,3.2,3.2,"50.8","prefix11","5-ok",14005,0.919
166,"085570400789","HAUS","HAUS ECSOC","HAUS ECSOC",3,1.67,5,"18","prefix10","1-CHECK",13975,0.92
167,"085001975229","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",13892,0.921
168,"036586037191","VAPIN PLUS","VPLS E-CG LIQUID A-T","VPLS E-CG LIQUID A-T",1,14.99,14.9937645,"16","prefix11","5-ok",13660,0.922
169,"036586037563","VAPIN PLUS","VPLS E-CG LIQUID C-M","VPLS E-CG LIQUID C-M",1,14.99,14.9937645,"24","prefix11","3-single-sibling",13539,0.923
170,"084866604605","FINITI","FIN ECGVT GRAPE","FIN ECGVT GRAPE",2,2.4,4.8,"24","prefix11","5-ok",13529,0.924
171,"085001975212","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,10,"16.2","prefix11","3-single-sibling",13463,0.924
172,"081002599278","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SOUR APPLE ICE BOX 1 COUNT",1,1.2,1.2,"25","prefix11","3-single-sibling",13438,0.925
173,"085001975204","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",13430,0.926
174,"081713502370","ELCT","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,5,4.9979215,"6","prefix11","3-single-sibling",13395,0.927
175,"081990502557","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.6,2.6,"50","prefix11","5-ok",12848,0.928
176,"036586037175","VAPIN PLUS","VPLS E-CG LIQUID VANILLA","VPLS E-CG LIQUID VANILLA",1,14.99,14.9937645,"16","prefix11","3-single-sibling",12778,0.929
177,"081068701795","NJOY","NJOY E-CG LIQUID DBL-ESPRSO","NJOY E-CG LIQUID DBL-ESPRSO",1,10,10,"10","prefix11","3-single-sibling",12688,0.93
178,"085001975202","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY CREAM 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",12680,0.931
179,"081821401174","GREEN SMOKE","GREEN SMOKE E-CGCM RL-TB RFL","GREEN SMOKE E-CGCM RL-TB RFL",3,1,3,"24","prefix10","3-single-sibling",12281,0.932
180,"085014900706","MISTIC","M2CFP E-CG SONRISE","M2CFP E-CG SONRISE",1,1,1,"18","brand+carts","2-weak",11917,0.933
181,"081505802005","LOGIC","LP ECGLC VANILLA","LP ECGLC VANILLA",3,0.45,1.35,"24","prefix11","4-minor",11722,0.933
182,"088796900990","BLU","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,3,"40","prefix11","5-ok",11705,0.934
183,"081990502568","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.6,2.6,"50","prefix11","5-ok",11659,0.935
184,"085001975211","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,10,"16.2","prefix11","3-single-sibling",11578,0.936
185,"081068701585","NJOY","NJOY E-CG KING 1CT=","NJOY E-CG KING 1CT=",2,2.5,5,"45","prefix10","5-ok",11506,0.937
186,"088886130202","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,3,"48","prefix11","3-single-sibling",11450,0.937
187,"085001975209","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",11423,0.938
188,"002012631800","MISTIC","MISTIC E-CG","MISTIC E-CG",1,2.5,2.5,"18","prefix11","4-minor",10932,0.939
189,"085001975210","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE 750 PUFFS BOX 1 COUNT",1,10,10,"16.2","prefix11","3-single-sibling",10927,0.94
190,"081505802213","LOGIC","LOGIC LQD ECTA","LOGIC LQD ECTA",3,1,3,"18","prefix10","1-CHECK",10907,0.94
191,"081713502330","CUE",,"CUE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID CR MENTHOL VAPOR SYSTEM BOX 1 COUNT",1,5,4.9979215,"6","prefix10","3-single-sibling",10756,0.941
192,"036586037205","VAPIN PLUS","VPLS E-CGA A-T OLS","VPLS E-CGA A-T OLS",1,2.31,2.306733,"16","prefix11","3-single-sibling",10647,0.942
193,"009710000229","MARKTEN","ELCT VAPOR CGRTT CARTRIDGE","ELCT VAPOR CGRTT CARTRIDGE",2,1.8,3.6,"50","line+carts","5-ok",10513,0.943
194,"084866604618","FINITI","FIN ECGVT CHERRY","FIN ECGVT CHERRY",2,2.4,4.8,"24","prefix10","5-ok",10474,0.943
195,"081068701587","NJOY","NJOY E-CG MN KING 1CT=","NJOY E-CG MN KING 1CT=",2,2.5,5,"45","prefix10","5-ok",10357,0.944
196,"088796901157","BLU","BLU","BLU SMOKING ALTERNATIVE PRODUCT 1 COUNT",2,1.5,3,"24.8","prefix10","5-ok",10353,0.945
197,"081649401300","NICOTEK","NCTK MTR MNGT E-CG MN","NCTK MTR MNGT E-CG MN",1,10,9.995843,"24","prefix8+carts","1-CHECK",10306,0.946
198,"085570400838","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,10,10,"24","prefix10","5-ok",10186,0.946
199,"081010830133","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR SUNSTONE BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",9772,0.947
200,"085570400737","MISTIC","MISTIC E-CGC CHERRY RFL","MISTIC E-CGC CHERRY RFL",3,1.67,5,"18","prefix10","1-CHECK",9654,0.948
201,"075362019867","ESCO BARS","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RAINBOW BOX 1 COUNT",1,6,6,"25","line+carts","5-ok",9566,0.948
202,"084920500053","VUSE","VUSE DVC MN/BT&ECCR","VUSE DVC MN/BT&ECCR",1,3,3,"48","prefix11","1-CHECK",9494,0.949
203,"081821401327","GREEN SMOKE","GREEN SMOKE EVPC A-T","GREEN SMOKE EVPC A-T",3,1,3,"24","prefix8+carts","3-single-sibling",9462,0.95
204,"085001975208","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",9393,0.95
205,"081010830130","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RUBY BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",9370,0.951
206,"081068701586","NJOY","NJOY E-CG KING 1CT=","NJOY E-CG KING 1CT=",2,2.5,5,"45","prefix10","5-ok",9368,0.952
207,"085001975290","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",9191,0.952
208,"088796900877","BLU","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.25,2.247586,"24","prefix11","4-minor",9133,0.953
209,"081821401007","GREEN SMOKE","GREEN SMOKE E-CGCM A-T RFL","GREEN SMOKE E-CGCM A-T RFL",3,1,3,"24","prefix8+carts","3-single-sibling",8985,0.954
210,"036586038277","21ST CENTURY SMOKE","21SCS E-CG REGULAR TOB","21SCS E-CG REGULAR TOB",1,5.4,5.4,"16","prefix10","1-CHECK",8865,0.954
211,"084866604131","FINITI","FIN ECGVT BOLD TOB","FIN ECGVT BOLD TOB",1,1.75,1.75,"12.6","prefix8+carts","4-minor",8720,0.955
212,"081821401328","GREEN SMOKE","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",3,1,3,"24","prefix8+carts","3-single-sibling",8522,0.955
213,"081821401334","GREEN SMOKE","GREEN SMOKE EVPC CLASSIC","GREEN SMOKE EVPC CLASSIC",3,1,3,"24","prefix8+carts","3-single-sibling",8521,0.956
214,"088796900577","BLU","ELCT CGRTT","ELCT CGRTT",1,5,5,"19.2","prefix11","5-ok",8507,0.957
215,"081679601414","V2 CIGS","V2 CIGS E-CG RT","V2 CIGS E-CG RT",1,1,1,"18","brand+carts","2-weak",8195,0.957
216,"084866646235","FINITI","FIN ECGVT VANILLA","FIN ECGVT VANILLA",2,2.4,4.8,"24","brand+carts","2-weak",8194,0.958
217,"085570400545","MISTIC","MISTIC 2.0 E-CG STBRY CRUSH","MISTIC 2.0 E-CG STBRY CRUSH",1,10,10,"24","prefix8+carts","1-CHECK",8155,0.958
218,"081649401155","NICOTEK","NCTK MTR SVN E-CG MN","NCTK MTR SVN E-CG MN",1,10,9.995843,"24","prefix8+carts","1-CHECK",8101,0.959
219,"036586037163","VAPIN PLUS","VPLS E-CG LIQUID CHERRY","VPLS E-CG LIQUID CHERRY",1,14.99,14.9937645,"16","prefix11","3-single-sibling",7999,0.959
220,"085570400543","MISTIC","MISTIC 2.0 E-CG FRUIT BLAST","MISTIC 2.0 E-CG FRUIT BLAST",1,10,10,"24","prefix8+carts","1-CHECK",7964,0.96
221,"081821401391","GREEN SMOKE","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",3,1,3,"24","prefix8+carts","3-single-sibling",7923,0.961
222,"085570400769","HAUS","HAUS E-CG LIQUID TPF","HAUS E-CG LIQUID TPF",1,5,5,"18","prefix10","1-CHECK",7875,0.961
223,"085001975228","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINA COLADA 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",7796,0.962
224,"085003843892","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR 1000 PUFFS BOX 1 COUNT",1,3,3,"54.2","prefix11","3-single-sibling",7750,0.962
225,"085570400544","MISTIC","MISTIC 2.0 E-CG CHERRY BURST","MISTIC 2.0 E-CG CHERRY BURST",1,10,10,"24","prefix8+carts","1-CHECK",7612,0.963
226,"088796900874","BLU","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.25,2.247586,"24","prefix11","4-minor",7551,0.963
227,"036586038210","21ST CENTURY SMOKE","21SCS E-CG MN","21SCS E-CG MN",1,5.4,5.4,"16","prefix11","1-CHECK",7503,0.964
228,"081649401354","NICOTEK","NICOTEK METRO E-CG MN KING","NICOTEK METRO E-CG MN KING",1,10,9.995843,"24","prefix8+carts","1-CHECK",7480,0.964
229,"081679601272","V2 CIGS","V2 CIGS E-CG MN OF","V2 CIGS E-CG MN OF",1,1,1,"18","brand+carts","2-weak",7332,0.965
230,"084920500179","VUSE","VUSE E-CGC RICH MINT","VUSE E-CGC RICH MINT",2,0.5,1,"48","prefix11","5-ok",7250,0.965
231,"085001975296","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",7244,0.966
232,"081010830115","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO EMERALD BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",7211,0.966
233,"009710000114","MARKTEN","MARKTEN E-CG/ECC","MARKTEN E-CG/ECC",1,1.6,1.6,"35","prefix11","5-ok",6904,0.967
234,"081649401352","NICOTEK","NICOTEK METRO E-CG KING","NICOTEK METRO E-CG KING",1,10,9.995843,"24","prefix8+carts","1-CHECK",6878,0.967
235,"085001975213","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LIGHTNING BULL 750 PUFFS BOX 1 COUNT",1,10,10,"16.2","prefix11","3-single-sibling",6649,0.968
236,"081649401299","NICOTEK","NCTK MTR MNGT E-CG","NCTK MTR MNGT E-CG",1,10,9.995843,"24","prefix8+carts","1-CHECK",6401,0.968
237,"085001975246","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",6367,0.969
238,"081649401297","NICOTEK","NTK MR CK SK E-CG","NTK MR CK SK E-CG",1,10,9.995843,"24","prefix8+carts","1-CHECK",6322,0.969
239,"085001975248","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",6185,0.97
240,"081649401298","NICOTEK","NTK MR CK SK E-CG MN","NTK MR CK SK E-CG MN",1,10,9.995843,"24","prefix8+carts","1-CHECK",6149,0.97
241,"816494011374","NICOTEK","N-M-C E-CG","N-M-C E-CG",1,10,9.995843,"24","brand+carts","1-CHECK",6142,0.97
242,"085001975238","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",6011,0.971
243,"081649401295","NICOTEK","N-M-C E-CG","N-M-C E-CG",1,10,9.995843,"24","prefix8+carts","1-CHECK",6004,0.971
244,"085570400418","MISTIC","MISTIC E-CG","MISTIC E-CG",1,1,1,"18","prefix11","5-ok",5937,0.972
245,"081649401296","NICOTEK","N-M-C E-CG MN","N-M-C E-CG MN",1,10,9.995843,"24","prefix8+carts","1-CHECK",5820,0.972
246,"085962600211","FINITI","FINITI E-CG OLS","FINITI E-CG OLS",1,1.75,1.75,"16","prefix11","5-ok",5779,0.972
247,"081010830121","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR JADE BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",5746,0.973
248,"081002599614","IGNITE","IGNITE V15","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT",1,5.1,5.1,"31.9","line+carts","5-ok",5721,0.973
249,"085001975256","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",5699,0.974
250,"085001975244","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",5624,0.974
251,"085570400488","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,7.5,7.5,"20","prefix10","1-CHECK",5486,0.974
252,"085001975294","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE 750 PUFFS BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",5447,0.975
253,"081002599563","IGNITE","IGNITE V15","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY ICE BOX 1 COUNT",1,5.1,5.1,"31.9","line+carts","5-ok",5380,0.975
254,"088796900723","BLU","BLU","BLU ANTISMOKING PRODUCT ELECTRONIC CIGARETTE POLAR MINT BOX 1 COUNT",1,1,1,"24","prefix11","3-single-sibling",5245,0.976
255,"009710000107","MARKTEN","MARKTEN E-CGC","MARKTEN E-CGC",4,0.4,1.6,"35","prefix10","1-CHECK",5190,0.976
256,"036586037197","VAPIN PLUS","VPLS E-CG LIQUID PEACH","VPLS E-CG LIQUID PEACH",1,14.99,14.9937645,"16","prefix11","5-ok",5002,0.976
257,"085001975250","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICED FRUIT PUNCH ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",4980,0.977
258,"085143800763","EPIC","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,1.5,"60","line_percart","2-weak",4967,0.977
259,"088796900873","BLU","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.25,2.247586,"24","prefix11","4-minor",4951,0.977
260,"081010830127","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR ONYX BOX 1 COUNT",1,3.2,3.2,"50.8","line+carts","4-minor",4903,0.978
261,"081821401471","GREEN SMOKE","GREEN SMOKE EVPC CT","GREEN SMOKE EVPC CT",1,1,1,"72","prefix8_percart","2-weak",4870,0.978
262,"085570400775","HAUS","HAUS E-CG LIQUID MN CITRUS","HAUS E-CG LIQUID MN CITRUS",1,5,5,"18","prefix10","1-CHECK",4730,0.978
263,"085438400413","LOGIC","LOGIC E-CG REGULAR MN","LOGIC E-CG REGULAR MN",1,7.25,7.25,"18","prefix10","1-CHECK",4718,0.979
264,"085001975242","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",4657,0.979
265,"085570400401","NEO","NEO SOLO E-CG","NEO SOLO E-CG",1,7.5,7.5,"20","prefix10","1-CHECK",4594,0.979
266,"081821401133","GREEN SMOKE","GREEN SMOKE E-CGCM A-T RFL","GREEN SMOKE E-CGCM A-T RFL",3,1,3,"24","prefix11","3-single-sibling",4575,0.98
267,"085001975252","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",4562,0.98
268,"081002599572","IGNITE","IGNITE V15","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY APPLE WATERMELON BOX 1 COUNT",1,5.1,5.1,"31.9","line+carts","5-ok",4556,0.98
269,"078779031521","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT",1,1.3,1.3,"115.4","prefix10","3-single-sibling",4551,0.981
270,"085001975233","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",4443,0.981
271,"085570400420","MISTIC","MISTIC E-CG MN","MISTIC E-CG MN",1,7.5,7.5,"20","prefix10","1-CHECK",4430,0.981
272,"081068701288","NJOY","NJOY E-CG NO","NJOY E-CG NO",1,5,5,"18","prefix10","5-ok",4348,0.981
273,"085607300313","JAK","ELCT CGRTT","ELCT CGRTT",1,1.25,1.25,"38.4","line+carts","4-minor",4173,0.982
274,"036586038274","21ST CENTURY SMOKE","21SCS E-CG C-M","21SCS E-CG C-M",1,5.4,5.4,"16","prefix10","1-CHECK",4131,0.982
275,"009710000116","MARKTEN","MARKTEN E-CG MN/ECC","MARKTEN E-CG MN/ECC",1,1.6,1.6,"35","prefix11","5-ok",4029,0.982
276,"081821401472","GREEN SMOKE","GREEN SMOKE EVPC M-I","GREEN SMOKE EVPC M-I",1,1,1,"72","prefix8_percart","2-weak",3985,0.983
277,"081713502451","CUE","ELCT CGRTT LIQUID CARTRIDGE","ELCT CGRTT LIQUID CARTRIDGE",1,5,4.9979215,"6","prefix8+carts","3-single-sibling",3984,0.983
278,"081764101553","KRAVE","KRAVE E-CG","KRAVE E-CG",2,2,4,"9","prefix8_percart","2-weak",3963,0.983
279,"081068701329","NJOY","NJOY E-CG MN NO","NJOY E-CG MN NO",1,10,10,"45","prefix10","3-single-sibling",3909,0.983
280,"085001975240","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",3904,0.984
281,"081002599579","IGNITE","IGNITE V8","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ICY MINT BOX 1 COUNT",1,2.6,2.6,"25","line+carts","5-ok",3878,0.984
282,"081990502790","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.6,2.6,"50","prefix11","1-CHECK",3852,0.984
283,"085143800796","EPIC","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,1.5,"60","line_percart","2-weak",3823,0.985
284,"081002599576","IGNITE","IGNITE V15","IGNITE V15 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE BOX 1 COUNT",1,5.1,5.1,"31.9","line+carts","5-ok",3797,0.985
285,"085570400402","NEO","NEO SOLO E-CG","NEO SOLO E-CG",1,7.5,7.5,"20","prefix10","1-CHECK",3700,0.985
286,"081990502792","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.6,2.6,"50","prefix11","1-CHECK",3461,0.985
287,"081002599711","IGNITE","IGNITE V8","IGNITE V8 SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO BOX 1 COUNT",1,2.6,2.6,"25","line+carts","5-ok",3304,0.986
288,"009710000109","MARKTEN","MARKTEN E-CGC MN","MARKTEN E-CGC MN",4,0.4,1.6,"35","prefix10","1-CHECK",3231,0.986
289,"072944053377","LOGIC","LBL E-CG REGULAR TOB","LBL E-CG REGULAR TOB",1,1.2,1.2,"24","brand+carts","1-CHECK",3227,0.986
290,"085570400778","HAUS","HAUS E-CG LIQUID C-CRH","HAUS E-CG LIQUID C-CRH",1,5,5,"18","prefix10","1-CHECK",3109,0.986
291,"085965400217","BLU","BL-EGS E-CGCM CT RFL","BL-EGS E-CGCM CT RFL",5,1,5,"16","prefix10","1-CHECK",3109,0.986
292,"085001975262","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",3058,0.987
293,"081764101112","KRAVE","KRAVE 1001 E-CG","KRAVE 1001 E-CG",1,2,2,"18","prefix8+carts","3-single-sibling",2929,0.987
294,"081068701408","NJOY","NJOY ONE JOY E-CG","NJOY ONE JOY E-CG",1,3.8,3.8,"23.7","prefix10","1-CHECK",2925,0.987
295,"081505802030","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",3,0.4,1.2,"24","prefix10","1-CHECK",2912,0.987
296,"085001975264","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO DRAGONFRUIT LEMONADE MESH COIL BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",2904,0.987
297,"085570400487","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,7.5,7.5,"20","prefix10","1-CHECK",2893,0.988
298,"078779031531","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT STICK PINK LEMONADE BOX 1 COUNT",1,1.3,1.3,"115.4","prefix10","3-single-sibling",2890,0.988
299,"081764101556","KRAVE","KRAVE E-CG MN KING","KRAVE E-CG MN KING",2,2,4,"9","prefix8_percart","2-weak",2826,0.988
300,"085570400772","HAUS","HAUS E-CG LIQUID HAVANA","HAUS E-CG LIQUID HAVANA",1,5,5,"18","prefix10","1-CHECK",2775,0.988
301,"000078620186","POSH","POSH","POSH SMOKING ALTERNATIVE PRODUCT MIGHTY MINT PLUS 1 COUNT",1,5,5,"25","line+carts","3-single-sibling",2729,0.988
302,"085001975236","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR ANTISMOKING PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",2715,0.989
303,"085001975286","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY GRAPE MESH COIL BOX 1 COUNT",1,10,10,"16.2","prefix11","3-single-sibling",2692,0.989
