"row_id","upc","brand_filled","product_line","product_descr","imputed_num_cartridges","imputed_mL_per_cartridge","imputed_total_mL","imputed_nic_mg_per_ml","imputation_basis","priority","total_units","cum_unit_share"
304,"081821401009","GREEN SMOKE","GREEN SMOKE E-CGCM RL-TB RFL","GREEN SMOKE E-CGCM RL-TB RFL",3,1,3,"24","prefix8+carts","3-single-sibling",2603,0.989
305,"085002048173","PACHA","PACHA SYN","PACHA SYN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA ICE BOX 1 COUNT",1,4,4,"40.6","prefix10","5-ok",2583,0.989
306,"081505802305","LOGIC","LOGIC VAPELEAF ECV&C","LOGIC VAPELEAF ECV&C",1,1.2,1.2,"24","prefix8+carts","1-CHECK",2578,0.989
307,"085001975254","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH ICE ULTRA BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",2545,0.99
308,"081002599206","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,1.2,1.2,"25","prefix11","5-ok",2538,0.99
309,"085570400411","NEO","NEO E-CGC RFL","NEO E-CGC RFL",5,0.2,1,"18","prefix11","5-ok",2527,0.99
310,"085962600216","FINITI","FINITI E-CG C-M OLS","FINITI E-CG C-M OLS",1,1.75,1.75,"16","prefix11","5-ok",2501,0.99
311,"081068701410","NJOY","NJOY ONE JOY E-CG","NJOY ONE JOY E-CG",1,3.8,3.8,"23.7","prefix10","1-CHECK",2484,0.99
312,"085570400415","NEO","NEO E-CGC RFL","NEO E-CGC RFL",5,0.2,1,"18","prefix11","5-ok",2449,0.99
313,"036586037581","VAPIN PLUS","VPLS E-CG LIQUID RICH TOB","VPLS E-CG LIQUID RICH TOB",1,14.99,14.9937645,"24","prefix11","3-single-sibling",2440,0.991
314,"085001975288","PUUR VAPOR","PUUR VAPOR","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRUIT SHAKE 750 PUFFS BOX 1 COUNT",1,10,10,"16.2","prefix11","3-single-sibling",2437,0.991
315,"088796901084","BLU","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.25,2.25412425,"28.7","prefix11","4-minor",2421,0.991
316,"088796900988","BLU","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,3,3,"20","prefix11","3-single-sibling",2355,0.991
317,"081068701409","NJOY","NJOY ONE JOY E-CG MN","NJOY ONE JOY E-CG MN",1,3.8,3.8,"23.7","prefix10","1-CHECK",2327,0.991
318,"085001975260","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ENERGY BULL MESH COIL BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",2297,0.991
319,"072944053375","LOGIC","LOGIC E-CG REGULAR MN","LOGIC E-CG REGULAR MN",1,1.2,1.2,"24","brand+carts","1-CHECK",2245,0.992
320,"065875194366","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,0.7,"128.6","line_percart","2-weak",2187,0.992
321,"081990502794","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,2.6,2.6,"50","prefix11","1-CHECK",2105,0.992
322,"081010830002","ZEO","ZEO","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL EVERGREEN BOX 1 COUNT",1,3,3,"50","prefix11","5-ok",2097,0.992
323,"002590017517","E SWISHER","E SWISHER E-CG","E SWISHER E-CG",1,1,1,"18","prefix11","3-single-sibling",2076,0.992
324,"068146700322","BLU","BLU CIGS E-CG","BLU CIGS E-CG",1,1,1,"24","line+carts","3-single-sibling",2050,0.992
325,"065875194381","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,0.7,"128.6","line_percart","2-weak",2026,0.992
326,"697184747161","JUICY","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRY ICE MESH COIL BOX 1 COUNT",1,13,13,"11.5","prefix11","5-ok",2026,0.993
327,"081649401430","NICOTEK","NBL-NCL E-CG LIQUID TOB","NBL-NCL E-CG LIQUID TOB",1,10,9.995843,"24","prefix11","5-ok",2013,0.993
328,"081505802306","LOGIC","LOGIC VAPELEAF ECV&C MN GREEN","LOGIC VAPELEAF ECV&C MN GREEN",1,1.2,1.2,"24","prefix8+carts","1-CHECK",1984,0.993
329,"085001975268","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",1944,0.993
330,"085570400407","NEO","NEO E-CGC","NEO E-CGC",1,7.5,7.5,"20","prefix10","1-CHECK",1884,0.993
331,"084920500055","VUSE","VUSE DVCC AST 2'S/BT&ECCR&L&T","VUSE DVCC AST 2'S/BT&ECCR&L&T",2,1.5,3,"48","prefix11","1-CHECK",1882,0.993
332,"081505802028","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",3,0.4,1.2,"24","prefix10","1-CHECK",1862,0.993
333,"036586037194","VAPIN PLUS","VPLS E-CG LIQUID GRAPE","VPLS E-CG LIQUID GRAPE",1,14.99,14.9937645,"16","prefix11","5-ok",1859,0.994
334,"085965400214","BLU","BL-EGS E-CGCM M-M RFL","BL-EGS E-CGCM M-M RFL",5,1,5,"16","prefix10","1-CHECK",1859,0.994
335,"085001975267","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT",1,12,12,"13.5","prefix10","4-minor",1842,0.994
336,"081068701413","NJOY","NJOY ONE JOY E-CG MN","NJOY ONE JOY E-CG MN",1,3.8,3.8,"23.7","prefix10","1-CHECK",1837,0.994
337,"009710000102","MARKTEN","MARKTEN E-CGC","MARKTEN E-CGC",4,0.4,1.6,"35","prefix10","1-CHECK",1822,0.994
338,"081505802032","LOGIC","LP ECGLC PLATINUM TOB","LP ECGLC PLATINUM TOB",3,0.4,1.2,"24","prefix10","1-CHECK",1799,0.994
339,"009710000101","MARKTEN","MARKTEN E-CG","MARKTEN E-CG",1,1.6,1.6,"35","prefix10","1-CHECK",1784,0.994
340,"084866604112","FINITI","FIN ECGVT CHERRY","FIN ECGVT CHERRY",1,1.75,1.75,"12.6","prefix8+carts","4-minor",1720,0.994
341,"081002599209","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT",1,1.2,1.2,"25","prefix11","5-ok",1660,0.995
342,"081990502870","GLAS",,"GLAS SMOKING ALTERNATIVE PRODUCT BANDED 3 COUNT",3,0.43,1.3,"63.5","prefix10","5-ok",1594,0.995
343,"081505802307","LOGIC","LOGIC VAPELEAF ECV&C MN PURPLE","LOGIC VAPELEAF ECV&C MN PURPLE",1,1.2,1.2,"24","prefix8+carts","1-CHECK",1572,0.995
344,"081068701240","NJOY","NJOY E-CGC NO RFL","NJOY E-CGC NO RFL",5,1,5,"24","prefix11","5-ok",1543,0.995
345,"081505802029","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",3,0.4,1.2,"24","prefix10","1-CHECK",1536,0.995
346,"081649401440","NICOTEK","NBL-NCL E-CG LIQUID TOB","NBL-NCL E-CG LIQUID TOB",1,10,9.995843,"16","prefix11","3-single-sibling",1459,0.995
347,"081505802020","LOGIC","LP ECGLC TOB","LP ECGLC TOB",3,0.4,1.2,"24","prefix10","1-CHECK",1454,0.995
348,"078779031501","SWITCH MODS","SWITCH MODS","SWITCH MODS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT BOX 1 COUNT",1,1.3,1.3,"115.4","prefix10","3-single-sibling",1427,0.995
349,"069582599990","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICED MESH COIL BOX 1 COUNT",1,12,12,"13.5","line+carts","4-minor",1400,0.995
350,"081002599212","IGNITE","IGNITE","IGNITE SMOKING ALTERNATIVE PRODUCT BLOOD ORANGE 1 COUNT",1,1.2,1.2,"80.2","prefix11","5-ok",1362,0.995
351,"081649401433","NICOTEK","NBL-NCL E-CG LIQUID WM","NBL-NCL E-CG LIQUID WM",1,10,9.995843,"24","prefix11","5-ok",1306,0.996
352,"085965400223","BLU","BL-EGS E-CGCM C-C RFL","BL-EGS E-CGCM C-C RFL",5,1,5,"16","prefix10","1-CHECK",1301,0.996
353,"081505802033","LOGIC","LP ECGLC PLATINUM MN","LP ECGLC PLATINUM MN",3,0.4,1.2,"24","prefix10","1-CHECK",1265,0.996
354,"085410000331","BLU","BL-EGS E-CGCM VV RFL","BL-EGS E-CGCM VV RFL",5,1,5,"16","prefix10","3-single-sibling",1236,0.996
355,"081505802021","LOGIC","LP ECGLC MN","LP ECGLC MN",3,0.4,1.2,"24","prefix10","1-CHECK",1193,0.996
356,"065875194371","BO VAPING","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,0.7,"128.6","line_percart","2-weak",1181,0.996
357,"065747797270","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT MESH COIL BOX 1 COUNT",1,12,12,"13.5","line+carts","4-minor",1158,0.996
358,"081505802031","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",3,0.4,1.2,"24","prefix10","1-CHECK",1145,0.996
359,"036586038130","21ST CENTURY SMOKE","21SCS E-CG MN","21SCS E-CG MN",1,0.9,0.9,"16","prefix11","3-single-sibling",1074,0.996
360,"081649401432","NICOTEK","NL-NBL E-CG LIQUID CHERRY","NL-NBL E-CG LIQUID CHERRY",1,10,9.995843,"24","prefix11","5-ok",1063,0.996
361,"081821401003","GREEN SMOKE","GREEN SMOKE E-CG A-T","GREEN SMOKE E-CG A-T",2,1,2,"36","prefix8_percart","2-weak",1059,0.996
362,"081649401441","NICOTEK","NL-NBL E-CG LIQUID MN","NL-NBL E-CG LIQUID MN",1,10,9.995843,"16","prefix11","3-single-sibling",1013,0.996
363,"081649401434","NICOTEK","NL-NBL E-CG LIQUID GRAPE","NL-NBL E-CG LIQUID GRAPE",1,10,9.995843,"24","prefix11","5-ok",1008,0.997
364,"009710000103","MARKTEN","MARKTEN E-CG MN","MARKTEN E-CG MN",1,1.6,1.6,"35","prefix10","1-CHECK",988,0.997
365,"065747795989","SAVAGE","SAVAGE","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWRAZZ MESH COIL BOX 1 COUNT",1,12,12,"13.5","line+carts","4-minor",963,0.997
366,"009710000104","MARKTEN","MARKTEN E-CGC MN","MARKTEN E-CGC MN",4,0.4,1.6,"35","prefix10","1-CHECK",949,0.997
367,"081649401442","NICOTEK","NL-NBL E-CG LIQUID CHERRY","NL-NBL E-CG LIQUID CHERRY",1,10,9.995843,"16","prefix11","3-single-sibling",935,0.997
368,"084920500777","VUSE","VUSE VIBE","VUSE VIBE SMOKING ALTERNATIVE PRODUCT MOLDED TRAY IN BOX 1 COUNT",1,4,4,"30","prefix10","1-CHECK",935,0.997
369,"065875194356","BO VAPING","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,0.7,"128.6","line_percart","2-weak",909,0.997
370,"081649401444","NICOTEK","NBL-NCL E-CG LIQUID GRAPE","NBL-NCL E-CG LIQUID GRAPE",1,10,9.995843,"16","prefix11","3-single-sibling",892,0.997
371,"084043916103","ZIG-ZAG","ZIG-ZAG E-CG LIQUID MN","ZIG-ZAG E-CG LIQUID MN",1,1.4,1.4,"116.1","prefix10","3-single-sibling",851,0.997
372,"081102002186","IMPERIAL","IMPRL HK E-CG LIQUID P-MNG","IMPRL HK E-CG LIQUID P-MNG",1,19.99,19.991686,"18","prefix10","3-single-sibling",813,0.997
373,"065875194361","JUUL","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,0.7,"128.6","line_percart","2-weak",810,0.997
374,"084934900227","V2 CIGS","V2 CIGS E-CG MN","V2 CIGS E-CG MN",1,1,1,"18","prefix11","5-ok",802,0.997
375,"081102002184","IMPERIAL","IMPRL HK E-CG LIQUID PINEAPPLE","IMPRL HK E-CG LIQUID PINEAPPLE",1,19.99,19.991686,"18","prefix10","3-single-sibling",761,0.997
376,"081102002217","IMPERIAL","IMPRL HK E-CG LIQUID 3D APPLE","IMPRL HK E-CG LIQUID 3D APPLE",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",750,0.997
377,"081102002195","IMPERIAL","IMPRL HK E-CG LIQUID J-JC","IMPRL HK E-CG LIQUID J-JC",1,19.99,19.991686,"18","prefix10","3-single-sibling",726,0.997
378,"081102002170","IMPERIAL","IMP-SMOKE E-CG LIQUID MN","IMP-SMOKE E-CG LIQUID MN",1,19.99,19.991686,"18","prefix10","3-single-sibling",699,0.997
379,"002590017500","E SWISHER","E SWISHER E-CGAC","E SWISHER E-CGAC",1,3,3,"15","prefix11","5-ok",698,0.997
380,"036586037182","VAPIN PLUS","VPLS E-CG LIQUID APPLE","VPLS E-CG LIQUID APPLE",1,14.99,14.9937645,"16","prefix10","5-ok",668,0.997
381,"081821401001","GREEN SMOKE","GS-VP E-CG A-T","GS-VP E-CG A-T",1,1,1,"72","prefix8_percart","2-weak",666,0.998
382,"085570400408","NEO","NEO E-CG MN","NEO E-CG MN",1,7.5,7.5,"20","prefix10","1-CHECK",636,0.998
383,"081649401448","NICOTEK","NL-NBL E-CG LIQUID KIWI","NL-NBL E-CG LIQUID KIWI",1,10,9.995843,"16","prefix11","3-single-sibling",627,0.998
384,"081102002166","IMPERIAL","IMP-SMOKE E-CG LIQUID MN","IMP-SMOKE E-CG LIQUID MN",1,19.99,19.991686,"18","prefix11","3-single-sibling",626,0.998
385,"081102002165","IMPERIAL","IMP-SMOKE E-CG LIQUID TOB LEAF","IMP-SMOKE E-CG LIQUID TOB LEAF",1,19.99,19.991686,"18","prefix11","3-single-sibling",625,0.998
386,"081102002210","IMPERIAL","IMPRL HK E-CG LIQUID B-B","IMPRL HK E-CG LIQUID B-B",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",613,0.998
387,"081649401437","NICOTEK","NL-NBL E-CG LIQUID VANILLA","NL-NBL E-CG LIQUID VANILLA",1,10,9.995843,"24","prefix11","5-ok",613,0.998
388,"081102002171","IMPERIAL","IMP-SMOKE E-CG LIQUID TOB LEAF","IMP-SMOKE E-CG LIQUID TOB LEAF",1,19.99,19.991686,"18","prefix10","3-single-sibling",601,0.998
389,"081505802046","LOGIC","LOGIC POWER E-CG CHERRY","LOGIC POWER E-CG CHERRY",1,1.2,1.2,"24","prefix10","1-CHECK",598,0.998
390,"081821401004","GREEN SMOKE","GREEN SMOKE E-CG M-I","GREEN SMOKE E-CG M-I",2,1,2,"36","prefix8_percart","2-weak",596,0.998
391,"085570400814","HAUS","HAUS ECTA","HAUS ECTA",1,10,10,"24","prefix10","5-ok",596,0.998
392,"081102002176","IMPERIAL","IMPRL HK E-CG LIQUID S-FL","IMPRL HK E-CG LIQUID S-FL",1,19.99,19.991686,"18","prefix10","3-single-sibling",575,0.998
393,"081821401002","GREEN SMOKE","GS-VP E-CG M-I","GS-VP E-CG M-I",1,1,1,"72","prefix8_percart","2-weak",574,0.998
394,"084043916100","ZIG-ZAG","ZIG-ZAG E-CG LIQUID TRDNL","ZIG-ZAG E-CG LIQUID TRDNL",1,1.4,1.4,"116.1","prefix10","3-single-sibling",574,0.998
395,"081649401445","FAZE","FAZE E-CG LIQUID APPLE","FAZE E-CG LIQUID APPLE",1,10,9.995843,"16","prefix11","3-single-sibling",573,0.998
396,"081649401438","NICOTEK","NL-NBL E-CG LIQUID KIWI","NL-NBL E-CG LIQUID KIWI",1,10,9.995843,"24","prefix11","5-ok",562,0.998
397,"081649401435","NICOTEK","NL-NBL E-CG LIQUID APPLE","NL-NBL E-CG LIQUID APPLE",1,10,9.995843,"24","prefix11","5-ok",561,0.998
398,"081649401447","NICOTEK","NL-NBL E-CG LIQUID VANILLA","NL-NBL E-CG LIQUID VANILLA",1,10,9.995843,"16","prefix11","3-single-sibling",545,0.998
399,"081505802012","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",1,1.2,1.2,"24","prefix10","1-CHECK",534,0.998
400,"081505802016","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",1,1.2,1.2,"24","prefix10","1-CHECK",530,0.998
401,"075362007995","ESCO BARS","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA BOX 1 COUNT",1,6,6,"25","line+carts","5-ok",454,0.998
402,"692660811307","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH PEACH DEW MESH COIL BOX 1 COUNT",1,18,18,"8.3","prefix11","3-single-sibling",454,0.998
403,"002590017501","E SWISHER","E SWISHER E-CG MB","E SWISHER E-CG MB",1,3,3,"15","prefix11","5-ok",423,0.998
404,"081505802013","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",1,1.2,1.2,"24","prefix10","1-CHECK",420,0.998
405,"081836802813","STIG","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,1.5,"60","line_percart","2-weak",419,0.998
406,"075362020291","ESCO BARS","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT MANGO ICE 1 COUNT",1,6,6,"25","line+carts","5-ok",416,0.999
407,"081836802961",,,"STIG VGOD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH ICE WATERMELON BOX IN WRAP 3 COUNT",1,1.6,1.6,"59.4","brand+carts","1-CHECK",416,0.999
408,"085143800736","JAK","ELCT CGRTT","ELCT CGRTT",1,1.25,1.25,"38.4","line+carts","4-minor",403,0.999
409,"081649401225","NICOTEK","NICOTEK METRO E-CG VO","NICOTEK METRO E-CG VO",1,10,9.995843,"24","prefix8+carts","1-CHECK",396,0.999
410,"084043916151","ZIG-ZAG","ZIG-ZAG E-CG LIQUID MANGO","ZIG-ZAG E-CG LIQUID MANGO",1,1.4,1.4,"116.1","prefix10","3-single-sibling",380,0.999
411,"085410000352","QUIK E-CIG","QUIK E-CIG E-CG TOB","QUIK E-CIG E-CG TOB",1,5,5,"16","prefix10","3-single-sibling",379,0.999
412,"084018990339","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR","AIR BAR ANTISMOKING PRODUCT 1 COUNT",1,10,10,"16.2","prefix10","5-ok",375,0.999
413,"697184747280","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT ICE MESH COIL BOX 1 COUNT",1,13,13,"11.5","prefix11","3-single-sibling",373,0.999
414,"081505802017","LOGIC","LOGIC E-CGC MN","LOGIC E-CGC MN",1,1.2,1.2,"24","prefix10","1-CHECK",370,0.999
415,"081649401226","NICOTEK","NICOTEK METRO E-CG MN","NICOTEK METRO E-CG MN",1,10,9.995843,"24","prefix8+carts","1-CHECK",370,0.999
416,"085965400220","BLU","BL-EGS E-CGCM JAVA JOLT RFL","BL-EGS E-CGCM JAVA JOLT RFL",5,1,5,"16","prefix10","1-CHECK",362,0.999
417,"084043916124","ZIG-ZAG","ZIG-ZAG E-CG LIQUID DRBRY","ZIG-ZAG E-CG LIQUID DRBRY",1,1.4,1.4,"116.1","prefix10","3-single-sibling",356,0.999
418,"692660811311","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO CHILL BOX 1 COUNT",1,18,18,"8.3","prefix11","3-single-sibling",346,0.999
419,"697184747274","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VANILLA ICE CREAM MESH COIL BOX 1 COUNT",1,13,13,"11.5","prefix10","5-ok",336,0.999
420,"084920500142","VUSE","VUSE DVC OGN/BT&ECC","VUSE DVC OGN/BT&ECC",1,1,1,"48","prefix10","1-CHECK",330,0.999
421,"079361829246","DINNER LADY","DINNER LADY","DINNER LADY SMOKING ALTERNATIVE PRODUCT STRAWBERRY ICE 1 COUNT",1,1.5,1.5,"25","line+carts","1-CHECK",325,0.999
422,"036586038289","21ST CENTURY SMOKE","21SCS E-CGC REGULAR","21SCS E-CGC REGULAR",3,1.8,5.4,"16","prefix10","1-CHECK",318,0.999
423,"084043916407","ZIG-ZAG","ZIG-ZAG EVC CLMR","ZIG-ZAG EVC CLMR",2,1.4,2.8,"58","prefix8_percart","2-weak",316,0.999
424,"085266255761","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","5-ok",315,0.999
425,"002590017504","E SWISHER","E SWISHER E-CGC MB RFL","E SWISHER E-CGC MB RFL",3,1,3,"15","prefix11","5-ok",309,0.999
426,"085266255825","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"87.5","prefix11","5-ok",308,0.999
427,"085266255801","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","3-single-sibling",306,0.999
428,"088886130601","LEAP","LEAP GO","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CITRUS MENTHOL BOX 1 COUNT",1,1.5,1.5,"96","prefix8_percart","2-weak",306,0.999
429,"036586038204","21ST CENTURY SMOKE","21SCS E-CGAC MN","21SCS E-CGAC MN",3,1.8,5.4,"16","prefix10","1-CHECK",299,0.999
430,"081102002182","IMPERIAL","IMPRL HK E-CG LIQUID P-CLD","IMPRL HK E-CG LIQUID P-CLD",1,19.99,19.991686,"18","prefix10","3-single-sibling",293,0.999
431,"085014900708","MISTIC","M2CFP E-CG NEON CREAM","M2CFP E-CG NEON CREAM",1,1,1,"18","brand+carts","2-weak",290,0.999
432,"036586038207","21ST CENTURY SMOKE","21SCS E-CGAC REGULAR","21SCS E-CGAC REGULAR",3,1.8,5.4,"16","prefix10","1-CHECK",287,0.999
433,"088796900501","BLU","BLU","BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MENTHOL CARTOON 1 COUNT",1,3,3,"24","prefix10","1-CHECK",286,0.999
434,"002012632805","MISTIC","MISTIC E-CGC MN RFL","MISTIC E-CGC MN RFL",5,1,5,"15","prefix11","5-ok",283,0.999
435,"692660811309","PALAX","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO ALOE ICE BOX 1 COUNT",1,18,18,"8.3","prefix11","3-single-sibling",270,0.999
436,"085266255781","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"87.5","prefix11","5-ok",259,0.999
437,"081102002147","IMPERIAL","IMPRL HK E-CG LIQUID PINEAPPLE","IMPRL HK E-CG LIQUID PINEAPPLE",1,19.99,19.991686,"18","prefix10","3-single-sibling",253,0.999
438,"085266255757","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix10","4-minor",253,0.999
439,"081068701760","NJOY","NJOY E-CGCMB AST 2'S\SAP=","NJOY E-CGCMB AST 2'S\SAP=",2,5,10,"10","prefix10","5-ok",251,0.999
440,"036586037188","VAPIN PLUS","VPLS E-CG LIQUID CHO","VPLS E-CG LIQUID CHO",1,14.99,14.9937645,"16","prefix10","5-ok",248,0.999
441,"081010749469","ESCO","ESCO BARS RIPE COLLECTION","ESCO BARS RIPE COLLECTION SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE MELONS ICE MESH BOX 1 COUNT",1,5.91,5.9147,"25.4","prefix10","3-single-sibling",243,0.999
442,"084018990594","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR BOX","AIR BAR BOX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MONSTER ICE 3000 PUFFS BOX 1 COUNT",1,10,10,"16.2","prefix10","5-ok",239,0.999
443,"081068701761","NJOY","NJOY E-CGCMB AST 2'S\SAP=","NJOY E-CGCMB AST 2'S\SAP=",2,5,10,"10","prefix10","5-ok",230,0.999
444,"081102002164","IMPERIAL","IMPRL HK E-CG LIQUID WM MINT","IMPRL HK E-CG LIQUID WM MINT",1,19.99,19.991686,"18","prefix11","3-single-sibling",228,0.999
445,"084043916121","ZIG-ZAG","ZIG-ZAG E-CG LIQUID ISLND BRZ","ZIG-ZAG E-CG LIQUID ISLND BRZ",1,1.4,1.4,"116.1","prefix10","3-single-sibling",224,0.999
446,"085266255749","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.3,1.3,"50","prefix11","5-ok",220,0.999
447,"084920500145","VUSE","VUSE DVC MN/BT&ECC","VUSE DVC MN/BT&ECC",1,1,1,"48","prefix10","1-CHECK",219,0.999
448,"081102002201","IMPERIAL","IMPRL HK E-CG LIQUID H-RNB","IMPRL HK E-CG LIQUID H-RNB",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",210,0.999
449,"697184747132","JUICY BAR","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI MESH COIL BOX 1 COUNT",1,13,13,"11.5","prefix11","5-ok",208,0.999
450,"085410000353","QUIK E-CIG","QUIK E-CIG E-CG MN","QUIK E-CIG E-CG MN",1,5,5,"16","prefix10","3-single-sibling",204,0.999
451,"019383500507","SHENZHEN GOLDREAMS TECHNOLOGY","AIR BAR MAX","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT GUAVA SHAKE 1 COUNT",1,6.5,6.5,"33.2","prefix10","5-ok",200,0.999
452,"085438400456","LOGIC","LOGIC E-CG AST 2'S","LOGIC E-CG AST 2'S",2,3.62,7.25,"18","prefix10","1-CHECK",195,0.999
453,"088796900507","BLU","BLECGS+ ECGT VIVID VANILLA 3PK","BLECGS+ ECGT VIVID VANILLA 3PK",15,0.2,3,"24","prefix10","1-CHECK",195,0.999
454,"081068701813","NJOY","NJOY E-CG LIQUID PEACH TEA","NJOY E-CG LIQUID PEACH TEA",1,5.53,5.527495,"11.8","prefix11","1-CHECK",191,0.999
455,"081102002207","IMPERIAL","IMPRL HK E-CG LIQUID CALI LIFE","IMPRL HK E-CG LIQUID CALI LIFE",1,19.99,19.991686,"18","prefix8+carts","3-single-sibling",188,0.999
456,"693764350223","IMIRACLE","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO PASSION FRUIT BOX 1 COUNT",1,13.5,13.5,"11.1","prefix8+carts","4-minor",185,1
457,"081068701789","NJOY","NJOY E-CG LIQUID BLD-ORNGE","NJOY E-CG LIQUID BLD-ORNGE",1,10,10,"8","prefix11","5-ok",183,1
458,"081068701801","NJOY","NJOY E-CG LIQUID BTR-CRNCH","NJOY E-CG LIQUID BTR-CRNCH",1,5.53,5.527495,"11.8","prefix10","1-CHECK",176,1
