"row_id","upc","brand_filled","product_line","product_descr","imputed_num_cartridges","imputed_mL_per_cartridge","imputed_total_mL","imputed_nic_mg_per_ml","imputation_basis","priority","total_units","cum_unit_share"
206,"084727700018","JASPER & JASPER","JJ-IMPLS E-CG TF","JJ-IMPLS E-CG TF",1,,,,"none","1-no-value",94,0.127
207,"081009691188","JUICE","JUICE HEAD","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LYCHEE MANGO MESH COIL BOX 1 COUNT",1,,,,"none","1-no-value",91,0.127
208,"081066902115",,,,,,,,"none","1-no-value",88,0.127
209,"085830200517","NE WHERE","NE WHERE E-CG LIQUID WM","NE WHERE E-CG LIQUID WM",1,,,,"none","1-no-value",88,0.127
210,"081066902122",,,,,,,,"none","1-no-value",85,0.127
211,"081066902139",,,,,,,,"none","1-no-value",84,0.127
212,"061772451143","SQUARE","SQ-DR E-CG LIQUID M-SLK","SQ-DR E-CG LIQUID M-SLK",1,,,,"none","1-no-value",82,0.127
213,"084872800344","J'ADORE FOR HER","JDR FH E-CG","JDR FH E-CG",1,,,,"none","1-no-value",81,0.127
214,"085143800756","JAK","JAK","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE STRAWBERRY BOX 1 COUNT",1,,,,"none","1-no-value",81,0.127
215,"081962001769","SOUTH BEACH SMOKE","STH-BS E-CG LIQUID MN","STH-BS E-CG LIQUID MN",1,,,,"none","1-no-value",77,0.127
216,"081066902121",,,,,,,,"none","1-no-value",76,0.127
217,"085371500500","BLAC LABEL","BLAC LABEL E-CG CT","BLAC LABEL E-CG CT",2,,,,"none","1-no-value",76,0.127
218,"085371500502","BLAC LABEL","BLAC LABEL E-CG MN","BLAC LABEL E-CG MN",2,,,,"none","1-no-value",73,0.127
219,"002145800004","CLEAN CIG","CLN-CG E-CGC MN/ECC","CLN-CG E-CGC MN/ECC",1,,,,"none","1-no-value",72,0.127
220,"079357305739",,,,,,,,"none","1-no-value",72,0.127
221,"065436770660","CIGALECTRIC","CIGALECTRIC E-CGC REGULAR OL-V","CIGALECTRIC E-CGC REGULAR OL-V",1,,,,"none","1-no-value",70,0.127
222,"061645399351","SQUARE","SQUARE LVP MALIBU SILK XL","SQUARE LVP MALIBU SILK XL",1,,,,"none","1-no-value",68,0.127
223,"079357311750",,,,,,,,"none","1-no-value",68,0.127
224,"081066902120",,,,,,,,"none","1-no-value",68,0.127
225,"081076702014","MILLENNIUM","MLNM E-CG LIQUID PLUM","MLNM E-CG LIQUID PLUM",1,,,,"none","1-no-value",65,0.127
226,"081102002246","IMPERIAL",,,,,,,"none","1-no-value",65,0.127
227,"081962001942","SOUTH BEACH SMOKE","STH-BS E-CG LIQUID MN","STH-BS E-CG LIQUID MN",1,,,,"none","1-no-value",65,0.127
228,"081066902138",,,,,,,,"none","1-no-value",55,0.127
229,"085371500501","BLAC LABEL","BLAC LABEL E-CG BOLD TOB","BLAC LABEL E-CG BOLD TOB",2,,,,"none","1-no-value",55,0.127
230,"062784346466","EAGLEENERGY","EAGLE.ENERGY","EAGLE.ENERGY SMOKING ALTERNATIVE PRODUCT STICK CAFFEINE 1 COUNT",1,,,,"none","1-no-value",54,0.127
231,"081066902140",,,,,,,,"none","1-no-value",54,0.127
232,"081076702017","MILLENNIUM","MLNM E-CG LIQUID KIWI","MLNM E-CG LIQUID KIWI",1,,,,"none","1-no-value",53,0.127
233,"085641900305","PROGRESSIGS","PROGRESSIGS E-CG MN","PROGRESSIGS E-CG MN",1,,,,"none","1-no-value",53,0.127
234,"079357323334",,,,,,,,"none","1-no-value",51,0.127
235,"065436770661","CIGALECTRIC","CIGALECTRIC E-CGC MN OL-V","CIGALECTRIC E-CGC MN OL-V",1,,,,"none","1-no-value",49,0.127
236,"079357310107",,,,,,,,"none","1-no-value",47,0.127
237,"079357323338",,,,,,,,"none","1-no-value",47,0.127
238,"084005680159","NUX","NU-X NUTRA","NU-X NUTRA SMOKING ALTERNATIVE PRODUCT LIQUID ENERGY CAFFENINE 200 PLUS PUFFS BOX 1 COUNT",1,,,,"none","1-no-value",47,0.127
239,"084005680156","NUX","NU-X NUTRA","NU-X NUTRA SMOKING ALTERNATIVE PRODUCT LIQUID ENERGY CAFFENINE 200 PLUS PUFFS BOX 1 COUNT",1,,,,"none","1-no-value",45,0.127
240,"085641900308","PROGRESSIGS","PROGRESSIGS E-CG VANILLA","PROGRESSIGS E-CG VANILLA",1,,,,"none","1-no-value",43,0.127
241,"061772491345","SQUARE","SQUARE","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN OLD SCHOOL TABAC 1000 PUFFS BOX 1 COUNT",1,,,,"none","1-no-value",41,0.127
242,"084727700034","XPLORER","XPLORER E-CG TF","XPLORER E-CG TF",1,,,,"none","1-no-value",41,0.127
243,"081323902444","SPACE JAM","SPC JM-KGT ECCVPR","SPC JM-KGT ECCVPR",2,,,,"none","1-no-value",40,0.127
244,"071375793315",,,,,,,,"none","1-no-value",37,0.127
245,"085399000323","CLAYTON","CLAYTON E-CG","CLAYTON E-CG",1,,,,"none","1-no-value",37,0.127
246,"085641900302","PROGRESSIGS","PROGRESSIGS E-CG TOB","PROGRESSIGS E-CG TOB",1,,,,"none","1-no-value",36,0.127
247,"085641900300","PROGRESSIGS","PROGRESSIGS E-CG TOB","PROGRESSIGS E-CG TOB",1,,,,"none","1-no-value",35,0.127
248,"085433800492",,,,,,,,"none","1-no-value",34,0.127
249,"081076702018","MILLENNIUM","MLNM E-CG LIQUID CREAM","MLNM E-CG LIQUID CREAM",1,,,,"none","1-no-value",33,0.127
250,"085371500503","BLAC LABEL","BLAC LABEL E-CG LIGHT VANILLA","BLAC LABEL E-CG LIGHT VANILLA",2,,,,"none","1-no-value",32,0.127
251,"081076702029","MILLENNIUM","MLNM E-CG LIQUID SB CHSCK","MLNM E-CG LIQUID SB CHSCK",1,,,,"none","1-no-value",31,0.127
252,"085607300367","JAK","JAK E-CG MN","JAK E-CG MN",1,,,,"none","1-no-value",30,0.127
253,"085308600486","CRISS-CROSS","CRISS-CROSS E-CG MN","CRISS-CROSS E-CG MN",1,,,,"none","1-no-value",25,0.127
254,"081342001159",,,,,,,,"none","1-no-value",24,0.127
255,"079408027633","E-SMOKES","E-SMOKES E-CG MINT RFL","E-SMOKES E-CG MINT RFL",1,,,,"none","1-no-value",23,0.127
256,"081076702012","MILLENNIUM","MLNM E-CG LIQUID PINEAPPLE","MLNM E-CG LIQUID PINEAPPLE",1,,,,"none","1-no-value",23,0.127
257,"081342001429","KRAVE","KRAVE E-CG OGN","KRAVE E-CG OGN",1,,,,"none","1-no-value",21,0.127
258,"085143800757","JAK","JAK","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE WILD BERRY BOX 1 COUNT",1,,,,"none","1-no-value",21,0.127
259,"073621191069","SQUARE","SQ E-CG VO","SQ E-CG VO",1,,,,"none","1-no-value",19,0.127
260,"075166712763","EZ CIG","EZ CIG E-CG MN","EZ CIG E-CG MN",1,,,,"none","1-no-value",18,0.127
261,"081076702013","MILLENNIUM","MLNM E-CG LIQUID WM","MLNM E-CG LIQUID WM",1,,,,"none","1-no-value",18,0.127
262,"075166717399","VOODOO","VOODOO E-HOOKAH E-CG S-S","VOODOO E-HOOKAH E-CG S-S",1,,,,"none","1-no-value",17,0.127
263,"081342001430","KRAVE","KRAVE E-CG MN","KRAVE E-CG MN",1,,,,"none","1-no-value",17,0.127
264,"085371500504","BLAC LABEL","BLAC LABEL E-CG LIGHT TOB","BLAC LABEL E-CG LIGHT TOB",2,,,,"none","1-no-value",17,0.127
265,"081342001389",,,,,,,,"none","1-no-value",16,0.127
266,"085143800754","JAK","JAK","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE FRUIT BOX 1 COUNT",1,,,,"none","1-no-value",16,0.127
267,"085220700570",,,,,,,,"none","1-no-value",16,0.127
268,"085607300300","JAK","JAK E-CG REGULAR","JAK E-CG REGULAR",1,,,,"none","1-no-value",16,0.127
269,"075166704975","EZ CIG","EZ CIG E-CG TOB","EZ CIG E-CG TOB",1,,,,"none","1-no-value",15,0.127
270,"081342001265",,,,,,,,"none","1-no-value",15,0.127
271,"002145802050","CLEAN CIG","CLN-CG E-CGA MN","CLN-CG E-CGA MN",5,,,,"none","1-no-value",14,0.127
272,"073621122926","SQUARE","SQ82 E-CG OR","SQ82 E-CG OR",1,,,,"none","1-no-value",14,0.127
273,"081085902007","ZOOM","ZOOM E-CG MN BOLD 10P","ZOOM E-CG MN BOLD 10P",10,,,,"none","1-no-value",14,0.127
274,"085371500505","BLAC LABEL","BLAC LABEL E-CG SPECIAL BLEND","BLAC LABEL E-CG SPECIAL BLEND",2,,,,"none","1-no-value",14,0.127
275,"075166717247","VOODOO","VOODOO E-HOOKAH E-CG GOE","VOODOO E-HOOKAH E-CG GOE",1,,,,"none","1-no-value",12,0.127
276,"085488600303","SMOKER'S ONE CHOICE","SOC E-CG MN","SOC E-CG MN",1,,,,"none","1-no-value",12,0.127
277,"081323902000","SPACE JAM","SPC JM E-CG LIQUID ANDROMEDA","SPC JM E-CG LIQUID ANDROMEDA",1,,,,"none","1-no-value",11,0.127
278,"065436704330","CIGALECTRIC","CGR E-CGC AST OL-V 2'S/BT/ECC","CGR E-CGC AST OL-V 2'S/BT/ECC",2,,,,"none","1-no-value",10,0.127
279,"070098780115","KING DISTRIBUTION","LAVA PLUS","LAVA PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COOL MINT BOX 1 COUNT",1,,,,"none","1-no-value",10,0.127
280,"073621122916","SQUARE","SQ E-CG MINTY MN VO","SQ E-CG MINTY MN VO",1,,,,"none","1-no-value",10,0.127
281,"085005158236","RIZN","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLACKBERRY ICE MESH COIL BOX 1 COUNT",1,,,,"none","1-no-value",10,0.127
282,"002145802025","CLEAN CIG","CLN-CG E-CGA MN","CLN-CG E-CGA MN",5,,,,"none","1-no-value",9,0.127
283,"085436100400","NE WHERE","NE WHERE E-CG CT","NE WHERE E-CG CT",1,,,,"none","1-no-value",9,0.127
284,"085488600301","SMOKER'S ONE CHOICE","SOC E-CG MEDIUM","SOC E-CG MEDIUM",1,,,,"none","1-no-value",9,0.127
285,"001396461400","X HALE O2","X HALE O2 E-CG","X HALE O2 E-CG",1,,,,"none","1-no-value",8,0.127
286,"073621191079",,,,,,,,"none","1-no-value",8,0.127
287,"081342001433","KRAVE","KRAVE E-CG TOB","KRAVE E-CG TOB",1,,,,"none","1-no-value",8,0.127
288,"085005158239","RIZN","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON BOX 1 COUNT",1,,,,"none","1-no-value",8,0.127
289,"505671640243","LOST","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY LEMONADE MESH COIL BOX 1 COUNT",1,,,,"none","1-no-value",8,0.127
290,"075602973446","NIIN","NIIN AIR","NIIN AIR SMOKING ALTERNATIVE PRODUCT GUAVA CHILL 1 COUNT",1,,,,"none","1-no-value",7,0.127
291,"081342001286",,,,,,,,"none","1-no-value",7,0.127
292,"073621190409","SQUARE","SQUARE E-CG VO","SQUARE E-CG VO",1,,,,"none","1-no-value",6,0.127
293,"075166721591",,,,,,,,"none","1-no-value",6,0.127
294,"075166721595","VOODOO","VOODOO E-HOOKAH E-CG MN","VOODOO E-HOOKAH E-CG MN",1,,,,"none","1-no-value",6,0.127
295,"081076702202","MILLENNIUM","MLNM E-CG LIQUID CRANBERRY","MLNM E-CG LIQUID CRANBERRY",1,,,,"none","1-no-value",6,0.127
296,"075166701019","VOODOO","V E-L E-CG LIQUID BB","V E-L E-CG LIQUID BB",1,,,,"none","1-no-value",5,0.127
297,"081342001434","KRAVE","KRAVE E-CG MN","KRAVE E-CG MN",1,,,,"none","1-no-value",5,0.127
298,"081717001001","NICSTICK","NICSTICK E-CGAC USA MIX","NICSTICK E-CGAC USA MIX",1,,,,"none","1-no-value",5,0.127
299,"085682400255","ECO-CIGS","ECO-CIGS E-CGCM MN MINI","ECO-CIGS E-CGCM MN MINI",3,,,,"none","1-no-value",5,0.127
300,"505671640280","LOST","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ACAI BERRY STORM ICE MESH COIL BOX 1 COUNT",1,,,,"none","1-no-value",5,0.127
301,"075166721827","VOODOO","VOODOO E-CG LIQUID MN","VOODOO E-CG LIQUID MN",1,,,,"none","1-no-value",4,0.127
302,"075166726959",,,,,,,,"none","1-no-value",4,0.127
303,"075166726963",,,,,,,,"none","1-no-value",4,0.127
304,"081076702038","MILLENNIUM","MLNM E-CG LIQUID PICO","MLNM E-CG LIQUID PICO",1,,,,"none","1-no-value",4,0.127
305,"081076702206","MILLENNIUM","MLNM E-CG LIQUID ENERGY COW","MLNM E-CG LIQUID ENERGY COW",1,,,,"none","1-no-value",4,0.127
306,"081076702218","MILLENNIUM","MLNM E-CG LIQUID LEMON","MLNM E-CG LIQUID LEMON",1,,,,"none","1-no-value",4,0.127
307,"081323902284","SPACE JAM","SPC JM E-CG LIQUID PLSR","SPC JM E-CG LIQUID PLSR",1,,,,"none","1-no-value",4,0.127
308,"084727700005","REVIVE","REVIVE E-CG TOB","REVIVE E-CG TOB",1,,,,"none","1-no-value",4,0.127
309,"085682400257",,,,,,,,"none","1-no-value",4,0.127
310,"086000489504","FUMEE","FUMEE","FUMEE SMOKING ALTERNATIVE PRODUCT MANGO 1 COUNT",1,,,,"none","1-no-value",4,0.127
311,"505671640230","LOST","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON BOX 1 COUNT",1,,,,"none","1-no-value",4,0.127
312,"505671640274","LOST","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TRIPLE BERRY DUO ICE MESH COIL BOX 1 COUNT",1,,,,"none","1-no-value",4,0.127
313,"065436770665","CIGALECTRIC","CIGALECTRIC E-CGC REGULAR","CIGALECTRIC E-CGC REGULAR",1,,,,"none","1-no-value",3,0.127
314,"081323902063","SPACE JAM","SPC JM E-CG LIQUID PLUTO","SPC JM E-CG LIQUID PLUTO",1,,,,"none","1-no-value",3,0.127
315,"081717001006","NICSTICK","NICSTICK E-CGAC USA MIX","NICSTICK E-CGAC USA MIX",1,,,,"none","1-no-value",3,0.127
316,"085005158237","RIZN","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH BLUE RASPBERRY BOX 1 COUNT",1,,,,"none","1-no-value",3,0.127
317,"085436100411","NE WHERE","NE WHERE E-CG G-G","NE WHERE E-CG G-G",1,,,,"none","1-no-value",3,0.127
318,"085682400256",,,,,,,,"none","1-no-value",3,0.127
319,"089961000227",,,,,,,,"none","1-no-value",3,0.127
320,"065436704351","CIGALECTRIC","CIGALECTRIC E-CGC REGULAR","CIGALECTRIC E-CGC REGULAR",2,,,,"none","1-no-value",2,0.127
321,"075166723931",,,,,,,,"none","1-no-value",2,0.127
322,"075166726955","VOODOO","VOODOO E-HOOKAH E-CG MN","VOODOO E-HOOKAH E-CG MN",1,,,,"none","1-no-value",2,0.127
323,"081076702041","ROYAL SMOKE","ROYAL SMOKE E-CG RED KING","ROYAL SMOKE E-CG RED KING",1,,,,"none","1-no-value",2,0.127
324,"081323902015","SPACE JAM","SPC JM E-CG LIQUID ASTRO","SPC JM E-CG LIQUID ASTRO",1,,,,"none","1-no-value",2,0.127
325,"081323902464","SPACE JAM","SPC JM E-CG LIQUID MTR MLK","SPC JM E-CG LIQUID MTR MLK",1,,,,"none","1-no-value",2,0.127
326,"085005158238","RIZN","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RED GRAPES BOX 1 COUNT",1,,,,"none","1-no-value",2,0.127
327,"085452700316","VIENTI","VIENTI","VIENTI SMOKING ALTERNATIVE PRODUCT TRAY IN BOX 1 COUNT",1,,,,"none","1-no-value",2,0.127
328,"002145800006","CLEAN CIG","CLN-CG E-CGA&CT/BT&ECC","CLN-CG E-CGA&CT/BT&ECC",3,,,,"none","1-no-value",1,0.127
329,"002145806005","CLEAN CIG","CLN-CG E-CG LIQUID CHERRY","CLN-CG E-CG LIQUID CHERRY",1,,,,"none","1-no-value",1,0.127
330,"002145806011","CLEAN CIG","CLN-CG E-CG LIQUID WM","CLN-CG E-CG LIQUID WM",1,,,,"none","1-no-value",1,0.127
331,"005284312007","SMOKE FREE","SMOKE FREE E-CG","SMOKE FREE E-CG",20,,,,"none","1-no-value",1,0.127
332,"009874701305","VIIGO","VIIGO","VIIGO SMOKING ALTERNATIVE PRODUCT MIXED FRUIT 3 COUNT",3,,,,"none","1-no-value",1,0.127
333,"061693254774","V-GAR 300","V-GAR 300 E-CG TOB","V-GAR 300 E-CG TOB",1,,,,"none","1-no-value",1,0.127
334,"065436704352","CIGALECTRIC","CIGALECTRIC E-CGC MN","CIGALECTRIC E-CGC MN",2,,,,"none","1-no-value",1,0.127
335,"075166721843","VOODOO","V E-L E-CG LIQUID PEACH","V E-L E-CG LIQUID PEACH",1,,,,"none","1-no-value",1,0.127
336,"081076702224","MILLENNIUM","MLNM E-CG LIQUID RASPBERRY","MLNM E-CG LIQUID RASPBERRY",1,,,,"none","1-no-value",1,0.127
337,"081085902015","ZOOM","ZOOM","ZOOM SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE TOBACCO PREMIUM BOX 3 COUNT",3,,,,"none","1-no-value",1,0.127
338,"081323902003",,,,,,,,"none","1-no-value",1,0.127
339,"081323902012",,,,,,,,"none","1-no-value",1,0.127
340,"081323902286","SPACE JAM","SPC JM E-CG LIQUID PLSR","SPC JM E-CG LIQUID PLSR",1,,,,"none","1-no-value",1,0.127
341,"081323902797",,,,,,,,"none","1-no-value",1,0.127
342,"081717001002","NICSTICK","NICSTICK E-CGAC MN","NICSTICK E-CGAC MN",1,,,,"none","1-no-value",1,0.127
343,"084727700006","JASPER & JASPER","JJC E-CGC TOB","JJC E-CGC TOB",5,,,,"none","1-no-value",1,0.127
344,"085436100401","NE WHERE","NE WHERE E-CG MN","NE WHERE E-CG MN",1,,,,"none","1-no-value",1,0.127
345,"084920501793","VUSE",,,,,"3.6","24","prefix11","2-siblings-disagree",268658,0.159
346,"085438400415","LOGIC","LOGIC E-CG TOB","LOGIC E-CG TOB",1,7.25,"7.25","18","prefix10","2-siblings-disagree",181440,0.18
347,"009710000218","MARKTEN","MARKTEN EVCC CREAM","MARKTEN EVCC CREAM",2,0.8,"1.6","35","prefix8+carts","2-siblings-disagree",152653,0.199
348,"009710000289","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,0.8,"0.8","35","prefix8+carts","2-siblings-disagree",129487,0.214
349,"009710000287","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,0.8,"0.8","35","prefix8+carts","2-siblings-disagree",116384,0.228
350,"009710000288","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,0.8,"0.8","35","prefix8+carts","2-siblings-disagree",114694,0.241
351,"085438400414","LOGIC","LOGIC E-CG MN","LOGIC E-CG MN",2,3.62,"7.25","18","prefix10","2-siblings-disagree",114431,0.255
352,"085570400720","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",3,1.67,"5","18","prefix10","2-siblings-disagree",98207,0.267
353,"085570400719","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",3,1.67,"5","18","prefix10","2-siblings-disagree",94322,0.278
354,"036586038376","21ST CENTURY SMOKE","21CS E-CGC","21CS E-CGC",1,14.99,"14.9937645","16","prefix8+carts","2-siblings-disagree",66605,0.286
355,"009710000286","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,0.8,"0.8","35","prefix8+carts","2-siblings-disagree",51035,0.292
356,"009710000285","NJOY","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,0.8,"0.8","35","prefix8+carts","2-siblings-disagree",50254,0.298
357,"081505802212","LOGIC","LOGIC LQD ECGT","LOGIC LQD ECGT",1,3,"3","18","prefix10","2-siblings-disagree",32811,0.302
358,"085570400702","MISTIC","MISTIC E-CG MN","MISTIC E-CG MN",1,5,"5","18","prefix11","2-siblings-disagree",22289,0.304
359,"081649401348","NICOTEK","N-M-C E-CG","N-M-C E-CG",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",21896,0.307
360,"085438400412","LOGIC","LOGIC E-CG REGULAR TOB","LOGIC E-CG REGULAR TOB",1,7.25,"7.25","18","prefix10","2-siblings-disagree",15965,0.309
361,"081068701811","NJOY","NJOY E-CG LIQUID PEACH TEA","NJOY E-CG LIQUID PEACH TEA",1,5.53,"5.527495","11.8","prefix11","2-siblings-disagree",15100,0.311
362,"081649401154","NICOTEK","NICOTEK METRO E-CG","NICOTEK METRO E-CG",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",14776,0.312
363,"085570400789","HAUS","HAUS ECSOC","HAUS ECSOC",3,1.67,"5","18","prefix10","2-siblings-disagree",13975,0.314
364,"081505802213","LOGIC","LOGIC LQD ECTA","LOGIC LQD ECTA",3,1,"3","18","prefix10","2-siblings-disagree",10907,0.315
365,"081649401300","NICOTEK","NCTK MTR MNGT E-CG MN","NCTK MTR MNGT E-CG MN",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",10306,0.317
366,"085570400737","MISTIC","MISTIC E-CGC CHERRY RFL","MISTIC E-CGC CHERRY RFL",3,1.67,"5","18","prefix10","2-siblings-disagree",9654,0.318
367,"036586038277","21ST CENTURY SMOKE","21SCS E-CG REGULAR TOB","21SCS E-CG REGULAR TOB",1,5.4,"5.4","16","prefix10","2-siblings-disagree",8865,0.319
368,"081649401155","NICOTEK","NCTK MTR SVN E-CG MN","NCTK MTR SVN E-CG MN",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",8101,0.32
369,"036586038210","21ST CENTURY SMOKE","21SCS E-CG MN","21SCS E-CG MN",1,5.4,"5.4","16","prefix11","2-siblings-disagree",7503,0.321
370,"081649401354","NICOTEK","NICOTEK METRO E-CG MN KING","NICOTEK METRO E-CG MN KING",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",7480,0.322
371,"081649401352","NICOTEK","NICOTEK METRO E-CG KING","NICOTEK METRO E-CG KING",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",6878,0.322
372,"081649401299","NICOTEK","NCTK MTR MNGT E-CG","NCTK MTR MNGT E-CG",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",6401,0.323
373,"081649401297","NICOTEK","NTK MR CK SK E-CG","NTK MR CK SK E-CG",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",6322,0.324
374,"081649401298","NICOTEK","NTK MR CK SK E-CG MN","NTK MR CK SK E-CG MN",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",6149,0.325
375,"816494011374","NICOTEK","N-M-C E-CG","N-M-C E-CG",1,10,"9.995843","24","brand+carts","2-siblings-disagree",6142,0.325
376,"081649401295","NICOTEK","N-M-C E-CG","N-M-C E-CG",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",6004,0.326
377,"081649401296","NICOTEK","N-M-C E-CG MN","N-M-C E-CG MN",1,10,"9.995843","24","prefix8+carts","2-siblings-disagree",5820,0.327
378,"085570400488","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,7.5,"7.5","18","prefix10","2-siblings-disagree",5486,0.327
379,"009710000107","MARKTEN","MARKTEN E-CGC","MARKTEN E-CGC",4,0.4,"1.6","35","prefix10","2-siblings-disagree",5190,0.328
380,"085438400413","LOGIC","LOGIC E-CG REGULAR MN","LOGIC E-CG REGULAR MN",1,7.25,"7.25","18","prefix10","2-siblings-disagree",4718,0.329
381,"085570400401","NEO","NEO SOLO E-CG","NEO SOLO E-CG",1,7.5,"7.5","20","prefix10","2-siblings-disagree",4594,0.329
382,"085570400420","MISTIC","MISTIC E-CG MN","MISTIC E-CG MN",1,7.5,"7.5","20","prefix10","2-siblings-disagree",4430,0.33
383,"036586038274","21ST CENTURY SMOKE","21SCS E-CG C-M","21SCS E-CG C-M",1,5.4,"5.4","16","prefix10","2-siblings-disagree",4131,0.33
384,"085570400402","NEO","NEO SOLO E-CG","NEO SOLO E-CG",1,7.5,"7.5","20","prefix10","2-siblings-disagree",3700,0.331
385,"009710000109","MARKTEN","MARKTEN E-CGC MN","MARKTEN E-CGC MN",4,0.4,"1.6","35","prefix10","2-siblings-disagree",3231,0.331
386,"072944053377","LOGIC","LBL E-CG REGULAR TOB","LBL E-CG REGULAR TOB",1,1.2,"1.2","24","brand+carts","2-siblings-disagree",3227,0.331
387,"081068701408","NJOY","NJOY ONE JOY E-CG","NJOY ONE JOY E-CG",1,3.8,"3.8","45","prefix10","2-siblings-disagree",2925,0.332
388,"081505802030","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",3,0.4,"1.2","24","prefix10","2-siblings-disagree",2912,0.332
389,"085570400487","MISTIC","MISTIC E-CGC RFL","MISTIC E-CGC RFL",1,7.5,"7.5","18","prefix10","2-siblings-disagree",2893,0.332
390,"081997901118","NJOY",,,,,"2.85","43","prefix10","2-siblings-disagree",2877,0.333
391,"081505802305","LOGIC","LOGIC VAPELEAF ECV&C","LOGIC VAPELEAF ECV&C",1,1.2,"1.2","24","prefix8+carts","2-siblings-disagree",2578,0.333
392,"081068701410","NJOY","NJOY ONE JOY E-CG","NJOY ONE JOY E-CG",1,3.8,"3.8","45","prefix10","2-siblings-disagree",2484,0.333
393,"081068701409","NJOY","NJOY ONE JOY E-CG MN","NJOY ONE JOY E-CG MN",1,3.8,"3.8","45","prefix10","2-siblings-disagree",2327,0.334
394,"072944053375","LOGIC","LOGIC E-CG REGULAR MN","LOGIC E-CG REGULAR MN",1,1.2,"1.2","24","brand+carts","2-siblings-disagree",2245,0.334
395,"081505802306","LOGIC","LOGIC VAPELEAF ECV&C MN GREEN","LOGIC VAPELEAF ECV&C MN GREEN",1,1.2,"1.2","24","prefix8+carts","2-siblings-disagree",1984,0.334
396,"085570400407","NEO","NEO E-CGC","NEO E-CGC",1,7.5,"7.5","20","prefix10","2-siblings-disagree",1884,0.334
397,"084920500055","VUSE","VUSE DVCC AST 2'S/BT&ECCR&L&T","VUSE DVCC AST 2'S/BT&ECCR&L&T",2,1.5,"3","48","prefix11","2-siblings-disagree",1882,0.335
398,"081505802028","LOGIC","LOGIC E-CGC TOB","LOGIC E-CGC TOB",3,0.4,"1.2","24","prefix10","2-siblings-disagree",1862,0.335
399,"081068701413","NJOY","NJOY ONE JOY E-CG MN","NJOY ONE JOY E-CG MN",1,3.8,"3.8","45","prefix10","2-siblings-disagree",1837,0.335
400,"009710000102","MARKTEN","MARKTEN E-CGC","MARKTEN E-CGC",4,0.4,"1.6","35","prefix10","2-siblings-disagree",1822,0.335
401,"009710000101","MARKTEN","MARKTEN E-CG","MARKTEN E-CG",1,1.6,"1.6","35","prefix10","2-siblings-disagree",1784,0.335
402,"081505802307","LOGIC","LOGIC VAPELEAF ECV&C MN PURPLE","LOGIC VAPELEAF ECV&C MN PURPLE",1,1.2,"1.2","24","prefix8+carts","2-siblings-disagree",1572,0.336
