"brand","s0","x0","s1","x1","within","composition","interaction","total","base_month","comp_month"
"VUSE",0,0,0.519452918247923,101.540994181524,0,0,52.7457657493881,52.7457657493881,2013-01-01,2023-12-01
"BLU",0.60821605076154,46.2499453203011,0.00230552997228005,31.8212415281568,-8.77576923806608,-28.0233284554984,8.74250342901214,-28.0565942645524,2013-01-01,2023-12-01
"BREEZE",0,0,0.0820529797360285,204,0,0,16.7388078661498,16.7388078661498,2013-01-01,2023-12-01
"JUUL",0,0,0.168757487415077,84.7032928439102,0,0,14.2943148761217,14.2943148761217,2013-01-01,2023-12-01
"NJOY",0.0512204436736493,54.513964470767,0.132485738487803,98.9355918795511,2.27529546458347,4.43009339420518,3.60993664749933,10.315325506288,2013-01-01,2023-12-01
"HYPPE",0,0,0.0351123119255151,203.996713399103,0,0,7.16279623264923,7.16279623264923,2013-01-01,2023-12-01
"FINITI",0.180456339685321,29.2699887749279,0,0,-5.28195503695394,-5.28195503695394,5.28195503695394,-5.28195503695394,2013-01-01,2023-12-01
"MADURO DISTRIBUTORS",0,0,0.0122209772786896,215.917631234293,0,0,2.63872446538277,2.63872446538277,2013-01-01,2023-12-01
"21ST CENTURY SMOKE",0.0875888696284265,28.1279483368075,4.25930488960845e-06,17.408,-0.938948157296098,-2.46357539427986,0.93890249776773,-2.46362105380823,2013-01-01,2023-12-01
"MISTIC",0.0412842296521713,50.4964667524081,0,0,-2.08470773002965,-2.08470773002965,2.08470773002965,-2.08470773002965,2013-01-01,2023-12-01
"SHENZEN HQD TECHNOLOGY",0,0,0.012638888295163,117.282354100004,0,0,1.4823185724637,1.4823185724637,2013-01-01,2023-12-01
"NICOTEK",0.0312043407645091,30.2224557823548,0,0,-0.94307180897291,-0.94307180897291,0.94307180897291,-0.94307180897291,2013-01-01,2023-12-01
"STAGBAR",0,0,0.00408966476205201,213.39729215147,0,0,0.872723386029186,0.872723386029186,2013-01-01,2023-12-01
"JUICY BAR",0,0,0.00728301205139704,102,0,0,0.742867229242499,0.742867229242499,2013-01-01,2023-12-01
"LOGIC",0,0,0.0129415119075696,37.4219634002806,0,0,0.484296784949365,0.484296784949365,2013-01-01,2023-12-01
"PALAX",0,0,0.00215028345286326,102,0,0,0.219328912192053,0.219328912192053,2013-01-01,2023-12-01
"MNGO",0,0,0.00230154201775592,57.1199999999747,0,0,0.13146408005416,0.13146408005416,2013-01-01,2023-12-01
"AVATA",0,0,0.000600561989434791,204,0,0,0.122514645844697,0.122514645844697,2013-01-01,2023-12-01
"SAVAGE",0,0,0.000434315995462261,221,0,0,0.0959838349971598,0.0959838349971598,2013-01-01,2023-12-01
"ESCO BARS",0,0,0.000930335143275864,102.000088109934,0,0,0.094894266585906,0.094894266585906,2013-01-01,2023-12-01
"LEAP",0,0,0.00139039683990156,65.2958184951173,0,0,0.0907870996943968,0.0907870996943968,2013-01-01,2023-12-01
"IGNITE",0,0,0.000717839287504613,105.508665335843,0,0,0.0757382651502444,0.0757382651502444,2013-01-01,2023-12-01
"ZEO",0,0,0.000633797877901517,102.000997291723,0,0,0.0646480156273326,0.0646480156273326,2013-01-01,2023-12-01
"STICK",0,0,0.000655560263821835,70.6017055144975,0,0,0.0462836726933555,0.0462836726933555,2013-01-01,2023-12-01
"GLAS",0,0,0.000476017252397089,72.1855225441947,0,0,0.0343615541043357,0.0343615541043357,2013-01-01,2023-12-01
"IMIRACLE",0,0,0.000167976336583933,179.340145694832,0,0,0.0301249006762467,0.0301249006762467,2013-01-01,2023-12-01
"PACHA",0,0,0.000148525103403519,114.739073304344,0,0,0.0170416327269517,0.0170416327269517,2013-01-01,2023-12-01
"FUME",0,0,3.51392653392697e-05,102,0,0,0.00358420506460551,0.00358420506460551,2013-01-01,2023-12-01
"SWITCH MODS",0,0,1.18574458725681e-05,102.000022194162,0,0,0.00120945974216801,0.00120945974216801,2013-01-01,2023-12-01
"CIG2O",2.97258343829387e-05,33.7502040816327,0,0,-0.00100325297692099,-0.00100325297692099,0.00100325297692099,-0.00100325297692099,2013-01-01,2023-12-01
