year,brand,mL_old,mL_new,mL_sq_old,mL_sq_new,nic_old,nic_new,nic_mg_per_mL_old,nic_mg_per_mL_new,avg_mL_per_ecig_old,avg_mL_per_ecig_new,N_hom_old,N_hom_new,N_hom_change,mL_change_pct
2018,ZIG-ZAG,2564.8000000000334,2564.8000000000334,4131.680000000048,4131.680000000048,28203.407999999516,28203.407999999516,10.996338116032108,10.996338116032108,1.6109170305676832,1.6109170305676832,17.714188344996675,17.714188344996675,0,0
2019,21ST CENTURY SMOKE,171756.0608939967,171756.0608939967,2216259.1212169235,2216259.1212169235,452723.32799996797,452723.32799996797,2.635850668928515,2.635850668928515,12.903527885311366,12.903527885311366,34.011772608035706,34.011772608035706,0,0
2019,BLU,9687958,9687958,24784507.5,24784507.5,149731502.75157788,149735038.7515779,15.455424430161433,15.4557894193573,2.5582798253254193,2.5582798253254193,39.53930051152361,39.54023425601986,9.337444962511654e-4,0
2019,CIG2O,463,463,1375,1375,7301.568000000002,7301.568000000002,15.770125269978406,15.770125269978406,2.9697624190064795,2.9697624190064795,46.83352536980628,46.83352536980628,0,0
2019,COSMIC FOG,1943970,1943970,58319100,58319100,951767.7119998982,951767.7119998982,0.48959999999994763,0.48959999999994763,30,30,14.687999999998429,14.687999999998429,0,0
2019,FAZE,179.92517400000006,179.92517400000006,1798.5037910516824,1798.5037910516824,264.38399999999996,264.38399999999996,1.469410834083728,1.469410834083728,9.995842999999999,9.995842999999999,14.687999999999992,14.687999999999992,0,0
2019,FINITI,2000.7499999999955,2000.7499999999955,7174.812499999995,7174.812499999995,19770.047999999988,19770.047999999988,9.881318505560431,9.881318505560431,3.586061476946151,3.586061476946151,35.43501563422537,35.43501563422537,0,0
2019,FLAVORED MIST,44.9812935,44.9812935,674.4389216443807,674.4389216443807,44.06399999999999,44.06399999999999,0.9796072227224856,0.9796072227224856,14.9937645,14.9937645,14.687999999999997,14.687999999999997,0,0
2019,GLAS,50530.500000007814,50530.500000007814,96007.95000001113,96007.95000001113,390627.3600000264,390627.3600000264,7.730526315788801,7.730526315788801,1.8999999999999264,1.8999999999999264,14.687999999998153,14.687999999998153,0,0
2019,GREEN SMART LIVING,74,74,358,358,905.7600000000001,905.7600000000001,12.240000000000002,12.240000000000002,4.837837837837838,4.837837837837838,59.21513513513514,59.21513513513514,0,0
2019,GREEN SMOKE,19689,19689,79495,79495,324689.66400000034,324689.66400000034,16.490916958707924,16.490916958707924,4.037533648229976,4.037533648229976,66.58263211094959,66.58263211094959,0,0
